ClassName,Changes,TotalCommits
AbstractDifferenceDerivative,7,4296
BackwardDifferenceDerivative,7,4296
CenterDifferenceDerivative,7,4296
ForwardDifferenceDerivative,7,4296
DerivativeOperatorFactory,5,4298
DerivativeOperatorFactoryTest,6,4298
FunctionOperator,3,4298
UnivariateRealFunctionProxy,7,4296
UnivariateRealFunctionUtils,7,4296
UnivariateRealFunctionUtilsTest,8,4296
Compilable,7,4298
DefaultContext,8,4298
EvaluationContext,7,4298
EvaluationException,8,4298
Evaluation,7,4298
Add,7,4298
Divide,7,4298
Equals,7,4298
Multiply,7,4298
Power,7,4298
Sqrt,7,4298
Subtract,7,4298
Variable,7,4298
CholeskySolver,7,4295
CholeskySolverTest,7,4295
Decomposer,7,4298
DecompositionFactory,6,4298
Decomposition,6,4298
RealVector,5,4298
RecursiveLayoutRealMatrix,4,2986
RecursiveLayoutRealMatrixTest,2,2986
BeanListUnivariateImpl,5,4082
BeanListUnivariateImplTest,5,4082
BeanTransformer,6,3829
BeanTransformerTest,6,3829
AbstractStoreUnivariate,4,4509
BisectionSolver,26,4326
BrentSolver,33,4326
ConvergenceException,7,4326
CubicSplineFunction,14,4326
DifferentiableMultivariateRealFunction,2,2950
DifferentiableMultivariateVectorialFunction,3,2950
DifferentiableUnivariateMatrixFunction,2,2950
DifferentiableUnivariateRealFunction,5,4196
DifferentiableUnivariateVectorialFunction,2,2950
DividedDifferenceInterpolator,9,3734
LegendreGaussIntegrator,4,3020
RombergIntegrator,7,3032
SimpsonIntegrator,7,3032
TrapezoidIntegrator,7,3032
UnivariateRealIntegratorImpl,6,3032
UnivariateRealIntegrator,5,3032
DividedDifferenceInterpolator,3,3032
LoessInterpolator,3,2713
NevilleInterpolator,3,3032
SplineInterpolator,4,3032
UnivariateRealInterpolator,2,3032
LaguerreSolver,9,3734
BrentMinimizer,3,3029
UnivariateRealMinimizerImpl,4,3029
UnivariateRealMinimizer,3,3029
MullerSolver,9,3734
MultivariateMatrixFunction,3,2950
MultivariateRealFunction,3,2950
MultivariateVectorialFunction,3,2950
NevilleInterpolator,6,3734
NewtonSolver,14,4178
PolynomialFunction,17,4319
PolynomialFunctionLagrangeForm,8,3734
PolynomialFunctionNewtonForm,7,3734
PolynomialSplineFunction,18,4198
PolynomialFunction,8,3032
PolynomialFunctionLagrangeForm,5,3032
PolynomialFunctionNewtonForm,4,3032
PolynomialSplineFunction,4,3032
PolynomialsUtils,3,2999
QuinticFunction,4,4326
RiddersSolver,7,3734
RombergIntegrator,8,3737
RootFinding,7,4326
SecantSolver,25,4326
SimpsonIntegrator,8,3737
SinFunction,4,4326
BisectionSolver,5,3032
BrentSolver,4,3032
LaguerreSolver,8,3032
MullerSolver,6,3032
NewtonSolver,6,3032
RiddersSolver,5,3032
SecantSolver,5,3032
UnivariateRealSolverFactoryImpl,4,3032
UnivariateRealSolverFactory,3,3032
UnivariateRealSolverImpl,9,3032
UnivariateRealSolver,7,3032
UnivariateRealSolverUtils,7,3032
