ClassName,Changes,TotalCommits
AbstractDifferenceDerivative,6,1554
BackwardDifferenceDerivative,6,1554
CenterDifferenceDerivative,6,1554
ForwardDifferenceDerivative,6,1554
DerivativeOperatorFactory,4,1556
DerivativeOperatorFactoryTest,5,1556
FunctionOperator,2,1556
UnivariateRealFunctionProxy,6,1554
UnivariateRealFunctionUtils,6,1554
UnivariateRealFunctionUtilsTest,6,1554
Compilable,6,1556
DefaultContext,7,1556
EvaluationContext,6,1556
EvaluationException,7,1556
Evaluation,6,1556
Add,6,1556
Divide,6,1556
Equals,6,1556
Multiply,6,1556
Power,6,1556
Sqrt,6,1556
Subtract,6,1556
Variable,6,1556
CholeskySolver,5,1553
CholeskySolverTest,5,1553
Decomposer,6,1556
DecompositionFactory,5,1556
Decomposition,5,1556
RealVector,4,1556
RecursiveLayoutRealMatrix,2,244
RecursiveLayoutRealMatrixTest,1,244
BeanListUnivariateImpl,4,1340
BeanListUnivariateImplTest,4,1340
BeanTransformer,5,1087
BeanTransformerTest,5,1087
AbstractStoreUnivariate,4,1767
BisectionSolver,26,1584
BrentSolver,33,1584
ConvergenceException,7,1584
CubicSplineFunction,14,1584
DifferentiableMultivariateRealFunction,1,208
DifferentiableMultivariateVectorialFunction,2,208
DifferentiableUnivariateMatrixFunction,1,208
DifferentiableUnivariateRealFunction,4,1454
DifferentiableUnivariateVectorialFunction,1,208
DividedDifferenceInterpolator,9,992
LegendreGaussIntegrator,2,278
RombergIntegrator,5,290
SimpsonIntegrator,5,290
TrapezoidIntegrator,5,290
UnivariateRealIntegratorImpl,5,290
UnivariateRealIntegrator,4,290
DividedDifferenceInterpolator,1,290
NevilleInterpolator,1,290
SplineInterpolator,2,290
UnivariateRealInterpolator,1,290
LaguerreSolver,9,992
BrentMinimizer,3,287
UnivariateRealMinimizerImpl,4,287
UnivariateRealMinimizer,3,287
MullerSolver,9,992
MultivariateMatrixFunction,2,208
MultivariateRealFunction,2,208
MultivariateVectorialFunction,2,208
NevilleInterpolator,6,992
NewtonSolver,14,1436
PolynomialFunction,17,1577
PolynomialFunctionLagrangeForm,8,992
PolynomialFunctionNewtonForm,7,992
PolynomialSplineFunction,18,1456
PolynomialFunction,5,290
PolynomialFunctionLagrangeForm,3,290
PolynomialFunctionNewtonForm,2,290
PolynomialSplineFunction,2,290
PolynomialsUtils,2,257
QuinticFunction,4,1584
RiddersSolver,7,992
RombergIntegrator,8,995
RootFinding,7,1584
SecantSolver,25,1584
SimpsonIntegrator,8,995
SinFunction,4,1584
BisectionSolver,2,290
BrentSolver,3,290
LaguerreSolver,5,290
MullerSolver,3,290
NewtonSolver,3,290
RiddersSolver,2,290
SecantSolver,3,290
UnivariateRealSolverFactoryImpl,3,290
UnivariateRealSolverFactory,2,290
UnivariateRealSolverImpl,5,290
UnivariateRealSolver,5,290
UnivariateRealSolverUtils,5,290
SplineInterpolator,24,1584
TrapezoidIntegrator,8,995
UnivariateFunction,5,1584
UnivariateMatrixFunction,2,208
UnivariateRealFunction,18,1584
UnivariateRealIntegratorImpl,6,995
UnivariateRealIntegrator,6,995
UnivariateRealInterpolator,14,1584
UnivariateRealSolverFactoryImpl,18,1584
UnivariateRealSolverFactory,24,1584
UnivariateRealSolverImpl,22,1584
UnivariateRealSolver,20,1584
UnivariateRealSolverUtil,5,1584
UnivariateRealSolverUtils,17,1584
UnivariateVectorialFunction,2,208
ArgumentOutsideDomainException,7,905
BeanListUnivariateImpl,2,1734
BivariateRegression,2,1739
BrentSolver,2,1681
ComplexField,2,132
ComplexFormat,23,1522
Complex,27,1584
ComplexMath,10,1584
ComplexUtils,10,1213
ContinuedFraction,4,1698
ContractableDoubleArray,7,1766
ConvergenceException,24,1584
ConvergingAlgorithmImpl,1,288
ConvergingAlgorithm,2,288
DimensionMismatchException,5,891
AbstractContinuousDistribution,34,1584
AbstractDiscreteDistribution,19,1584
AbstractDistribution,7,1107
AbstractIntegerDistribution,8,1107
BetaDistributionImpl,4,446
BetaDistribution,2,446
BinomialDistributionImpl,27,1584
BinomialDistribution,15,1584
CauchyDistributionImpl,12,1072
CauchyDistribution,8,1072
ChiSquaredDistributionImpl,27,1584
ChiSquaredDistribution,18,1584
ContinuousDistribution,19,1584
DiscreteDistribution,19,1584
DistributionFactoryImpl,28,1584
DistributionFactory,34,1584
Distribution,4,1107
ExponentialDistributionImpl,27,1584
ExponentialDistribution,16,1584
FDistributionImpl,27,1584
FDistribution,16,1584
GammaDistributionImpl,30,1584
GammaDistribution,19,1584
HasDensity,2,450
HypergeometricDistributionImpl,24,1584
HypergeometricDistribution,14,1584
IntegerDistribution,5,1107
NormalDistributionImpl,24,1383
NormalDistribution,14,1383
PascalDistributionImpl,8,956
PascalDistribution,5,957
PoissonDistributionImpl,11,1107
PoissonDistribution,4,1107
TDistributionImpl,26,1584
TDistribution,15,1584
WeibullDistributionImpl,10,1066
WeibullDistribution,6,1066
ZipfDistributionImpl,4,368
ZipfDistribution,2,368
DoubleArray,5,1763
DuplicateSampleAbscissaException,5,906
EmpiricalDistributionImpl,5,1749
EmpiricalDistribution,5,1749
AbstractEstimator,19,217
EstimatedParameter,8,217
EstimationException,9,217
EstimationProblem,7,217
Estimator,8,217
GaussNewtonEstimator,22,217
LevenbergMarquardtEstimator,15,217
SimpleEstimationProblem,11,217
WeightedMeasurement,10,217
ExpandableDoubleArray,12,1770
FieldElement,2,133
Field,2,133
FixedDoubleArray,5,1761
AbstractFormat,4,188
BigFractionField,2,132
BigFractionFormat,2,188
BigFraction,7,191
FractionConversionException,8,907
FractionField,2,132
FractionFormat,14,1074
Fraction,27,1074
ProperBigFractionFormat,2,188
ProperFractionFormat,10,1074
Freq,3,1774
FunctionEvaluationException,14,1212
Chromosome,2,563
ChromosomePair,3,563
CrossoverPolicy,3,563
Fitness,3,563
GeneticAlgorithm,6,563
MutationPolicy,3,563
Population,3,563
SelectionPolicy,3,563
StoppingCondition,2,563
CardanEulerSingularityException,7,889
NotARotationMatrixException,7,889
Rotation,15,889
RotationOrder,6,889
Vector3DFormat,7,475
Vector3D,19,889
AbstractFieldMatrix,7,131
AbstractRealMatrix,20,365
AnyMatrix,1,85
BiDiagonalTransformer,5,11
BigMatrixImpl,37,1318
BigMatrix,16,1318
CholeskyDecompositionImpl,4,11
CholeskyDecomposition,3,11
