Version,Strategy,Accuracy,FDR
1,Total,1.0,1
1,Mean,1.0,1
1,Max,0.0,0
1,Min,1.0,1
1,TotalLines,1.0,1
1,MeanLines,1.0,1
1,MaxLines,0.0,0
1,MinLines,1.0,1
2,Total,1.0,1
2,Mean,1.0,1
2,Max,1.0,1
2,Min,1.0,1
2,TotalLines,1.0,1
2,MeanLines,1.0,1
2,MaxLines,1.0,1
2,MinLines,1.0,1
3,Total,1.0,1
3,Mean,1.0,1
3,Max,1.0,1
3,Min,1.0,1
3,TotalLines,1.0,1
3,MeanLines,1.0,1
3,MaxLines,1.0,1
3,MinLines,1.0,1
4,Total,1.0,1
4,Mean,0.5,1
4,Max,0.5,1
4,Min,0.0,0
4,TotalLines,0.5,1
4,MeanLines,1.0,1
4,MaxLines,0.5,1
4,MinLines,0.0,0
5,Total,0.0,0
5,Mean,0.0,0
5,Max,0.0,0
5,Min,0.0,0
5,TotalLines,0.0,0
5,MeanLines,0.0,0
5,MaxLines,0.0,0
5,MinLines,0.0,0
8,Total,0.0,0
8,Mean,1.0,1
8,Max,0.0,0
8,Min,1.0,1
8,TotalLines,1.0,1
8,MeanLines,1.0,1
8,MaxLines,1.0,1
8,MinLines,1.0,1
9,Total,0.0,0
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
9,TotalLines,0.0,0
9,MeanLines,0.0,0
9,MaxLines,0.0,0
9,MinLines,0.0,0
10,Total,0.0,0
10,Mean,0.0,0
10,Max,0.0,0
10,Min,0.0,0
10,TotalLines,0.0,0
10,MeanLines,0.0,0
10,MaxLines,0.0,0
10,MinLines,0.0,0
11,Total,1.0,1
11,Mean,0.0,0
11,Max,0.0,0
11,Min,0.0,0
11,TotalLines,0.0,0
11,MeanLines,0.0,0
11,MaxLines,0.0,0
11,MinLines,0.0,0
13,Total,1.0,1
13,Mean,0.0,0
13,Max,0.0,0
13,Min,0.0,0
13,TotalLines,0.0,0
13,MeanLines,0.0,0
13,MaxLines,0.0,0
13,MinLines,0.0,0
14,Total,1.0,1
14,Mean,1.0,1
14,Max,1.0,1
14,Min,1.0,1
14,TotalLines,1.0,1
14,MeanLines,1.0,1
14,MaxLines,1.0,1
14,MinLines,1.0,1
15,Total,0.0,0
15,Mean,0.5,1
15,Max,0.5,1
15,Min,0.5,1
15,TotalLines,0.0,0
15,MeanLines,0.5,1
15,MaxLines,0.5,1
15,MinLines,0.5,1
17,Total,1.0,1
17,Mean,1.0,1
17,Max,1.0,1
17,Min,1.0,1
17,TotalLines,0.0,0
17,MeanLines,1.0,1
17,MaxLines,0.0,0
17,MinLines,1.0,1
18,Total,0.0,0
18,Mean,0.0,0
18,Max,0.0,0
18,Min,0.0,0
18,TotalLines,0.0,0
18,MeanLines,0.0,0
18,MaxLines,0.0,0
18,MinLines,0.0,0
19,Total,1.0,1
19,Mean,1.0,1
19,Max,1.0,1
19,Min,1.0,1
19,TotalLines,0.0,0
19,MeanLines,0.0,0
19,MaxLines,0.0,0
19,MinLines,0.0,0
22,Total,0.5,1
22,Mean,0.0,0
22,Max,0.5,1
22,Min,0.0,0
22,TotalLines,0.5,1
22,MeanLines,0.0,0
22,MaxLines,0.0,0
22,MinLines,0.0,0
23,Total,1.0,1
23,Mean,1.0,1
23,Max,1.0,1
23,Min,0.5,1
23,TotalLines,1.0,1
23,MeanLines,1.0,1
23,MaxLines,1.0,1
23,MinLines,0.5,1
24,Total,1.0,1
24,Mean,1.0,1
24,Max,1.0,1
24,Min,1.0,1
24,TotalLines,1.0,1
24,MeanLines,1.0,1
24,MaxLines,1.0,1
24,MinLines,1.0,1
25,Total,1.0,1
25,Mean,1.0,1
25,Max,1.0,1
25,Min,1.0,1
25,TotalLines,1.0,1
25,MeanLines,1.0,1
25,MaxLines,1.0,1
25,MinLines,1.0,1
26,Total,0.0,0
26,Mean,0.0,0
26,Max,0.0,0
26,Min,0.0,0
26,TotalLines,0.0,0
26,MeanLines,0.0,0
26,MaxLines,0.0,0
26,MinLines,0.0,0
27,Total,0.0,0
27,Mean,0.0,0
27,Max,0.0,0
27,Min,0.0,0
27,TotalLines,0.0,0
27,MeanLines,0.0,0
27,MaxLines,0.0,0
27,MinLines,0.0,0
28,Total,0.0,0
28,Mean,0.0,0
28,Max,0.0,0
28,Min,0.0,0
28,TotalLines,0.0,0
28,MeanLines,0.0,0
28,MaxLines,0.0,0
28,MinLines,0.0,0
29,Total,0.0,0
29,Mean,0.0,0
29,Max,0.0,0
29,Min,0.0,0
29,TotalLines,0.0,0
29,MeanLines,0.0,0
29,MaxLines,0.0,0
29,MinLines,0.0,0
30,Total,0.0,0
30,Mean,0.0,0
30,Max,0.1111111111111111,1
30,Min,0.1111111111111111,1
30,TotalLines,0.0,0
30,MeanLines,0.0,0
30,MaxLines,0.0,0
30,MinLines,0.1111111111111111,1
31,Total,1.0,1
31,Mean,1.0,1
31,Max,1.0,1
31,Min,1.0,1
31,TotalLines,1.0,1
31,MeanLines,1.0,1
31,MaxLines,1.0,1
31,MinLines,1.0,1
32,Total,1.0,1
32,Mean,1.0,1
32,Max,1.0,1
32,Min,1.0,1
32,TotalLines,1.0,1
32,MeanLines,1.0,1
32,MaxLines,1.0,1
32,MinLines,1.0,1
33,Total,0.0,0
33,Mean,1.0,1
33,Max,1.0,1
33,Min,1.0,1
33,TotalLines,0.0,0
33,MeanLines,1.0,1
33,MaxLines,1.0,1
33,MinLines,1.0,1
34,Total,1.0,1
34,Mean,1.0,1
34,Max,1.0,1
34,Min,0.0,0
34,TotalLines,0.0,0
34,MeanLines,0.0,0
34,MaxLines,0.0,0
34,MinLines,0.0,0
35,Total,0.0,0
35,Mean,0.0,0
35,Max,0.0,0
35,Min,1.0,1
35,TotalLines,0.0,0
35,MeanLines,0.0,0
35,MaxLines,0.0,0
35,MinLines,1.0,1
36,Total,0.0,0
36,Mean,0.0,0
36,Max,0.0,0
36,Min,0.0,0
36,TotalLines,0.0,0
36,MeanLines,0.0,0
36,MaxLines,0.0,0
36,MinLines,0.0,0
37,Total,0.0,0
37,Mean,0.0,0
37,Max,0.0,0
37,Min,0.0,0
37,TotalLines,0.0,0
37,MeanLines,0.0,0
37,MaxLines,0.0,0
37,MinLines,0.0,0
38,Total,1.0,1
38,Mean,1.0,1
38,Max,1.0,1
38,Min,1.0,1
38,TotalLines,1.0,1
38,MeanLines,1.0,1
38,MaxLines,1.0,1
38,MinLines,1.0,1
39,Total,0.0,0
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.0,0
39,TotalLines,0.0,0
39,MeanLines,0.0,0
39,MaxLines,0.0,0
39,MinLines,0.0,0
