TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.jfree.chart.junit.ChartPanelTests.testSetChart,0.5,0.5,0.5,1.0,13.0,7.0,1.0,14.0
org.jfree.chart.junit.XYStepAreaChartTests.testReplaceDataset,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.axis.junit.NumberAxisTests.testXYAutoRange1,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.XYPlotTests.testSetNullRenderer,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testGetLegendItemSeriesIndex,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.junit.XYBarChartTests.testSetSeriesToolTipGenerator,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.title.junit.LegendTitleTests.testSerialization,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.CombinedRangeXYPlotTests.testRemoveSubplot,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.XYPlotTests.testRemoveAnnotation,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.renderer.xy.junit.XYAreaRendererTests.testDrawWithNullInfo,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.XYPlotTests.testAddDomainMarker,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testGetLegendItemSeriesIndex,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests.testGetLegendItemSeriesIndex,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange2,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.junit.XYBarChartTests.testReplaceDataset,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.axis.junit.AxisTests.testCloning,0.5,0.5,0.5,0.5,156.0,156.0,156.0,156.0
org.jfree.chart.axis.junit.NumberAxisTests.testXYAutoRange2,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.axis.junit.PeriodAxisTests.testHashCode,0.5,0.5,0.5,0.5,29.0,29.0,29.0,29.0
org.jfree.chart.axis.junit.ValueAxisTests.testAxisMargins,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.XYPlotTests.test1654215,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
org.jfree.chart.plot.junit.XYPlotTests.testSerialization1,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0
