Version,Strategy,Accuracy,FDR
36,Total,0.0,0
36,Mean,0.0,0
36,Max,0.0,0
36,Min,0.0,0
37,Total,0.5,1
37,Mean,0.25,1
37,Max,0.25,1
37,Min,0.25,1
38,Total,0.0,0
38,Mean,0.0,0
38,Max,0.0,0
38,Min,0.0,0
39,Total,0.0,0
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.0,0
40,Total,0.0,0
40,Mean,0.0,0
40,Max,0.0,0
40,Min,0.0,0
41,Total,0.0,0
41,Mean,0.0,0
41,Max,0.0,0
41,Min,0.0,0
42,Total,0.0,0
42,Mean,0.0,0
42,Max,0.0,0
42,Min,0.0,0
43,Total,0.0,0
43,Mean,0.0,0
43,Max,0.0,0
43,Min,0.0,0
44,Total,0.0,0
44,Mean,0.0,0
44,Max,0.0,0
44,Min,0.0,0
45,Total,0.0,0
45,Mean,0.0,0
45,Max,0.0,0
45,Min,0.0,0
46,Total,0.0,0
46,Mean,0.0,0
46,Max,0.0,0
46,Min,0.0,0
47,Total,0.0,0
47,Mean,0.0,0
47,Max,0.0,0
47,Min,0.0,0
48,Total,0.0,0
48,Mean,0.0,0
48,Max,0.0,0
48,Min,0.0,0
49,Total,0.0,0
49,Mean,0.0,0
49,Max,0.0,0
49,Min,0.0,0
50,Total,0.0,0
50,Mean,0.0,0
50,Max,0.0,0
50,Min,0.0,0
51,Total,0.0,0
51,Mean,0.0,0
51,Max,0.0,0
51,Min,0.0,0
52,Total,0.0,0
52,Mean,0.0,0
52,Max,0.0,0
52,Min,0.0,0
53,Total,0.0,0
53,Mean,0.0,0
53,Max,0.0,0
53,Min,0.0,0
54,Total,0.0,0
54,Mean,0.0,0
54,Max,0.0,0
54,Min,0.0,0
55,Total,0.0,0
55,Mean,0.0,0
55,Max,0.0,0
55,Min,0.0,0
56,Total,0.0,0
56,Mean,0.0,0
56,Max,0.0,0
56,Min,0.0,0
57,Total,0.0,0
57,Mean,0.0,0
57,Max,0.0,0
57,Min,0.0,0
58,Total,0.0,0
58,Mean,1.0,1
58,Max,1.0,1
58,Min,1.0,1
59,Total,0.0,0
59,Mean,0.0,0
59,Max,0.0,0
59,Min,0.0,0
60,Total,0.0,0
60,Mean,0.0,0
60,Max,0.0,0
60,Min,0.0,0
61,Total,1.0,1
61,Mean,0.0,0
61,Max,0.0,0
61,Min,0.0,0
62,Total,0.0,0
62,Mean,1.0,1
62,Max,1.0,1
62,Min,1.0,1
63,Total,0.0,0
63,Mean,0.0,0
63,Max,0.0,0
63,Min,0.0,0
64,Total,0.5,1
64,Mean,0.0,0
64,Max,0.0,0
64,Min,0.0,0
65,Total,1.0,1
65,Mean,0.0,0
65,Max,0.0,0
65,Min,0.0,0
66,Total,0.0,0
66,Mean,0.25,1
66,Max,0.25,1
66,Min,0.25,1
67,Total,0.0,0
67,Mean,0.0,0
67,Max,0.0,0
67,Min,0.0,0
68,Total,0.5,1
68,Mean,0.0,0
68,Max,0.0,0
68,Min,0.0,0
69,Total,0.5,1
69,Mean,0.0,0
69,Max,0.0,0
69,Min,0.0,0
70,Total,0.0,0
70,Mean,0.0,0
70,Max,0.0,0
70,Min,0.0,0
71,Total,0.0,0
71,Mean,0.0,0
71,Max,0.0,0
71,Min,0.0,0
