TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.apache.commons.csv.CSVPrinterTest.testParseCustomNullValues,0.17647058823529413,0.09647058823529411,0.011764705882352941,0.4823529411764706,4.294117647058823,1.6964705882352937,0.023529411764705882,8.482352941176469
org.apache.commons.csv.issues.JiraCsv198Test.test,0.17647058823529413,0.1097870182555781,0.011764705882352941,0.4391480730223124,2.8941176470588235,1.193762677484787,0.023529411764705882,4.775050709939148
org.apache.commons.csv.CSVParserTest.testGetHeaderMap,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testTrim,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testSkipSetAltHeaders,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testProvidedHeaderAuto,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testForEach,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testHeaderMissing,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testDefaultFormat,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testIgnoreCaseHeaderMapping,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testGetRecords,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testGetLine,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testExcelHeaderCountLessThanData,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testBOM,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testIterator,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testBackslashEscaping,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testHeaderComment,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testTrailingDelimiter,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testSkipAutoHeader,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testSkipHeaderOverrideDuplicateHeaders,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testMappedButNotSetAsOutlook2007ContactExport,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testBackslashEscaping2,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testGetRecordWithMultiLineValues,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testHeader,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testGetOneLineOneParser,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testSkipSetHeader,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testProvidedHeader,0.17647058823529413,0.1,0.011764705882352941,0.4,2.8941176470588235,1.0970588235294119,0.023529411764705882,4.3882352941176475
org.apache.commons.csv.CSVParserTest.testHeadersMissingException,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVParserTest.testClose,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVParserTest.testDuplicateHeaders,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVParserTest.testHeaderMissingWithNull,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVParserTest.testHeadersMissing,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVParserTest.testInvalidFormat,0.17647058823529413,0.12941176470588237,0.047058823529411764,0.38823529411764707,2.8941176470588235,1.4549019607843139,0.4235294117647059,4.364705882352942
org.apache.commons.csv.CSVFileParserTest.testCSVFile,0.17647058823529413,0.0911764705882353,0.011764705882352941,0.3647058823529412,2.8941176470588235,0.9970588235294118,0.023529411764705882,3.988235294117647
org.apache.commons.csv.CSVRecordTest.testToMapWithShortRecord,0.17647058823529413,0.11764705882352942,0.011764705882352941,0.35294117647058826,2.8941176470588235,1.3215686274509804,0.023529411764705882,3.9647058823529413
org.apache.commons.csv.CSVRecordTest.testToMapWithNoHeader,0.17647058823529413,0.11764705882352942,0.011764705882352941,0.35294117647058826,2.8941176470588235,1.3215686274509804,0.023529411764705882,3.9647058823529413
org.apache.commons.csv.CSVPrinterTest.testMySqlNullOutput,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
org.apache.commons.csv.CSVPrinterTest.testEscapeBackslash4,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
org.apache.commons.csv.CSVPrinterTest.testPrintRecordsWithEmptyVector,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
org.apache.commons.csv.CSVPrinterTest.testPrint,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
org.apache.commons.csv.CSVPrinterTest.testTrimOnTwoColumns,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
org.apache.commons.csv.CSVPrinterTest.testTrailingDelimiterOnTwoColumns,0.17647058823529413,0.1019607843137255,0.047058823529411764,0.3058823529411765,4.294117647058823,2.4705882352941173,0.2235294117647059,7.411764705882352
