version, time
1, 5.529919624328613
11, 6.396776437759399
31, 9.712566614151001
27, 8.138832569122314
3, 5.645967721939087
35, 11.753207683563232
13, 6.739734411239624
22, 7.081140518188477
29, 8.117917537689209
2, 5.4543845653533936
32, 9.658229112625122
18, 6.5512378215789795
34, 9.615175008773804
10, 5.886214256286621
15, 6.802662372589111
28, 8.013237237930298
4, 5.363834857940674
12, 6.495181322097778
17, 6.954033851623535
5, 6.314755201339722
20, 6.9179017543792725
36, 12.11863660812378
16, 6.826096773147583
21, 6.9918272495269775
25, 7.316148042678833
24, 7.422747611999512
30, 9.558726787567139
33, 9.732312679290771
14, 7.109105348587036
9, 6.195209980010986
19, 6.834832429885864
38, 11.914586544036865
23, 7.307002067565918
26, 7.639721393585205
8, 6.357390403747559
39, 12.783061504364014
7, 5.694174289703369
37, 12.042638301849365
