Version,Strategy,Accuracy,FDR
1,Total,0.0,0
1,Mean,0.0,0
1,Max,0.0,0
1,Min,0.0,0
1,TotalLines,0.0,0
1,MeanLines,0.0,0
1,MaxLines,0.0,0
1,MinLines,0.0,0
2,Total,0.0,0
2,Mean,0.0,0
2,Max,0.0,0
2,Min,0.0,0
2,TotalLines,0.0,0
2,MeanLines,0.0,0
2,MaxLines,0.0,0
2,MinLines,0.0,0
3,Total,0.0,0
3,Mean,0.0,0
3,Max,0.0,0
3,Min,0.0,0
3,TotalLines,0.0,0
3,MeanLines,0.0,0
3,MaxLines,0.0,0
3,MinLines,0.0,0
4,Total,0.9090909090909091,1
4,Mean,0.9545454545454546,1
4,Max,0.9545454545454546,1
4,Min,0.9545454545454546,1
4,TotalLines,0.9090909090909091,1
4,MeanLines,0.9545454545454546,1
4,MaxLines,0.9545454545454546,1
4,MinLines,0.9545454545454546,1
5,Total,0.0,0
5,Mean,0.0,0
5,Max,0.0,0
5,Min,0.0,0
5,TotalLines,0.0,0
5,MeanLines,0.0,0
5,MaxLines,0.0,0
5,MinLines,0.0,0
6,Total,0.0,0
6,Mean,0.0,0
6,Max,0.0,0
6,Min,0.0,0
6,TotalLines,0.0,0
6,MeanLines,0.0,0
6,MaxLines,0.0,0
6,MinLines,0.0,0
7,Total,0.0,0
7,Mean,0.0,0
7,Max,0.0,0
7,Min,0.0,0
7,TotalLines,0.0,0
7,MeanLines,0.0,0
7,MaxLines,0.0,0
7,MinLines,0.0,0
8,Total,1.0,1
8,Mean,1.0,1
8,Max,1.0,1
8,Min,1.0,1
8,TotalLines,1.0,1
8,MeanLines,1.0,1
8,MaxLines,1.0,1
8,MinLines,1.0,1
9,Total,0.0,0
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
9,TotalLines,0.0,0
9,MeanLines,0.0,0
9,MaxLines,0.0,0
9,MinLines,0.0,0
10,Total,0.0,0
10,Mean,0.0,0
10,Max,0.0,0
10,Min,0.0,0
10,TotalLines,0.0,0
10,MeanLines,0.0,0
10,MaxLines,0.0,0
10,MinLines,0.0,0
11,Total,0.0,0
11,Mean,0.0,0
11,Max,0.0,0
11,Min,0.0,0
11,TotalLines,0.0,0
11,MeanLines,0.0,0
11,MaxLines,0.0,0
11,MinLines,0.0,0
12,Total,0.0,0
12,Mean,0.0,0
12,Max,0.0,0
12,Min,0.0,0
12,TotalLines,0.0,0
12,MeanLines,0.0,0
12,MaxLines,0.0,0
12,MinLines,0.0,0
13,Total,1.0,1
13,Mean,1.0,1
13,Max,1.0,1
13,Min,1.0,1
13,TotalLines,1.0,1
13,MeanLines,1.0,1
13,MaxLines,1.0,1
13,MinLines,1.0,1
14,Total,1.0,1
14,Mean,1.0,1
14,Max,1.0,1
14,Min,1.0,1
14,TotalLines,1.0,1
14,MeanLines,1.0,1
14,MaxLines,1.0,1
14,MinLines,1.0,1
15,Total,0.0,0
15,Mean,1.0,1
15,Max,1.0,1
15,Min,1.0,1
15,TotalLines,0.0,0
15,MeanLines,1.0,1
15,MaxLines,1.0,1
15,MinLines,1.0,1
16,Total,1.0,1
16,Mean,1.0,1
16,Max,1.0,1
16,Min,1.0,1
16,TotalLines,1.0,1
16,MeanLines,1.0,1
16,MaxLines,1.0,1
16,MinLines,1.0,1
17,Total,1.0,1
17,Mean,1.0,1
17,Max,1.0,1
17,Min,1.0,1
17,TotalLines,1.0,1
17,MeanLines,1.0,1
17,MaxLines,1.0,1
17,MinLines,1.0,1
18,Total,1.0,1
18,Mean,0.75,1
18,Max,0.75,1
18,Min,0.75,1
18,TotalLines,1.0,1
18,MeanLines,0.75,1
18,MaxLines,0.75,1
18,MinLines,0.75,1
19,Total,1.0,1
19,Mean,1.0,1
19,Max,1.0,1
19,Min,1.0,1
19,TotalLines,1.0,1
19,MeanLines,1.0,1
19,MaxLines,1.0,1
19,MinLines,1.0,1
20,Total,1.0,1
20,Mean,1.0,1
20,Max,1.0,1
20,Min,1.0,1
20,TotalLines,1.0,1
20,MeanLines,1.0,1
20,MaxLines,1.0,1
20,MinLines,1.0,1
21,Total,1.0,1
21,Mean,1.0,1
21,Max,1.0,1
21,Min,1.0,1
21,TotalLines,1.0,1
21,MeanLines,1.0,1
21,MaxLines,1.0,1
21,MinLines,1.0,1
22,Total,1.0,1
22,Mean,1.0,1
22,Max,1.0,1
22,Min,1.0,1
22,TotalLines,1.0,1
22,MeanLines,1.0,1
22,MaxLines,1.0,1
22,MinLines,1.0,1
23,Total,1.0,1
23,Mean,1.0,1
23,Max,1.0,1
23,Min,1.0,1
23,TotalLines,1.0,1
23,MeanLines,1.0,1
23,MaxLines,1.0,1
23,MinLines,1.0,1
24,Total,1.0,1
24,Mean,1.0,1
24,Max,1.0,1
24,Min,1.0,1
24,TotalLines,1.0,1
24,MeanLines,1.0,1
24,MaxLines,1.0,1
24,MinLines,1.0,1
25,Total,1.0,1
25,Mean,1.0,1
25,Max,1.0,1
25,Min,1.0,1
25,TotalLines,1.0,1
25,MeanLines,1.0,1
25,MaxLines,1.0,1
25,MinLines,1.0,1
26,Total,0.6363636363636364,1
26,Mean,0.7272727272727273,1
26,Max,0.7272727272727273,1
26,Min,0.7272727272727273,1
26,TotalLines,0.6363636363636364,1
26,MeanLines,0.7272727272727273,1
26,MaxLines,0.7272727272727273,1
26,MinLines,0.7272727272727273,1
