Version,Strategy,Accuracy,FDR
1,Total,1.0,1
1,Mean,1.0,1
1,Max,1.0,1
1,Min,1.0,1
1,TotalLines,1.0,1
1,MeanLines,1.0,1
1,MaxLines,1.0,1
1,MinLines,0.0,0
2,Total,1.0,1
2,Mean,1.0,1
2,Max,1.0,1
2,Min,1.0,1
2,TotalLines,1.0,1
2,MeanLines,1.0,1
2,MaxLines,1.0,1
2,MinLines,0.0,0
3,Total,1.0,1
3,Mean,1.0,1
3,Max,1.0,1
3,Min,1.0,1
3,TotalLines,1.0,1
3,MeanLines,1.0,1
3,MaxLines,1.0,1
3,MinLines,1.0,1
4,Total,1.0,1
4,Mean,1.0,1
4,Max,1.0,1
4,Min,1.0,1
4,TotalLines,1.0,1
4,MeanLines,1.0,1
4,MaxLines,1.0,1
4,MinLines,1.0,1
5,Total,1.0,1
5,Mean,1.0,1
5,Max,1.0,1
5,Min,1.0,1
5,TotalLines,0.5,1
5,MeanLines,0.5,1
5,MaxLines,0.5,1
5,MinLines,0.0,0
8,Total,0.0,0
8,Mean,1.0,1
8,Max,1.0,1
8,Min,1.0,1
8,TotalLines,1.0,1
8,MeanLines,1.0,1
8,MaxLines,1.0,1
8,MinLines,1.0,1
9,Total,1.0,1
9,Mean,0.5,1
9,Max,0.0,0
9,Min,1.0,1
9,TotalLines,1.0,1
9,MeanLines,0.5,1
9,MaxLines,1.0,1
9,MinLines,1.0,1
10,Total,1.0,1
10,Mean,1.0,1
10,Max,0.0,0
10,Min,1.0,1
10,TotalLines,1.0,1
10,MeanLines,1.0,1
10,MaxLines,1.0,1
10,MinLines,1.0,1
11,Total,1.0,1
11,Mean,1.0,1
11,Max,1.0,1
11,Min,1.0,1
11,TotalLines,1.0,1
11,MeanLines,1.0,1
11,MaxLines,1.0,1
11,MinLines,1.0,1
13,Total,1.0,1
13,Mean,1.0,1
13,Max,1.0,1
13,Min,0.0,0
13,TotalLines,1.0,1
13,MeanLines,1.0,1
13,MaxLines,1.0,1
13,MinLines,0.0,0
14,Total,1.0,1
14,Mean,1.0,1
14,Max,1.0,1
14,Min,0.0,0
14,TotalLines,1.0,1
14,MeanLines,1.0,1
14,MaxLines,1.0,1
14,MinLines,0.0,0
15,Total,1.0,1
15,Mean,1.0,1
15,Max,1.0,1
15,Min,0.5,1
15,TotalLines,1.0,1
15,MeanLines,0.5,1
15,MaxLines,1.0,1
15,MinLines,0.0,0
17,Total,1.0,1
17,Mean,1.0,1
17,Max,1.0,1
17,Min,1.0,1
17,TotalLines,1.0,1
17,MeanLines,1.0,1
17,MaxLines,1.0,1
17,MinLines,1.0,1
18,Total,1.0,1
18,Mean,1.0,1
18,Max,1.0,1
18,Min,1.0,1
18,TotalLines,1.0,1
18,MeanLines,1.0,1
18,MaxLines,1.0,1
18,MinLines,1.0,1
19,Total,1.0,1
19,Mean,1.0,1
19,Max,1.0,1
19,Min,0.0,0
19,TotalLines,1.0,1
19,MeanLines,1.0,1
19,MaxLines,1.0,1
19,MinLines,0.0,0
22,Total,0.5,1
22,Mean,0.5,1
22,Max,0.5,1
22,Min,0.5,1
22,TotalLines,0.5,1
22,MeanLines,0.5,1
22,MaxLines,0.5,1
22,MinLines,0.5,1
23,Total,1.0,1
23,Mean,1.0,1
23,Max,1.0,1
23,Min,1.0,1
23,TotalLines,1.0,1
23,MeanLines,1.0,1
23,MaxLines,1.0,1
23,MinLines,1.0,1
24,Total,1.0,1
24,Mean,1.0,1
24,Max,1.0,1
24,Min,1.0,1
24,TotalLines,1.0,1
24,MeanLines,1.0,1
24,MaxLines,1.0,1
24,MinLines,1.0,1
25,Total,1.0,1
25,Mean,1.0,1
25,Max,1.0,1
25,Min,1.0,1
25,TotalLines,1.0,1
25,MeanLines,1.0,1
25,MaxLines,1.0,1
25,MinLines,1.0,1
26,Total,1.0,1
26,Mean,1.0,1
26,Max,1.0,1
26,Min,0.0,0
26,TotalLines,1.0,1
26,MeanLines,1.0,1
26,MaxLines,1.0,1
26,MinLines,0.0,0
27,Total,0.0,0
27,Mean,0.0,0
27,Max,0.0,0
27,Min,0.0,0
27,TotalLines,0.0,0
27,MeanLines,0.0,0
27,MaxLines,0.0,0
27,MinLines,0.0,0
28,Total,0.0,0
28,Mean,0.0,0
28,Max,0.0,0
28,Min,0.0,0
28,TotalLines,0.0,0
28,MeanLines,0.0,0
28,MaxLines,0.0,0
28,MinLines,0.0,0
29,Total,0.0,0
29,Mean,0.0,0
29,Max,0.0,0
29,Min,0.0,0
29,TotalLines,0.0,0
29,MeanLines,0.0,0
29,MaxLines,0.0,0
29,MinLines,0.0,0
30,Total,0.1111111111111111,1
30,Mean,0.1111111111111111,1
30,Max,0.1111111111111111,1
30,Min,0.1111111111111111,1
30,TotalLines,0.1111111111111111,1
30,MeanLines,0.1111111111111111,1
30,MaxLines,0.0,0
30,MinLines,0.1111111111111111,1
31,Total,1.0,1
31,Mean,1.0,1
31,Max,1.0,1
31,Min,1.0,1
31,TotalLines,1.0,1
31,MeanLines,1.0,1
31,MaxLines,1.0,1
31,MinLines,1.0,1
32,Total,1.0,1
32,Mean,1.0,1
32,Max,1.0,1
32,Min,1.0,1
32,TotalLines,1.0,1
32,MeanLines,1.0,1
32,MaxLines,1.0,1
32,MinLines,1.0,1
33,Total,1.0,1
33,Mean,1.0,1
33,Max,1.0,1
33,Min,1.0,1
33,TotalLines,1.0,1
33,MeanLines,1.0,1
33,MaxLines,1.0,1
33,MinLines,1.0,1
34,Total,1.0,1
34,Mean,1.0,1
34,Max,1.0,1
34,Min,0.5,1
34,TotalLines,1.0,1
34,MeanLines,0.5,1
34,MaxLines,1.0,1
34,MinLines,1.0,1
35,Total,1.0,1
35,Mean,1.0,1
35,Max,1.0,1
35,Min,1.0,1
35,TotalLines,1.0,1
35,MeanLines,1.0,1
35,MaxLines,1.0,1
35,MinLines,0.0,0
36,Total,1.0,1
36,Mean,1.0,1
36,Max,1.0,1
36,Min,1.0,1
36,TotalLines,1.0,1
36,MeanLines,1.0,1
36,MaxLines,1.0,1
36,MinLines,0.0,0
37,Total,1.0,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
37,TotalLines,1.0,1
37,MeanLines,1.0,1
37,MaxLines,1.0,1
37,MinLines,0.0,0
38,Total,1.0,1
38,Mean,1.0,1
38,Max,1.0,1
38,Min,1.0,1
38,TotalLines,1.0,1
38,MeanLines,1.0,1
38,MaxLines,1.0,1
38,MinLines,1.0,1
39,Total,1.0,1
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.5,1
39,TotalLines,1.0,1
39,MeanLines,0.0,0
39,MaxLines,0.0,0
39,MinLines,0.0,0
