ClassName,Changes,TotalCommits
SphericalCoordinates,2,9
package-info,222,1311
SphericalCoordinatesTest,1,9
UnitSphereRandomVectorGeneratorTest,1,11
RealVectorAbstractTest,47,708
DerivativeStructure,23,496
NonCorrelatedWeight,2,45
DerivativeStructureTest,22,496
FastMath,93,2217
Weight,10,241
MultivariateVectorOptimizer,4,99
BaseMultiStartMultivariateOptimizer,4,99
DSCompiler,19,496
MathUtils,170,4486
LocalizedFormats,77,2282
CMAESOptimizer,60,1859
BOBYQAOptimizer,47,1519
MultiStartMultivariateVectorOptimizerTest,3,99
MultiStartMultivariateVectorOptimizer,3,99
GradientMultivariateOptimizer,3,99
MultiStartUnivariateOptimizer,3,99
MathUtilsTest,119,4486
AbstractLeastSquaresOptimizer,77,2991
MessagesResources_fr,90,3695
RealVectorTest,35,1467
ArrayRealVectorTest,62,2756
RandomDataImpl,101,4531
RandomDataTest,96,4531
Target,5,241
MultiStartMultivariateOptimizer,2,99
JacobianMultivariateVectorOptimizer,2,99
MultiStartMultivariateOptimizerTest,2,99
MultiStartUnivariateOptimizerTest,2,99
SparseRealVectorTest,60,3034
PowellOptimizer,43,2259
RealMatrixImpl,86,4546
SymmLQ,23,1217
ArrayRealVector,51,2756
SimpleBounds,5,275
TestUtils,79,4356
OptimizationData,5,277
InitialGuess,5,277
EigenDecompositionImpl,54,3008
FiniteDifferencesDifferentiator,6,341
AbstractRealMatrix,55,3137
Frequency,76,4356
GaussNewtonOptimizer,52,2991
GTest,4,231
SingularValueDecompositionImpl,52,3008
EuclideanDoublePoint,3,176
ResizableDoubleArray,69,4078
OpenMapRealVector,48,2851
LevenbergMarquardtOptimizer,50,2990
LevenbergMarquardtOptimizerTest,50,2990
FastFourierTransformer,62,3710
Complex,72,4356
RealMatrix,75,4546
FastMathTest,36,2203
Variance,70,4356
Gamma,70,4356
QRDecompositionImpl,48,3008
EmpiricalDistributionImpl,72,4521
RandomDataGenerator,7,443
GraggBulirschStoerIntegrator,58,3695
SimplexTableau,46,2967
BrentSolver,69,4453
AdaptiveStepsizeIntegrator,57,3695
