ClassName,Changes,TotalCommits
RealVectorAbstractTest,47,182
package-info,192,785
RealMatrixFormat,3,26
RealMatrixFormatAbstractTest,3,26
IterativeLegendreGaussIntegrator,2,23
BaseRuleFactory,5,71
GaussIntegratorFactory,4,71
AbstractIntegerDistributionTest,3,57
FastMath,82,1691
BaseRuleFactoryTest,2,46
IterativeLegendreGaussIntegratorTest,1,23
MathUtils,169,3960
LegendreHighPrecisionRuleFactory,3,71
LegendreRuleFactory,3,71
BOBYQAOptimizer,40,993
LocalizedFormats,68,1756
RealMatrixFormatTest,1,26
RealVectorTest,35,941
SymmLQ,23,691
MathUtilsTest,118,3960
MessagesResources_fr,90,3169
LegendreParametricTest,2,71
GaussianQuadratureAbstractTest,2,71
GaussIntegrator,2,71
LegendreHighPrecisionTest,2,71
LegendreHighPrecisionParametricTest,2,71
ArrayRealVectorTest,62,2230
HermiteInterpolator,3,111
CMAESOptimizer,36,1333
RandomDataTest,96,4005
SparseRealVectorTest,60,2508
SchurTransformer,5,213
RandomDataImpl,93,4005
AbstractLeastSquaresOptimizer,57,2465
EigenDecompositionImpl,54,2482
ArrayRealVector,48,2230
RealMatrixImpl,86,4020
SingularValueDecompositionImpl,52,2482
QRDecompositionImpl,48,2482
TestUtils,74,3830
FastFourierTransformer,61,3184
BOBYQAOptimizerTest,19,993
FastMathTest,32,1677
PowellOptimizer,33,1733
SymmLQTest,13,691
Frequency,71,3830
OpenMapRealVector,43,2325
AbstractRealMatrix,48,2611
Complex,70,3830
AbstractRealDistribution,10,548
Precision,13,719
EmpiricalDistributionImpl,72,3995
Variance,69,3830
GraggBulirschStoerIntegrator,57,3169
RealMatrix,72,4020
Line,21,1176
AdamsMoultonIntegrator,40,2240
AbstractRealVector,35,1964
UniformCrossoverTest,2,113
AdaptiveStepsizeIntegrator,56,3169
ISAACRandom,10,574
RungeKuttaIntegrator,55,3169
BrentSolver,68,3927
AbstractContinuousDistribution,66,3830
LevenbergMarquardtOptimizerTest,42,2464
MathRuntimeException,45,2659
DirectSearchOptimizer,53,3169
LUDecompositionImpl,41,2482
RealVectorPreservingVisitor,3,183
SimplexTableau,40,2441
AbstractIntegrator,45,2752
DescriptiveStatistics,62,3827
RealMatrixImplTest,65,4020
AdamsBashforthIntegrator,36,2240
LevenbergMarquardtOptimizer,39,2464
GaussNewtonOptimizer,39,2465
MultistepIntegrator,43,2726
NonLinearConjugateGradientOptimizer,38,2445
RealVector,58,3802
HighamHall54IntegratorTest,48,3169
MathException,58,3830
EmbeddedRungeKuttaIntegrator,45,2985
Fraction,50,3320
ConjugateGradient,12,800
Vector3D,47,3169
SparseRealVector,34,2324
Kurtosis,56,3830
StatUtils,56,3830
GaussNewtonOptimizerTest,36,2465
FastCosineTransformer,46,3184
BaseAbstractScalarOptimizer,25,1738
TriangularDistribution,7,487
BaseSecantSolver,16,1116
NormalDistributionImpl,52,3629
AbstractScalarDifferentiableOptimizer,35,2445
SummaryStatistics,54,3779
MinpackTest,45,3157
OLSMultipleLinearRegression,39,2785
BigFraction,34,2437
MathArrays,10,718
BatteryNISTTest,11,792
TrapezoidIntegrator,45,3241
AbstractFieldMatrix,33,2377
Percentile,53,3830
GammaDistributionImpl,53,3830
ExponentialDistributionImpl,52,3830
Gamma,52,3830
RegulaFalsiSolverTest,15,1120
AbstractLeastSquaresOptimizerAbstractTest,3,224
AbstractLeastSquaresOptimizerTest,3,225
Sum,51,3830
GeometricMean,51,3830
EigenDecompositionImplTest,33,2482
CholeskyDecompositionImpl,33,2482
LaguerreSolver,43,3238
DormandPrince853IntegratorTest,42,3169
RootsOfUnity,6,453
BigMatrixImpl,47,3564
