ClassName,Changes,TotalCommits
EarthMoversDistanceTest,1,6
EarthMoversDistance,1,6
package-info,235,1643
CombinatoricsUtilsTest,2,19
GaussianCurveFitter,2,22
WeightedObservedPoints,2,27
AbstractOptimizer,3,42
MidPointIntegrator,8,131
CombinatoricsUtils,1,19
RealVectorAbstractTest,48,1040
GaussianCurveFitterTest,1,22
DerivativeStructure,34,828
FastMath,101,2549
RandomGeneratorFactory,2,52
DerivativeStructureTest,31,828
WeightedObservedPointsTest,1,27
WithConvergenceChecker,2,55
MathUtils,171,4818
DSCompiler,27,828
SobolSequenceGenerator,5,164
SymmetricGaussIntegrator,3,100
LocalizedFormats,77,2614
FuzzyKMeansClustererTest,5,171
CMAESOptimizer,64,2191
MultivariateNormalMixtureExpectationMaximization,7,247
BOBYQAOptimizer,51,1851
ClusteringExamples,4,158
MathUtilsTest,120,4818
AbstractLeastSquaresOptimizer,82,3323
FuzzyKMeansClusterer,4,172
MessagesResources_fr,90,4027
RandomDataImpl,102,4863
RandomDataGenerator,16,775
ArrayRealVectorTest,62,3088
HermiteParametricTest,2,100
RandomDataTest,97,4863
ClusterAlgorithmComparison,3,152
LowDiscrepancyGeneratorComparison,3,152
MathArrays,31,1576
RealVectorTest,35,1799
RandomVectorGeneratorExamples,3,155
RandomGeneratorFactoryTest,1,52
Weight,11,573
ExtendedFieldElement,6,328
WithMaxIterations,1,55
WithTarget,1,55
WithStartPoint,1,55
WithMaxEvaluations,1,55
WithWeight,1,55
WithModelAndJacobian,1,55
LevenbergMarquardtOptimizer,60,3322
SparseRealVectorTest,60,3366
GaussNewtonOptimizer,59,3323
PowellOptimizer,46,2591
Frequency,83,4688
RealMatrixImpl,86,4878
RandomDataGeneratorTest,5,293
TestUtils,79,4688
AbstractRealMatrix,58,3469
ArrayRealVector,51,3088
LevenbergMarquardtOptimizerTest,54,3322
EigenDecompositionImpl,54,3340
ResizableDoubleArray,71,4410
Complex,73,4688
SingularValueDecompositionImpl,52,3340
SymmLQ,24,1549
OpenMapRealVector,49,3183
RealMatrix,75,4878
FastFourierTransformer,62,4042
MidPointIntegratorTest,2,131
Gamma,70,4688
Variance,70,4688
SimplexTableau,49,3299
EmpiricalDistributionImpl,72,4853
FastMathTest,37,2535
NonLinearConjugateGradientOptimizer,48,3303
BrentSolver,69,4785
AbstractIntegrator,52,3610
GraggBulirschStoerIntegrator,58,4027
QRDecompositionImpl,48,3340
DescriptiveStatistics,67,4685
AdaptiveStepsizeIntegrator,57,4027
Primes,4,284
AbstractContinuousDistribution,66,4688
RealFieldElement,4,287
MultiStartMultivariateVectorOptimizerTest,6,431
RungeKuttaIntegrator,56,4027
AbstractLeastSquaresOptimizerAbstractTest,15,1082
RealVector,64,4660
AdamsMoultonIntegrator,42,3098
BOBYQAOptimizerTest,25,1851
HaltonSequenceGeneratorTest,2,150
RealMatrixImplTest,65,4878
Line,27,2034
CMAESOptimizerTest,29,2191
Clusterer,3,227
CentroidCluster,3,227
EuclideanDistance,3,227
DistanceMeasure,3,227
ChebyshevDistance,3,227
CanberraDistance,3,227
MultiKMeansPlusPlusClusterer,3,227
ManhattanDistance,3,227
MinpackTest,53,4015
DirectSearchOptimizer,53,4027
MathRuntimeException,46,3517
StatUtils,61,4688
DiscreteIntegerDistribution,4,308
DiscreteRealDistribution,4,308
ExampleUtils,2,154
GaussNewtonOptimizerTest,43,3323
MultistepIntegrator,46,3584
HaltonSequenceGenerator,2,156
Fraction,52,4178
BrentOptimizer,41,3305
AbstractRealVector,35,2822
MathException,58,4688
AbstractFieldMatrix,40,3235
LUDecompositionImpl,41,3340
AdamsBashforthIntegrator,38,3098
FieldHermiteInterpolator,4,327
FieldVector3D,4,328
SobolSequenceGeneratorTest,2,164
FieldRotation,4,328
HighamHall54IntegratorTest,49,4027
Vector3D,49,4027
Kurtosis,57,4688
MixtureMultivariateNormalDistribution,3,247
GeometricDistribution,2,165
GeometricDistributionTest,2,165
ParetoDistributionTest,2,166
Precision,19,1577
ParetoDistribution,2,166
EmbeddedRungeKuttaIntegrator,46,3843
ValueServer,58,4853
EmpiricalDistributionTest,58,4853
FastCosineTransformer,48,4042
SummaryStatistics,55,4637
SimplexOptimizer,29,2460
FilterType,3,255
EigenDecomposition,39,3340
ArrayFieldVector,36,3088
BaseMultiStartMultivariateOptimizer,5,431
MultivariateVectorOptimizer,5,431
NormalDistributionImpl,52,4487
EmpiricalDistribution,56,4853
Percentile,54,4688
SimplexSolver,38,3299
AbstractScalarDifferentiableOptimizer,38,3303
MatrixUtils,48,4230
LevyDistributionTest,3,265
SparseRealVector,36,3182
GammaDistributionImpl,53,4688
TrapezoidIntegrator,46,4099
SimplePointChecker,14,1257
ExponentialDistributionImpl,52,4688
Sum,52,4688
GeometricMean,52,4688
LaguerreSolver,45,4096
OLSMultipleLinearRegression,40,3643
DormandPrince853IntegratorTest,44,4027
BigFraction,36,3295
RRQRDecomposition,3,276
SecantSolver,52,4785
ChebyshevDistanceTest,2,185
MathArraysTest,17,1576
BicubicSplineInterpolatingFunction,29,2692
BaseAbstractMultivariateOptimizer,15,1396
Rotation,43,4027
DescriptiveStatisticsTest,50,4685
AbstractRealDistribution,15,1406
FrequencyTest,50,4688
Max,50,4688
BigMatrixImpl,47,4422
PollardRho,3,284
SmallPrimes,3,284
EventState,38,3614
QRDecomposition,35,3340
Target,6,573
FDistributionImpl,49,4688
Skewness,49,4688
Min,49,4688
GraggBulirschStoerIntegratorTest,42,4027
PowellOptimizerTest,27,2591
SubLine,21,2019
FastSineTransformer,42,4042
SimplexSolverTest,34,3299
PolynomialFunction,48,4681
Product,48,4688
AbstractUnivariateStatistic,48,4688
Mean,48,4688
CurveFitter,31,3079
ListUnivariateImpl,49,4871
UnivariateRealSolverImpl,48,4785
Beta,47,4688
ConvergenceException,47,4688
TDistributionImpl,47,4688
UnivariateRealSolverUtils,47,4688
BrentOptimizerTest,26,2594
GaussIntegratorTest,1,100
HermiteRuleFactory,1,100
NonLinearConjugateGradientOptimizerTest,33,3303
CholeskyDecompositionImpl,33,3340
EigenDecompositionImplTest,33,3340
DBSCANClusterer,5,508
StandardDeviation,46,4688
StatUtilsTest,46,4688
AbstractStorelessUnivariateStatistic,46,4688
SplineInterpolator,46,4688
BisectionSolver,46,4688
ComplexTest,46,4688
DiscreteRealDistributionTest,3,308
SparseFieldVector,31,3195
LegendreRuleFactory,9,929
ClassicalRungeKuttaIntegratorTest,39,4027
BaseAbstractScalarOptimizer,25,2596
AbstractEstimator,32,3327
ChiSquaredDistributionImpl,45,4688
ExtendedFieldElementAbstractTest,3,313
ChiSquareTestImpl,43,4495
SimpleVectorValueChecker,12,1255
ComplexFormat,44,4626
AbstractIntegerDistribution,40,4211
ContinuousOutputModel,38,4027
AbstractStepInterpolator,38,4027
AllTests,38,4027
GammaDistributionTest,44,4688
SumOfLogs,44,4688
BinomialDistributionImpl,44,4688
SimpleRegression,40,4267
MultiStartUnivariateRealOptimizer,31,3310
BaseMultivariateOptimizer,13,1391
BaseAbstractMultivariateVectorOptimizer,13,1392
GaussianFitter,24,2584
JacobianMultivariateVectorOptimizer,4,431
SparseRealMatrixTest,32,3459
AbstractLeastSquaresOptimizerTest,10,1083
AbstractExtendedFieldElementTest,3,325
DormandPrince54IntegratorTest,37,4027
DormandPrince853StepInterpolator,37,4027
FieldHermiteInterpolatorTest,3,327
