ClassName,Changes,TotalCommits
package-info,96,239
ISAACTest,2,28
ISAACRandom,2,28
BOBYQAOptimizer,30,447
FastMath,75,1145
BaseAbstractSimpleBoundsScalarOptimizer,5,77
DifferentiableMultivariateFunction,2,31
MultivariateFunctionPenaltyAdapter,2,31
MultivariateRealFunctionMappingAdapter,5,81
StableRandomGeneratorTest,6,100
MathUtils,167,3414
LocalizedFormats,58,1210
DifferentiableUnivariateVectorFunction,1,25
UnivariateVectorFunction,1,25
MultivariateVectorFunction,1,26
DifferentiableMultivariateVectorFunction,1,26
SymmLQ,5,145
MessagesResources_fr,90,2623
MathUtilsTest,116,3414
CMAESOptimizer,26,787
MultivariateFunctionPenaltyAdapterTest,1,31
MultivariateFunctionMappingAdapter,1,31
MultivariateFunction,1,31
MultivariateFunctionMappingAdapterTest,1,31
DifferentiableUnivariateFunction,1,32
ParametricUnivariateFunction,1,32
StableRandomGenerator,3,100
ReappearingEventTest,2,68
BOBYQAOptimizerTest,13,447
MathArrays,5,172
Precision,5,173
EigenDecompositionImpl,54,1936
Line,17,630
SingularValueDecompositionImpl,52,1936
FastMathTest,30,1131
BaseSimpleBoundsMultivariateRealOptimizer,2,77
QRDecompositionImpl,48,1936
RealMatrixImpl,86,3474
MultivariateRealFunctionPenaltyAdapterTest,2,81
MultivariateRealFunctionPenaltyAdapter,2,81
MultivariateRealFunctionMappingAdapterTest,2,81
AbstractRealVector,35,1418
BatteryNISTTest,6,246
RandomDataTest,84,3459
MathArraysTest,4,172
AbstractLeastSquaresOptimizer,44,1919
BaseSecantSolver,13,570
RandomDataImpl,78,3459
AdamsMoultonIntegrator,38,1694
SincTest,4,180
AbstractRealMatrix,45,2065
SparseRealVectorTest,42,1962
ArrayRealVectorTest,36,1684
LUDecompositionImpl,41,1936
PowellOptimizer,25,1187
Frequency,69,3284
RegulaFalsiSolverTest,12,574
MathRuntimeException,44,2113
OpenMapRealVector,37,1779
EmpiricalDistributionImpl,71,3449
Complex,67,3284
Variance,67,3284
GraggBulirschStoerIntegrator,53,2623
RungeKuttaIntegrator,53,2623
DirectSearchOptimizer,53,2623
AdaptiveStepsizeIntegrator,53,2623
RealMatrix,70,3474
BaseAbstractScalarOptimizer,24,1192
AdamsBashforthIntegrator,34,1694
AbstractContinuousDistribution,65,3284
ConjugateGradient,5,254
IterativeLinearSolver,5,254
PreconditionedIterativeLinearSolver,5,254
BrentSolver,65,3381
AbstractIntegrator,42,2206
ArrayRealVector,32,1684
RealMatrixImplTest,65,3474
MultistepIntegrator,40,2180
FastMathResources,5,274
LevenbergMarquardtOptimizer,35,1918
ArithmeticUtils,3,166
SparseRealVector,32,1778
DescriptiveStatistics,59,3281
TestUtils,59,3284
ArithmeticsUtilsTest,3,168
ArithmeticsUtils,3,169
LevenbergMarquardtOptimizerTest,34,1918
GaussNewtonOptimizer,34,1919
MathException,57,3284
PrecisionTest,3,173
EmbeddedRungeKuttaIntegrator,42,2439
Vector3D,45,2623
HighamHall54IntegratorTest,45,2623
FastMathLoadCheck,5,293
CholeskyDecompositionImpl,33,1936
EigenDecompositionImplTest,33,1936
AbstractFieldMatrix,31,1831
SimplexTableau,32,1895
NormalDistributionImpl,52,3083
NonLinearConjugateGradientOptimizer,32,1899
RegressionResults,9,535
KolmogorovSmirnovDistributionImpl,12,719
AbstractEstimator,32,1923
MathIllegalArgumentException,20,1203
Fraction,46,2774
StatUtils,54,3284
SubLine,10,615
GammaDistributionImpl,53,3284
MinpackTest,42,2611
OLSMultipleLinearRegression,36,2239
FastMathLiteralArrays,3,187
ChiSquaredDistributionTest,1,63
LineTest,10,630
Kurtosis,52,3284
ExponentialDistributionImpl,52,3284
JacobianMatrices,4,253
SummaryStatistics,51,3233
ConjugateGradientTest,4,254
MultiStartUnivariateRealOptimizer,30,1906
MillerUpdatingRegression,8,511
GaussNewtonOptimizerTest,30,1919
BigMatrixImpl,47,3018
BigFraction,29,1891
PivotingQRDecomposition,3,197
Percentile,50,3284
TrapezoidIntegrator,41,2695
BaseMultivariateRealOptimizer,18,1192
EventState,33,2210
FDistributionImpl,49,3284
GeometricMean,49,3284
Sum,49,3284
BaseMultiStartMultivariateRealOptimizer,17,1142
DormandPrince853IntegratorTest,39,2623
AbstractScalarDifferentiableOptimizer,28,1899
AllTests,38,2623
GraggBulirschStoerIntegratorTest,38,2623
QRDecompositionImplTest,28,1936
QRSolverTest,28,1936
LoessInterpolator,24,1671
DescriptiveStatisticsTest,47,3281
TDistributionImpl,47,3284
Gamma,47,3284
BlockRealMatrixTest,24,1684
UnivariateRealSolverImpl,48,3381
SecantSolver,48,3381
SparseRealMatrixTest,29,2055
Rotation,37,2623
FastFourierTransformer,37,2638
UnivariateRealSolverUtils,46,3284
Skewness,46,3284
BicubicSplineInterpolatingFunction,18,1288
ResizableDoubleArray,42,3006
QRDecomposition,27,1936
RegulaFalsiSolver,8,574
EmpiricalDistributionTest,48,3449
MultiStartUnivariateRealOptimizerTest,22,1594
MatrixUtils,39,2826
SymmLQTest,2,145
ClassicalRungeKuttaIntegratorTest,36,2623
ConvergenceException,45,3284
Product,45,3284
Mean,45,3284
ChiSquaredDistributionImpl,45,3284
AbstractUnivariateStatistic,45,3284
FieldMatrixImplTest,25,1831
MathUserException,14,1027
ChiSquareTestImpl,42,3091
SingularValueDecomposition,26,1936
FirstOrderIntegratorWithJacobians,18,1342
SparseFieldVector,24,1791
BinomialDistributionImpl,44,3284
LaguerreSolver,36,2692
GaussNewtonEstimator,35,2623
BrentOptimizer,25,1901
AbstractUnivariateRealOptimizer,25,1901
PolynomialFunction,43,3277
Max,43,3284
Array2DRowRealMatrixTest,22,1684
ArrayFieldVector,22,1684
ListUnivariateImpl,45,3467
AbstractStepInterpolator,34,2623
DormandPrince54IntegratorTest,34,2623
ContinuousOutputModel,34,2623
EigenSolverTest,25,1936
FastMathTestPerformance,11,855
StandardDeviation,42,3284
Min,42,3284
AbstractStorelessUnivariateStatistic,42,3284
ComplexTest,42,3284
