ClassName,Changes,TotalCommits
MidPointIntegrator,8,42
SymmetricGaussIntegrator,2,11
package-info,231,1554
GaussIntegratorTest,1,11
HermiteRuleFactory,1,11
HermiteParametricTest,1,11
ClusteringExamples,4,69
RealVectorAbstractTest,47,951
FuzzyKMeansClustererTest,4,82
MidPointIntegratorTest,2,42
RandomVectorGeneratorExamples,3,66
DerivativeStructure,32,739
FastMath,99,2460
SobolSequenceGenerator,3,75
MultivariateNormalMixtureExpectationMaximization,6,158
MathUtils,171,4729
DerivativeStructureTest,26,739
HaltonSequenceGeneratorTest,2,61
ClusterAlgorithmComparison,2,63
LowDiscrepancyGeneratorComparison,2,63
DSCompiler,23,739
ExampleUtils,2,65
LocalizedFormats,77,2525
CMAESOptimizer,64,2102
BOBYQAOptimizer,51,1762
SobolSequenceGeneratorTest,2,75
MathUtilsTest,120,4729
ExtendedFieldElement,6,239
RandomDataGeneratorTest,5,204
FuzzyKMeansClusterer,2,83
AbstractLeastSquaresOptimizer,77,3234
MessagesResources_fr,90,3938
RandomDataImpl,102,4774
ChebyshevDistanceTest,2,96
ArrayRealVectorTest,62,2999
Weight,10,484
Primes,4,195
RealVectorTest,35,1710
RandomDataTest,97,4774
RealFieldElement,4,198
MathArrays,28,1487
PowellOptimizer,46,2502
SparseRealVectorTest,60,3277
DiscreteIntegerDistribution,4,219
DiscreteRealDistribution,4,219
RealMatrixImpl,86,4789
TestUtils,79,4599
AbstractRealMatrix,58,3380
ArrayRealVector,51,2999
Frequency,78,4599
FieldHermiteInterpolator,4,238
FieldVector3D,4,239
FieldRotation,4,239
LevenbergMarquardtOptimizer,54,3233
GaussNewtonOptimizer,54,3234
EigenDecompositionImpl,54,3251
ResizableDoubleArray,71,4321
RandomDataGenerator,11,686
SingularValueDecompositionImpl,52,3251
Complex,73,4599
OpenMapRealVector,49,3094
SymmLQ,23,1460
FastFourierTransformer,62,3953
RealMatrix,75,4789
LevenbergMarquardtOptimizerTest,50,3233
SmallPrimes,3,195
PollardRho,3,195
Gamma,70,4599
Variance,70,4599
FastMathTest,37,2446
EmpiricalDistributionImpl,72,4764
NonLinearConjugateGradientOptimizer,48,3214
HaltonSequenceGenerator,1,67
QRDecompositionImpl,48,3251
GraggBulirschStoerIntegrator,58,3938
BrentSolver,69,4696
SimplexTableau,47,3210
BaseMultiStartMultivariateOptimizer,5,342
DescriptiveStatistics,67,4596
CentroidCluster,2,138
MultiKMeansPlusPlusClusterer,2,138
DistanceMeasure,2,138
EuclideanDistance,2,138
Clusterer,2,138
CanberraDistance,2,138
ManhattanDistance,2,138
ChebyshevDistance,2,138
AdaptiveStepsizeIntegrator,57,3938
AbstractContinuousDistribution,66,4599
RungeKuttaIntegrator,56,3938
AbstractIntegrator,50,3521
BOBYQAOptimizerTest,25,1762
RealVector,64,4571
AdamsMoultonIntegrator,42,3009
Line,27,1945
DiscreteRealDistributionTest,3,219
RealMatrixImplTest,65,4789
DirectSearchOptimizer,53,3938
MathRuntimeException,46,3428
ExtendedFieldElementAbstractTest,3,224
MultistepIntegrator,46,3495
GeometricDistribution,1,76
GeometricDistributionTest,1,76
ParetoDistribution,1,77
ParetoDistributionTest,1,77
CMAESOptimizerTest,27,2102
AbstractRealVector,35,2733
Precision,19,1488
BrentOptimizer,41,3216
AbstractFieldMatrix,40,3146
AbstractExtendedFieldElementTest,3,236
MultivariateNormalMixtureExpectationMaximizationTest,2,158
MixtureMultivariateNormalDistribution,2,158
AdamsBashforthIntegrator,38,3009
LUDecompositionImpl,41,3251
StatUtils,58,4599
MathException,58,4599
FieldHermiteInterpolatorTest,3,238
MinpackTest,49,3926
HighamHall54IntegratorTest,49,3938
Vector3D,49,3938
Kurtosis,57,4599
GaussNewtonOptimizerTest,40,3234
RotationDS,3,243
RotationDSTest,3,243
EmbeddedRungeKuttaIntegrator,46,3754
Fraction,50,4089
FastCosineTransformer,48,3953
SummaryStatistics,55,4548
EventFilterTest,2,166
EventFilter,2,166
FilterType,2,166
ArrayFieldVector,36,2999
EigenDecomposition,39,3251
SimplePointChecker,14,1168
ValueServer,57,4764
SimplexSolver,38,3210
NormalDistributionImpl,52,4398
AbstractScalarDifferentiableOptimizer,38,3214
SimplexOptimizer,28,2371
EmpiricalDistributionTest,56,4764
Percentile,54,4599
MultiStartMultivariateVectorOptimizerTest,4,342
MultivariateVectorOptimizer,4,342
