version, time
1, 4.701141595840454
2, 5.604140758514404
3, 7.242138862609863
4, 7.2905895709991455
5, 8.156554460525513
6, 8.273495197296143
7, 10.042933464050293
8, 10.13529896736145
9, 14.222681522369385
10, 15.436660766601562
11, 15.60305905342102
12, 15.819328308105469
13, 15.850857496261597
14, 15.982463836669922
15, 17.934588193893433
16, 18.077945947647095
17, 18.243371725082397
18, 18.49575662612915
19, 21.701797485351562
20, 22.63823103904724
21, 26.20404887199402
22, 27.468061208724976
23, 27.692403554916382
24, 27.520408868789673
25, 27.759769201278687
26, 29.311119556427002
27, 29.537729740142822
28, 29.736214637756348
29, 35.425426721572876
30, 36.02348589897156
31, 35.99478530883789
32, 36.34387445449829
33, 36.44526195526123
34, 36.84060049057007
35, 38.26762843132019
36, 41.16703462600708
37, 41.18232345581055
38, 41.1811261177063
39, 41.383082151412964
40, 42.46772599220276
41, 45.43581414222717
42, 47.24299693107605
43, 53.26188802719116
44, 54.4122633934021
45, 54.483686447143555
46, 55.10046410560608
47, 60.85545778274536
