version, time
27, 0.008916854858398438
26, 100.41092562675476
25, 99.61583209037781
24, 100.24353528022766
23, 101.35889554023743
22, 100.3238878250122
20, 116.62247633934021
19, 116.88950848579407
18, 116.38334965705872
17, 117.63117909431458
16, 118.32074451446533
15, 117.77645564079285
14, 118.54886507987976
13, 118.17558574676514
12, 120.00454187393188
11, 120.92018175125122
10, 120.95754718780518
9, 122.16901278495789
8, 122.49669623374939
7, 123.21248483657837
6, 123.47971940040588
5, 124.22014808654785
4, 126.45400738716125
3, 125.1772689819336
2, 126.01419639587402
1, 125.02059864997864
