version, time
1, 2.380983591079712
2, 2.2644729614257812
3, 2.311535596847534
4, 3.164473056793213
5, 3.2000980377197266
6, 3.683199167251587
7, 3.7219910621643066
8, 3.724616289138794
9, 3.7551817893981934
10, 3.787078619003296
11, 3.8483264446258545
12, 4.75019383430481
13, 5.660547733306885
14, 5.727588653564453
15, 6.188382625579834
16, 5.953941822052002
17, 6.003010272979736
18, 6.024756908416748
19, 6.111663341522217
20, 6.642770051956177
21, 6.667061805725098
22, 6.7514708042144775
23, 6.756317377090454
24, 6.862063884735107
25, 6.96590256690979
26, 7.181615829467773
27, 7.228747606277466
28, 7.229346036911011
29, 7.2928478717803955
30, 7.520651817321777
31, 7.4773547649383545
32, 7.602124452590942
33, 8.057586669921875
34, 8.082048177719116
35, 8.023214340209961
36, 8.178704023361206
37, 8.28804087638855
38, 8.355740070343018
39, 8.504750967025757
40, 8.534295320510864
41, 9.692466497421265
42, 9.783311128616333
43, 10.002321243286133
44, 9.994428873062134
45, 10.28486156463623
46, 10.139045476913452
47, 10.23140001296997
48, 10.284308195114136
49, 10.506551504135132
50, 10.547131538391113
51, 10.60897421836853
52, 10.823545932769775
53, 10.967488527297974
54, 11.041424989700317
55, 11.373423099517822
56, 11.490463733673096
57, 11.454390287399292
58, 11.676722526550293
59, 11.756529569625854
60, 11.767870426177979
61, 11.804981708526611
62, 11.979091882705688
63, 12.546149253845215
64, 12.796633243560791
65, 12.961833715438843
66, 13.307773351669312
67, 13.728339672088623
68, 14.064088106155396
69, 14.083943843841553
70, 14.218557834625244
71, 14.144916534423828
72, 14.251913070678711
73, 14.395247220993042
74, 14.367515087127686
75, 14.556457281112671
76, 14.704222202301025
77, 14.772330284118652
78, 14.756719589233398
79, 14.925614595413208
80, 14.911367893218994
81, 15.131893634796143
82, 15.314916849136353
83, 15.22429347038269
84, 15.33737301826477
85, 15.639332056045532
86, 15.390259265899658
87, 15.428266763687134
88, 15.508473873138428
89, 15.573139190673828
90, 15.635110139846802
91, 15.685384035110474
92, 16.369529485702515
93, 16.037012338638306
