Method,Used Classes
org.apache.commons.math.stat.inference.TTestFactoryTest.testOneSampleTTest,
org.apache.commons.math.util.ContinuedFractionTest.testGoldenRation,"MathException, ContinuedFractionTest, ContinuedFractionTest$1, ContinuedFraction"
org.apache.commons.math.ode.DormandPrince853StepInterpolatorTest.testSerialization,"ByteArrayInputStream, ContinuousOutputModel, Object, ByteArrayOutputStream, DormandPrince853StepInterpolatorTest, ObjectInputStream, Random, TestProblem3, ObjectOutputStream, DormandPrince853Integrator, Math, TestProblemAbstract"
org.apache.commons.math.analysis.DividedDifferenceInterpolatorTest.testSinFunction,"DividedDifferenceInterpolatorTest, DividedDifferenceInterpolator, UnivariateRealFunction, Object, SinFunction, UnivariateRealInterpolator, Math, IllegalArgumentException"
org.apache.commons.math.stat.descriptive.rank.PercentileTest.testHighPercentile,"PercentileTest, Percentile"
org.apache.commons.math.stat.regression.SimpleRegressionTest.testNaNs,"SimpleRegressionTest, Double, SimpleRegression"
org.apache.commons.math.linear.BigMatrixImplTest.testToString,"BigMatrixImplTest, BigMatrixImpl"
org.apache.commons.math.complex.ComplexUtilsTest.testCosInf,"ComplexUtils, ComplexUtilsTest"
org.apache.commons.math.linear.RealMatrixImplTest.testSubMatrix,"RealMatrix, RealMatrixImplTest, RealMatrixImpl"
org.apache.commons.math.linear.QRDecompositionImplTest.testDimensions,"QRDecomposition, RealMatrixImpl, RealMatrix, QRDecompositionImplTest, QRDecompositionImpl"
org.apache.commons.math.estimation.MinpackTest.testMinpackPowellSingular,"StringBuilder, Object, EstimatedParameter, WeightedMeasurement, Arrays, MinpackTest$MinpackFunction$MinpackMeasurement, LevenbergMarquardtEstimator, MinpackTest$MinpackFunction, MinpackTest$PowellSingularFunction, Math, MinpackTest"
org.apache.commons.math.stat.descriptive.DescriptiveStatisticsImplTest.testGetSortedValues,"DescriptiveStatistics, DescriptiveStatisticsImplTest, RandomData, RandomDataImpl"
org.apache.commons.math.stat.StatUtilsTest.testPercentile,"StatUtilsTest, StatUtils"
org.apache.commons.math.linear.MatrixUtilsTest.testCreateRowBigMatrix,"BigMatrixImpl, MatrixUtils, MatrixUtilsTest"
org.apache.commons.math.complex.ComplexTest.testSubtract,"ComplexTest, Complex"
org.apache.commons.math.geometry.Vector3DTest.testVectorialProducts,"Vector3D, Vector3DTest, Math"
org.apache.commons.math.stat.inference.TTestFactoryTest.testSmallSamples,
org.apache.commons.math.fraction.FractionFormatTest.testFormatImproper,"Fraction, FractionFormat, FractionFormatTest"
org.apache.commons.math.estimation.LevenbergMarquardtEstimatorTest.testMoreEstimatedParametersUnsorted,"Object, EstimatedParameter, LevenbergMarquardtEstimatorTest$LinearProblem, LevenbergMarquardtEstimatorTest$LinearMeasurement, LevenbergMarquardtEstimator, HashMap, LevenbergMarquardtEstimatorTest, Set, WeightedMeasurement"
org.apache.commons.math.estimation.EstimatedParameterTest.testBound,"EstimatedParameterTest, EstimatedParameter"
org.apache.commons.math.analysis.PolynomialFunctionTest.testLinear,"PolynomialFunction, UnivariateRealFunction, PolynomialFunctionTest"
org.apache.commons.math.distribution.ExponentialDistributionTest.testInverseCumulativeProbabilityExtremes,ExponentialDistributionTest
org.apache.commons.math.stat.descriptive.rank.MaxTest.testNaNs,"Double, MaxTest, Max"
org.apache.commons.math.ConvergenceExceptionTest.testConstructorPatternArguments,"ConvergenceException, Integer, String, ConvergenceExceptionTest"
org.apache.commons.math.util.ResizableDoubleArrayTest.testSetNumberOfElements,"ResizableDoubleArrayTest, ResizableDoubleArray, DoubleArray"
org.apache.commons.math.stat.regression.SimpleRegressionTest.testPerfect,"SimpleRegressionTest, SimpleRegression"
org.apache.commons.math.util.MathUtilsTest.testIndicatorInt,"MathUtilsTest, MathUtils"
org.apache.commons.math.stat.descriptive.DescriptiveStatisticsTest.testWindowing,"DescriptiveStatistics, DescriptiveStatisticsTest"
org.apache.commons.math.distribution.PoissonDistributionTest.testMean,"PoissonDistributionTest, PoissonDistribution, PoissonDistributionImpl"
org.apache.commons.math.fraction.FractionTest.testCompareTo,"Fraction, FractionTest"
org.apache.commons.math.distribution.GammaDistributionTest.testProbabilities,"StringBuilder, GammaDistributionTest, GammaDistribution, GammaDistributionImpl"
org.apache.commons.math.util.ResizableDoubleArrayTest.testWithInitialCapacity,"StringBuilder, RandomDataImpl, ResizableDoubleArray, ResizableDoubleArrayTest, RandomData"
org.apache.commons.math.special.ErfTest.testErf2576,"ErfTest, Erf, Math"
