Method,Used Classes
org.apache.commons.math3.optimization.univariate.BrentOptimizerTest.testSinMinWithValueChecker,"UnivariateOptimizer, BrentOptimizerTest, BrentOptimizer, SimpleUnivariateValueChecker, UnivariatePointValuePair, Sin"
org.apache.commons.math3.linear.FieldMatrixImplTest.testPremultiplyVector,"FieldMatrix, ArrayFieldVector, FieldMatrixImplTest, Array2DRowFieldMatrix"
org.apache.commons.math3.util.ArithmeticUtilsTest.testGcdConsistency,"ArithmeticUtils, ArrayList, ArithmeticUtilsTest, RandomDataImpl, Integer"
org.apache.commons.math3.linear.RealVectorTest.testMapMultiply,
org.apache.commons.math3.stat.regression.OLSMultipleLinearRegressionTest.testPerfectFit,"OLSMultipleLinearRegressionTest$1, DefaultRealMatrixChangingVisitor, Array2DRowRealMatrix, OLSMultipleLinearRegressionTest, AbstractMultipleLinearRegression, RealMatrix, OLSMultipleLinearRegression"
org.apache.commons.math3.dfp.DfpTest.testToString,"Dfp, DfpField, DfpTest"
org.apache.commons.math3.linear.ConjugateGradientTest.testUnpreconditionedSolution,"String, ArithmeticUtils, ConjugateGradientTest, HilbertMatrix, RealVector, IterativeLinearSolver, ArrayRealVector, InverseHilbertMatrix, ConjugateGradient, Integer, Math, RealLinearOperator"
org.apache.commons.math3.geometry.euclidean.threed.LineTest.testIntersection,"Vector3D, LineTest, Line"
org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest.testKirby2,
org.apache.commons.math3.stat.inference.GTestTest.testNegativeObservedCounts,"GTestTest, GTest"
org.apache.commons.math3.optim.linear.SimplexSolverTest.testInfeasibleSolution,"SimplexSolverTest, SimplexSolver, LinearConstraint, ArrayList, NonNegativeConstraint, LinearConstraintSet, Collection, LinearObjectiveFunction"
org.apache.commons.math3.linear.ArrayRealVectorTest.testSubtractDimensionMismatch,
org.apache.commons.math3.primes.PrimesTest.testNextPrime,"Primes, PrimesTest, MathIllegalArgumentException, Integer"
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest.testHermiteDifferentials,"PolynomialsUtils, PolynomialFunction, PolynomialsUtilsTest"
org.apache.commons.math3.stat.correlation.PearsonsCorrelationTest.testLongly,"RealMatrix, BlockRealMatrix, PearsonsCorrelationTest, System, PearsonsCorrelation"
org.apache.commons.math3.distribution.TriangularDistributionTest.testPreconditions4,"TriangularDistribution, TriangularDistributionTest"
org.apache.commons.math3.stat.descriptive.ListUnivariateImplTest.testStats,"ListUnivariateImplTest, ListUnivariateImpl, ArrayList, DefaultTransformer, DescriptiveStatistics"
org.apache.commons.math3.util.Decimal64Test.testMultiply,"Decimal64, Decimal64Test"
org.apache.commons.math3.linear.HessenbergTransformerTest.testHessenbergForm,"RealMatrix, HessenbergTransformerTest, MatrixUtils, HessenbergTransformer"
org.apache.commons.math3.optimization.fitting.CurveFitterTest.testMath303,"CurveFitterTest, Object, CurveFitter, LevenbergMarquardtOptimizer, CurveFitterTest$SimpleInverseFunction"
org.apache.commons.math3.linear.SparseRealVectorTest.testMapAdd,
org.apache.commons.math3.geometry.euclidean.threed.SubLineTest.testNoSegments,"SubLineTest, List, IntervalsSet, SubLine, RegionFactory, Vector3D, Line"
org.apache.commons.math3.linear.SymmLQTest.testSolveSaunders13,"StringBuilder, DimensionMismatchException, SymmLQTest, SymmLQTest$2, SymmLQTest$1, RealVector, ArrayRealVector, SymmLQ, FastMath, IterationManager, RealLinearOperator"
org.apache.commons.math3.optimization.univariate.UnivariateMultiStartOptimizerTest.testQuinticMin,"Object, UnivariateMultiStartOptimizer, UnivariateMultiStartOptimizerTest, BrentOptimizer, QuinticFunction, UnivariatePointValuePair, JDKRandomGenerator, UnivariateFunction"
org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest.testPrimitiveMultiply,"DerivativeStructureTest, DerivativeStructure"
org.apache.commons.math3.ode.nonstiff.MidpointIntegratorTest.testSmallStep,"TestProblemHandler, MidpointIntegratorTest, Object, TestProblemAbstract, MidpointIntegrator, TestProblem1, FirstOrderIntegrator"
org.apache.commons.math3.ode.events.EventStateTest.testIssue965,"EventStateTest, EventStateTest$SecondaryStateEvent, Object, ExpandableStatefulODE, EventStateTest$4, EventStateTest$5, DormandPrince853Integrator, EquationsMapper"
org.apache.commons.math3.ml.clustering.DBSCANClustererTest.testGetMinPts,"DBSCANClusterer, DBSCANClustererTest"
org.apache.commons.math3.linear.SparseFieldMatrixTest.testGetRowMatrix,"SparseFieldMatrix, SparseFieldMatrixTest, FieldMatrix"
org.apache.commons.math3.stat.descriptive.moment.VectorialMeanTest.testSimplistic,"VectorialMean, VectorialMeanTest"
org.apache.commons.math3.exception.util.LocalizedFormatsTest.testNoOpEnglishTranslation,"LocalizedFormatsTest, LocalizedFormats"
org.apache.commons.math3.distribution.PascalDistributionTest.testDegenerate0,"PascalDistributionTest, PascalDistribution"
org.apache.commons.math3.linear.ArrayRealVectorTest.testSetSubVectorSameType,
org.apache.commons.math3.linear.ArrayRealVectorTest.testGetDimension,
org.apache.commons.math3.distribution.ParetoDistributionTest.testInverseCumulativeProbabilities,
org.apache.commons.math3.complex.ComplexTest.testEqualsRealDifference,"ComplexTest, Complex"
org.apache.commons.math3.fraction.BigFractionFormatTest.testNumeratorFormat,"BigFractionFormatTest, NumberFormat, BigFractionFormat"
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest.testInconsistentSizes1,
org.apache.commons.math3.linear.BlockRealMatrixTest.testOperatePremultiplyLarge,"RealMatrix, BlockRealMatrixTest, BlockRealMatrix, Random"
org.apache.commons.math3.genetics.BinaryChromosomeTest.testInvalidConstructor,"Integer, BinaryChromosomeTest, DummyBinaryChromosome, BinaryChromosome"
org.apache.commons.math3.util.OpenIntToDoubleHashMapTest.testRemove2,"OpenIntToDoubleHashMap, Double, Map, Set, OpenIntToDoubleHashMapTest, Map$Entry, Integer, Iterator, HashSet"
org.apache.commons.math3.linear.ArrayRealVectorTest.testCosineDimensionMismatch,
org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest.testEqualsAndHashCode,"MultivariateSummaryStatistics, Double, MultivariateSummaryStatisticsTest"
org.apache.commons.math3.linear.BlockRealMatrixTest.testTranspose,"BlockRealMatrixTest, BlockRealMatrix, RealMatrix, LUDecomposition, DecompositionSolver"
org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest.testBadEndpoints,"UnivariateSolverUtils, UnivariateSolverUtilsTest"
org.apache.commons.math3.distribution.ExponentialDistributionTest.testMoments,"ExponentialDistribution, ExponentialDistributionTest"
