Method,Used Classes
org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest.exceedMaxEvaluations,"TestProblemHandler, Object, AdamsBashforthIntegrator, TestProblem1, AdamsBashforthIntegratorTest, TestProblemAbstract"
org.apache.commons.math.linear.SparseFieldMatrixTest.testGetColumnVector,"SparseFieldMatrixTest, FieldMatrix, SparseFieldMatrix, ArrayFieldVector"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackLinearRank1,"MinpackTest$LinearRank1Function, Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$MinpackFunction, PointVectorValuePair, MinpackTest$MinpackFunction$1, FastMath, MinpackTest"
org.apache.commons.math.stat.descriptive.DescriptiveStatisticsTest.testGetValues,"DescriptiveStatistics, DescriptiveStatisticsTest"
org.apache.commons.math.transform.FastFourierTransformerTest.testTransformFunctionNotStrictlyPositiveNumberOfSamples,"StringBuilder, TransformType, FastFourierTransformerTest, Sin, FastFourierTransformer, DftNormalization"
org.apache.commons.math.linear.FieldMatrixImplTest.testGetRowVector,"FieldMatrix, ArrayFieldVector, FieldMatrixImplTest, Array2DRowFieldMatrix"
org.apache.commons.math.linear.SparseFieldMatrixTest.testMultiply2,"SparseFieldMatrix, SparseFieldMatrixTest, FieldMatrix"
org.apache.commons.math.geometry.euclidean.twod.PolygonsSetTest.testUnlimitedSubHyperplane,"ArrayList, IntervalsSet, Vector1D, SubLine, Vector2D, PolygonsSetTest, RegionFactory, PolygonsSet, FastMath, Line"
org.apache.commons.math.util.FastMathTest.testLogWithBase,"Double, FastMath, FastMathTest"
org.apache.commons.math.linear.SymmLQTest.testNonSelfAdjointPreconditioner,"SymmLQTest, Array2DRowRealMatrix, SymmLQTest$7, SymmLQ, ArrayRealVector, LUDecomposition, DecompositionSolver, RealLinearOperator"
org.apache.commons.math.linear.EigenDecompositionTest.testDimension1,"EigenDecompositionTest, EigenDecomposition, MatrixUtils"
org.apache.commons.math.optimization.direct.MultivariateFunctionPenaltyAdapterTest.testUnbounded,"PointValuePair, Object, MultivariateFunctionPenaltyAdapterTest, MultivariateFunctionPenaltyAdapter, SimplexOptimizer, NelderMeadSimplex, MultivariateFunctionPenaltyAdapterTest$BiQuadratic"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackChebyquad,"Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$ChebyquadFunction, MinpackTest$MinpackFunction, PointVectorValuePair, MinpackTest$MinpackFunction$1, FastMath, MinpackTest"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackMeyer,"Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$MinpackFunction, PointVectorValuePair, FastMath, MinpackTest$MinpackFunction$1, MinpackTest$MeyerFunction, MinpackTest"
org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest.testSinZero,
org.apache.commons.math.optimization.direct.BOBYQAOptimizerTest.testRastrigin,"StringBuilder, BOBYQAOptimizer, PointValuePair, BOBYQAOptimizerTest, Object, Double, Arrays, PrintStream, Class, BOBYQAOptimizerTest$Rastrigin, Math"
org.apache.commons.math.stat.descriptive.moment.MeanTest.testSerialization,
org.apache.commons.math.complex.ComplexTest.testScalarPowNaNBase,"ComplexTest, Complex"
org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest.testStats,
org.apache.commons.math.analysis.solvers.IllinoisSolverTest.testSolutionLeftSide,
org.apache.commons.math.analysis.solvers.PegasusSolverTest.testSolutionLeftSide,
org.apache.commons.math.util.OpenIntToFieldTest.testPutOnExisting,"Map, OpenIntToFieldTest, OpenIntToFieldHashMap, Set, Map$Entry, Integer, Iterator"
org.apache.commons.math.complex.ComplexFormatTest.testParseNegativeReal,
org.apache.commons.math.linear.FieldLUDecompositionTest.testPAEqualLU,"FieldLUDecompositionTest, FractionField, FieldLUDecomposition, FieldDecompositionSolver, Array2DRowFieldMatrix, FieldMatrix"
org.apache.commons.math.linear.SymmLQTest.testSolveSaunders11,"StringBuilder, DimensionMismatchException, SymmLQTest, SymmLQTest$2, SymmLQTest$1, RealVector, ArrayRealVector, SymmLQ, FastMath, IterationManager, RealLinearOperator"
org.apache.commons.math.stat.descriptive.rank.PercentileTest.testHighPercentile,"PercentileTest, Percentile"
