Method,Used Classes
org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest.exceedMaxEvaluations,"TestProblemHandler, Object, AdamsBashforthIntegrator, TestProblem1, AdamsBashforthIntegratorTest, TestProblemAbstract"
org.apache.commons.math.linear.SparseFieldMatrixTest.testGetColumnVector,"SparseFieldMatrixTest, FieldMatrix, SparseFieldMatrix, ArrayFieldVector"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackLinearRank1,"MinpackTest$LinearRank1Function, Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$MinpackFunction, VectorialPointValuePair, MinpackTest$MinpackFunction$1, FastMath, MinpackTest"
org.apache.commons.math.stat.descriptive.DescriptiveStatisticsTest.testGetValues,"DescriptiveStatistics, DescriptiveStatisticsTest"
org.apache.commons.math.linear.FieldMatrixImplTest.testGetRowVector,"FieldMatrix, ArrayFieldVector, FieldMatrixImplTest, Array2DRowFieldMatrix"
org.apache.commons.math.util.MathUtilsTest.testEqualsIncludingNaNWithAllowedUlps,"MathUtilsTest, FastMath, MathUtils"
org.apache.commons.math.linear.SparseFieldMatrixTest.testMultiply2,"SparseFieldMatrix, SparseFieldMatrixTest, FieldMatrix"
org.apache.commons.math.geometry.euclidean.twod.PolygonsSetTest.testUnlimitedSubHyperplane,"ArrayList, IntervalsSet, Vector1D, SubLine, Vector2D, PolygonsSetTest, RegionFactory, PolygonsSet, FastMath, Line"
org.apache.commons.math.linear.EigenDecompositionTest.testDimension1,"EigenDecompositionTest, EigenDecomposition, MatrixUtils"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackChebyquad,"Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$ChebyquadFunction, MinpackTest$MinpackFunction, VectorialPointValuePair, MinpackTest$MinpackFunction$1, FastMath, MinpackTest"
org.apache.commons.math.optimization.general.MinpackTest.testMinpackMeyer,"Object, Arrays, LevenbergMarquardtOptimizer, MinpackTest$MinpackFunction, VectorialPointValuePair, FastMath, MinpackTest$MinpackFunction$1, MinpackTest$MeyerFunction, MinpackTest"
org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest.testSinZero,
org.apache.commons.math.optimization.direct.BOBYQAOptimizerTest.testRastrigin,"StringBuilder, BOBYQAOptimizer, Object, BOBYQAOptimizerTest, Arrays, PrintStream, MultivariateRealOptimizer, Class, RealPointValuePair, BOBYQAOptimizerTest$Rastrigin, Math"
org.apache.commons.math.complex.ComplexTest.testScalarPowNaNBase,"ComplexTest, Complex"
org.apache.commons.math.stat.descriptive.SynchronizedSummaryStatisticsTest.testStats,
org.apache.commons.math.analysis.solvers.IllinoisSolverTest.testSolutionLeftSide,
org.apache.commons.math.analysis.solvers.PegasusSolverTest.testSolutionLeftSide,
org.apache.commons.math.util.OpenIntToFieldTest.testPutOnExisting,"Map, OpenIntToFieldTest, OpenIntToFieldHashMap, Set, Map$Entry, Integer, Iterator"
org.apache.commons.math.complex.ComplexFormatTest.testParseNegativeReal,
org.apache.commons.math.linear.FieldLUDecompositionTest.testPAEqualLU,"FieldLUDecompositionTest, FractionField, FieldLUDecomposition, FieldDecompositionSolver, Array2DRowFieldMatrix, FieldMatrix"
org.apache.commons.math.stat.descriptive.rank.PercentileTest.testHighPercentile,"PercentileTest, Percentile"
org.apache.commons.math.fraction.BigFractionTest.testReciprocal,"BigFractionTest, BigFraction"
org.apache.commons.math.distribution.ZipfDistributionTest.testCumulativeProbabilities,
org.apache.commons.math.stat.regression.SimpleRegressionTest.testNaNs,"SimpleRegressionTest, Double, SimpleRegression"
org.apache.commons.math.transform.FastFourierTransformerTest.test2DData,"FastFourierTransformer, FastFourierTransformerTest, Complex"
org.apache.commons.math.linear.EigenSolverTest.testInvertible,"EigenSolverTest, EigenDecompositionTest, RealMatrix, MatrixUtils, FastMath, Random, DecompositionSolver, EigenDecomposition"
org.apache.commons.math.geometry.euclidean.threed.PlaneTest.testContains,"Vector3D, Plane, PlaneTest"
org.apache.commons.math.stat.StatUtilsTest.testPercentile,"StatUtilsTest, StatUtils"
org.apache.commons.math.linear.EigenDecompositionTest.testDimension4WithSplit,"EigenDecompositionTest, EigenDecomposition, MatrixUtils"
org.apache.commons.math.complex.ComplexFormatTest.testParseDifferentImaginaryChar,
