Method,Used Classes
org.apache.commons.cli2.commandline.PreferencesCommandLineTest.testGetOptionCount_Strings,
org.apache.commons.cli2.option.ArgumentTest.testProcess_InterrogatedDefaultValues,"Option, ArrayList, ArgumentTest, ArgumentImpl, WriteableCommandLine, List"
org.apache.commons.cli2.CommandLineDefaultsTest.testSwitch_Parsed_Method,"Collections, SwitchBuilder, String, Option, WriteableCommandLine, CommandLineDefaultsTest, WriteableCommandLineImpl, Boolean"
org.apache.commons.cli2.option.ArgumentTest.testPrefixes,"ArgumentImpl, Set, ArgumentTest, Argument"
org.apache.commons.cli2.option.ArgumentTest.testTriggers,"ArgumentImpl, Set, ArgumentTest, Argument"
org.apache.commons.cli2.commandline.DefaultingCommandLineTest.testGetOptionTriggers,
org.apache.commons.cli2.option.ArgumentTest.testProcessValues,"ArgumentTest, Argument, WriteableCommandLine, ArgumentImpl, ListIterator, List"
org.apache.commons.cli2.builder.ArgumentBuilderTest.testId,"ArgumentBuilderTest, ArgumentImpl, ArgumentBuilder"
org.apache.commons.cli2.util.ComparatorsTest.testGroupLast,"Collections, GroupTest, Arrays, ArgumentImpl, CLITestCase, ComparatorsTest, GroupImpl, ParentTest, Comparators, DefaultOptionTest, List, ArrayList, ArgumentTest, LinkedList, DefaultOption, HashSet"
org.apache.commons.cli2.util.ComparatorsTest.testPreferredNameLast,"Collections, Arrays, ArgumentImpl, ArgumentTest, LinkedList, CLITestCase, DefaultOption, ComparatorsTest, ParentTest, Comparators, DefaultOptionTest, HashSet"
org.apache.commons.cli2.commandline.WriteableCommandLineImplTest.testGetOptionCountString,
org.apache.commons.cli2.bug.BugCLI12Test.testBug,"ArgumentBuilder, GroupBuilder, Parser, PropertyOption, BugCLI12Test, CommandLine"
org.apache.commons.cli2.option.ParentTest.testProcess_NoMatch,"CommandTest, Command, Collections, OptionException, Parent, ParentTest, List"
org.apache.commons.cli2.commandline.DefaultingCommandLineTest.testGetValueOptionObject,
org.apache.commons.cli2.util.HelpFormatterTest.testPrintDivider,"BufferedReader, PrintWriter, StringReader, HelpFormatterTest, StringWriter, HelpFormatter"
org.apache.commons.cli2.commandline.WriteableCommandLineImplTest.testGetValuesStringList,
org.apache.commons.cli2.validation.ClassValidatorTest.testLoadInvalid,"ClassValidator, ResourceHelper, Arrays, ClassValidatorTest, InvalidArgumentException"
org.apache.commons.cli2.util.ComparatorsTest.testGroupFirst,"Collections, GroupTest, Arrays, ArgumentImpl, CLITestCase, ComparatorsTest, GroupImpl, ParentTest, Comparators, DefaultOptionTest, List, ArrayList, ArgumentTest, LinkedList, DefaultOption, HashSet"
org.apache.commons.cli2.option.ArgumentTest.testHelpLines,"Option, HelpLine, ArgumentTest, ArgumentImpl, Iterator, List"
org.apache.commons.cli2.option.ArgumentTest.testCanProcess,"ArgumentImpl, WriteableCommandLineImpl, ArgumentTest, Argument"
org.apache.commons.cli2.option.SwitchTest.testGetDescription,"Option, SwitchTest, Set, Switch, HashSet"
org.apache.commons.cli2.commandline.DefaultingCommandLineTest.testGetSwitchStringBoolean,
org.apache.commons.cli2.validation.FileValidatorTest.testValidate_ReadableFile,"Arrays, FileValidatorTest, File, InvalidArgumentException, FileValidator"
org.apache.commons.cli2.commandline.ParserTest.testParseAndHelp_Successful,"StringWriter, ParserTest, Parser, CommandLine, StringBuffer"
org.apache.commons.cli2.option.CommandTest.testGetDescription,"CommandTest, Command, Option, ArgumentTest, ArgumentImpl"
org.apache.commons.cli2.util.ComparatorsTest.testDefaultOptionLast,"CommandTest, Command, Collections, Arrays, LinkedList, CLITestCase, DefaultOption, ComparatorsTest, Comparators, DefaultOptionTest, HashSet"
org.apache.commons.cli2.resource.ResourceHelperTest.testNewMessage3Params,"ResourceHelperTest, ResourceHelper"
org.apache.commons.cli2.commandline.PreferencesCommandLineTest.testSwitches_True,
org.apache.commons.cli2.builder.DefaultOptionBuilderTest.testNew_NullLongPrefix,"DefaultOptionBuilderTest, ResourceHelper, IllegalArgumentException, DefaultOptionBuilder"
org.apache.commons.cli2.commandline.PreferencesCommandLineTest.testGetOptions,
org.apache.commons.cli2.option.ParentTest.testCanProcess_ContractedArgument,"DefaultOption, WriteableCommandLineImpl, ArgumentTest, Parent, ParentTest, ArgumentImpl"
org.apache.commons.cli2.option.GroupTest.testAppendUsage_WithArgs,"Option, ArrayList, GroupTest, List, ArgumentTest, ArgumentImpl, DefaultOption, StringBuffer, Set, GroupImpl, DefaultOptionTest, HashSet"
org.apache.commons.cli2.option.ArgumentTest.testGetPreferredName,"ArgumentTest, ArgumentImpl, Option"
org.apache.commons.cli2.option.CommandTest.testAppendUsage_NoOptional,"CommandTest, Command, Collections, Option, StringBuffer, Set, HashSet"
org.apache.commons.cli2.CommandLineDefaultsTest.testValues_Method,"Option, ArgumentBuilder, WriteableCommandLineImpl, WriteableCommandLine, CommandLineDefaultsTest"
org.apache.commons.cli2.option.SwitchTest.testValidate,"SwitchTest, OptionException, Parent, Set, Switch, HashSet"
org.apache.commons.cli2.builder.ArgumentBuilderTest.testNullDefaults,"ArgumentBuilderTest, IllegalArgumentException, ResourceHelper, ArgumentBuilder"
org.apache.commons.cli2.option.GroupTest.testValidate_MissingOption,"Group, ArrayList, OptionException, GroupTest, GroupImpl, List"
org.apache.commons.cli2.commandline.WriteableCommandLineImplTest.testGetSwitchStringBoolean,
org.apache.commons.cli2.commandline.PropertiesCommandLineTest.testGetOptionTriggers,
org.apache.commons.cli2.option.SwitchTest.testProcessParent_Disabled,"HashSet, SwitchTest, WriteableCommandLine, Switch, ListIterator, Set, List"
org.apache.commons.cli2.option.DefaultOptionTest.testCanProcess_BadMatch,"DefaultOption, WriteableCommandLineImpl, DefaultOptionTest, HashSet"
org.apache.commons.cli2.util.ComparatorsTest.testRequiredFirst,"Collections, Arrays, LinkedList, CLITestCase, DefaultOption, ComparatorsTest, Comparators, DefaultOptionTest, HashSet"
org.apache.commons.cli2.PrecedenceTest.testBurst,"DefaultOptionBuilder, GroupBuilder, Parser, PrecedenceTest"
org.apache.commons.cli2.builder.ArgumentBuilderTest.testNegativeMaximum,"ArgumentBuilderTest, IllegalArgumentException, ResourceHelper, ArgumentBuilder"
org.apache.commons.cli2.option.ParentTest.testCanProcess,"ArrayList, GroupTest, DefaultOption, WriteableCommandLineImpl, GroupImpl, Parent, ParentTest, List"
org.apache.commons.cli2.option.ArgumentTest.testTooFewDefaults,"ResourceHelper, ArrayList, ArgumentTest, ArgumentImpl, IllegalArgumentException, List"
org.apache.commons.cli2.commandline.PreferencesCommandLineTest.testGetValueOptionObject,
org.apache.commons.cli2.util.ComparatorsTest.testNamedFirst,"Collections, Arrays, ArgumentImpl, ArgumentTest, LinkedList, CLITestCase, DefaultOption, ComparatorsTest, ParentTest, Comparators, DefaultOptionTest, HashSet"
org.apache.commons.cli2.option.GroupTest.testHelpLines,"Option, ArrayList, GroupTest, HelpLine, GroupImpl, Iterator, List"
org.apache.commons.cli2.validation.ClassValidatorTest.testCreateProtectedInstance,"ClassValidator, ResourceHelper, Arrays, ClassValidatorTest, InvalidArgumentException"
org.apache.commons.cli2.option.GroupTest.testCanProcess_BadMatch,"GroupImpl, WriteableCommandLineImpl, Group, GroupTest, ArrayList, List"
org.apache.commons.cli2.option.SwitchTest.testNullAliases,"IllegalArgumentException, Switch, SwitchTest, ResourceHelper"
org.apache.commons.cli2.option.CommandTest.testProcessParent_Spare,"CommandTest, Command, ArgumentImpl, ArgumentTest, WriteableCommandLine, ListIterator, List"
org.apache.commons.cli2.commandline.PreferencesCommandLineTest.testGetValuesStringList,
