version, time
1, 0.24974560737609863
11, 0.25942158699035645
3, 0.1710035800933838
13, 0.23475861549377441
22, 0.21003508567810059
2, 0.22889947891235352
18, 0.18803644180297852
10, 0.23227381706237793
15, 0.22362780570983887
4, 0.20119094848632812
12, 0.23102402687072754
17, 0.19324040412902832
5, 0.1203756332397461
20, 0.19885802268981934
16, 0.24746012687683105
21, 0.1988353729248047
25, 0.20462775230407715
24, 0.2151632308959961
6, 0.28247952461242676
14, 0.27289843559265137
9, 0.27046871185302734
19, 0.1952524185180664
23, 0.1801912784576416
26, 0.30127978324890137
8, 0.3121006488800049
7, 0.2360975742340088
