ClassName,Changes,TotalCommits
Argument,6,247
ArgumentBuilder,10,247
CommandBuilder,7,247
DefaultOptionBuilder,8,247
GroupBuilder,5,247
PatternBuilder,6,247
SwitchBuilder,9,247
CommandLineImpl,6,247
DefaultingCommandLine,7,247
CommandLine,6,247
Parser,13,247
PreferencesCommandLine,7,247
PropertiesCommandLine,7,247
WriteableCommandLineImpl,12,247
DisplaySetting,6,247
Group,5,247
HelpLine,5,247
ArgumentImpl,18,247
Command,8,247
DefaultOption,9,247
OptionException,8,247
GroupImpl,15,247
HelpLineImpl,5,247
Option,10,247
OptionImpl,9,247
ParentImpl,9,247
PropertyOption,8,247
SourceDestArgument,7,247
Switch,11,247
Parent,5,247
ResourceConstants,6,141
ResourceHelper,12,247
Comparators,7,247
HelpFormatter,12,247
ClassValidator,8,247
DateValidator,13,247
EnumValidator,11,247
FileValidator,8,247
InvalidArgumentException,5,247
NumberValidator,9,247
UrlValidator,8,247
Validator,6,247
WriteableCommandLine,8,247
AlreadySelectedException,9,356
AbstractParserControl,2,181
CLArgsParser,2,181
CLOptionDescriptor,2,181
CLOption,2,181
CLUtil,2,181
ParserControl,2,181
Token,2,181
BasicParser,8,320
CLI2Converter,2,247
CommandLine,22,356
CommandLineParserFactory,5,345
CommandLineParser,10,353
GnuParser,16,352
HelpFormatter,19,356
MissingArgumentException,8,356
MissingOptionException,8,356
OptionBuilder,20,332
OptionGroup,13,356
Option,27,356
Options,25,356
OptionValidator,6,282
ParseException,8,356
Parser,21,320
PatternOptionBuilder,14,356
PosixParser,18,353
TypeHandler,12,356
UnrecognizedOptionException,8,356
Util,8,282
AntTest,4,247
CpTest,8,247
CvsTest,4,247
LsTest,6,247
Bug13886Test,4,247
Bug13935Test,4,247
Bug15046Test,4,247
Bug15648Test,4,247
Bug27575Test,5,247
Bug28005Test,6,247
Bug32533Test,6,193
BugCLI122Test,4,45
BugCLI126Test,2,7
BugCLI12Test,6,102
BugCLI144Test,1,5
BugCLI145Test,1,13
BugCLI158Test,1,4
BugCLI18Test,4,106
BugCLI80Test,4,100
BugLoopingOptionLookAlikeTest,8,182
ArgumentBuilderTest,5,138
DefaultOptionBuilderTest,6,247
CLITestCase,6,247
DefaultingCommandLineTest,10,247
CommandLineDefaultsTest,5,223
ParserTest,5,175
PreferencesCommandLineTest,7,247
PropertiesCommandLineTest,8,247
CommandLineTestCase,9,247
WriteableCommandLineImplTest,5,247
DocumentationTest,10,247
JDependTest,7,247
ArgumentTestCase,4,247
ArgumentTest,11,247
CommandTest,7,247
DefaultOptionTest,7,247
GroupTestCase,5,247
GroupTest,8,247
NestedGroupTest,5,193
OptionTestCase,4,247
ParentTestCase,4,247
ParentTest,7,247
PropertyOptionTest,8,247
SwitchTest,8,247
PrecedenceTest,8,247
ResourceHelperTest,5,135
ComparatorsTest,6,247
HelpFormatterTest,13,247
ClassValidatorTest,7,247
DateValidatorTest,16,247
EnumValidatorTest,7,247
FileValidatorTest,12,247
NumberValidatorTest,7,247
ProtectedClass,5,247
TimeZoneTestSuite,4,168
UrlValidatorTest,7,247
WriteableCommandLineTestCase,8,247
ApplicationTest,11,352
ArgumentIsOptionTest,3,205
ClutilTestCase,2,181
BugCLI18Test,2,106
BugsTest,24,324
BuildTest,5,356
CLI2ConverterTest,2,247
GnuParseTest,5,345
HelpFormatterExamples,4,356
LongOptionWithShort,2,205
OptionBuilderTest,5,332
OptionGroupTest,8,356
OptionsTest,6,281
ParseRequiredTest,8,356
ParseTest,8,356
PatternOptionBuilderTest,8,356
TestHelpFormatter,8,356
ValuesTest,11,356
ValueTest,9,356
