ClassName,Changes,TotalCommits
Argument,6,257
ArgumentBuilder,10,257
CommandBuilder,7,257
DefaultOptionBuilder,8,257
GroupBuilder,6,257
PatternBuilder,6,257
SwitchBuilder,9,257
CommandLineImpl,6,257
DefaultingCommandLine,7,257
CommandLine,6,257
Parser,13,257
PreferencesCommandLine,7,257
PropertiesCommandLine,7,257
WriteableCommandLineImpl,14,257
DisplaySetting,7,257
Group,5,257
HelpLine,5,257
ArgumentImpl,18,257
Command,8,257
DefaultOption,9,257
OptionException,8,257
GroupImpl,20,257
HelpLineImpl,5,257
Option,11,257
OptionImpl,10,257
ParentImpl,9,257
PropertyOption,8,257
SourceDestArgument,7,257
Switch,11,257
Parent,5,257
ResourceConstants,6,151
ResourceHelper,12,257
Comparators,7,257
HelpFormatter,13,257
ClassValidator,8,257
DateValidator,13,257
EnumValidator,11,257
FileValidator,8,257
InvalidArgumentException,5,257
NumberValidator,9,257
UrlValidator,8,257
Validator,6,257
WriteableCommandLine,10,257
AlreadySelectedException,9,366
AbstractParserControl,2,191
CLArgsParser,2,191
CLOptionDescriptor,2,191
CLOption,2,191
CLUtil,2,191
ParserControl,2,191
Token,2,191
BasicParser,8,330
CLI2Converter,2,257
CommandLine,22,366
CommandLineParserFactory,5,355
CommandLineParser,10,363
GnuParser,16,362
HelpFormatter,19,366
MissingArgumentException,8,366
MissingOptionException,8,366
OptionBuilder,20,342
OptionGroup,13,366
Option,27,366
Options,25,366
OptionValidator,6,292
ParseException,8,366
Parser,21,330
PatternOptionBuilder,14,366
PosixParser,18,363
TypeHandler,12,366
UnrecognizedOptionException,8,366
Util,8,292
AntTest,4,257
CpTest,8,257
CvsTest,4,257
LsTest,6,257
Bug13886Test,4,257
Bug13935Test,4,257
Bug15046Test,4,257
Bug15648Test,4,257
Bug27575Test,5,257
Bug28005Test,6,257
Bug32533Test,6,203
BugCLI122Test,4,55
BugCLI123Test,1,12
BugCLI126Test,2,17
BugCLI12Test,6,112
BugCLI144Test,1,15
BugCLI145Test,1,23
BugCLI150Test,1,4
BugCLI158Test,1,14
BugCLI159Test,1,11
BugCLI18Test,4,116
BugCLI80Test,4,110
BugLoopingOptionLookAlikeTest,8,192
ArgumentBuilderTest,5,148
DefaultOptionBuilderTest,6,257
CLITestCase,6,257
DefaultingCommandLineTest,10,257
CommandLineDefaultsTest,5,233
ParserTest,6,185
PreferencesCommandLineTest,7,257
PropertiesCommandLineTest,8,257
CommandLineTestCase,10,257
WriteableCommandLineImplTest,5,257
DocumentationTest,10,257
JDependTest,7,257
ArgumentTestCase,4,257
ArgumentTest,11,257
CommandTest,7,257
DefaultOptionTest,7,257
GroupTestCase,5,257
GroupTest,10,257
NestedGroupTest,6,203
OptionTestCase,4,257
ParentTestCase,4,257
ParentTest,7,257
PropertyOptionTest,8,257
SwitchTest,8,257
PrecedenceTest,8,257
ResourceHelperTest,5,145
ComparatorsTest,6,257
HelpFormatterTest,13,257
ClassValidatorTest,7,257
DateValidatorTest,16,257
EnumValidatorTest,7,257
FileValidatorTest,12,257
NumberValidatorTest,7,257
ProtectedClass,5,257
TimeZoneTestSuite,4,178
UrlValidatorTest,7,257
WriteableCommandLineTestCase,8,257
ApplicationTest,11,362
ArgumentIsOptionTest,3,215
ClutilTestCase,2,191
BugCLI18Test,2,116
BugsTest,24,334
BuildTest,5,366
CLI2ConverterTest,2,257
GnuParseTest,5,355
HelpFormatterExamples,4,366
LongOptionWithShort,2,215
OptionBuilderTest,5,342
OptionGroupTest,8,366
OptionsTest,6,291
ParseRequiredTest,8,366
ParseTest,8,366
PatternOptionBuilderTest,8,366
TestHelpFormatter,8,366
ValuesTest,11,366
ValueTest,9,366
