version, time
1, 22.579968214035034
2, 12.54909062385559
3, 10.816160678863525
4, 1.8129205703735352
5, 7.360948324203491
6, 1.8050949573516846
7, 13.315006256103516
8, 0.6168999671936035
9, 18.53912377357483
10, 5.5901196002960205
11, 2.542245626449585
12, 1.302250862121582
13, 0.2660491466522217
14, 0.005276203155517578
15, 19.336233615875244
16, 4.78367018699646
17, 2.2522716522216797
18, 2.2897098064422607
19, 15.612926721572876
20, 9.458494186401367
21, 13.772054195404053
22, 12.513428926467896
23, 0.3492929935455322
24, 0.8089005947113037
25, 0.40850090980529785
26, 6.366842269897461
27, 3.5324506759643555
28, 0.4559149742126465
29, 16.792752027511597
30, 8.905781745910645
31, 0.005160093307495117
32, 2.143794298171997
33, 0.37790393829345703
34, 8.452187061309814
35, 5.8839521408081055
36, 34.11726903915405
37, 1.1975157260894775
38, 0.5525906085968018
39, 3.279101848602295
40, 12.653740406036377
41, 8.981313228607178
42, 10.093570232391357
43, 14.082924365997314
44, 0.8461403846740723
45, 0.2783474922180176
46, 6.520868301391602
47, 26.724122762680054
