version, time
1, 19.949591636657715
2, 5.750269651412964
3, 7.0475194454193115
4, 16.156185150146484
5, 3.040095806121826
6, 0.23657011985778809
7, 12.330260515213013
8, 5.669883489608765
9, 4.71097993850708
10, 8.658968448638916
11, 1.9018070697784424
12, 9.35523271560669
13, 6.863324403762817
14, 0.7766742706298828
15, 0.3857078552246094
17, 0.005331993103027344
18, 0.005137920379638672
19, 0.005526304244995117
16, 10.154173851013184
20, 7.58588433265686
21, 13.234520673751831
22, 4.818310022354126
25, 0.24466395378112793
23, 13.203184127807617
24, 10.497941970825195
26, 2.8871662616729736
