Version,Strategy,Accuracy,FDR
36,Total,1.0,1
36,Mean,1.0,1
36,Max,1.0,1
36,Min,1.0,1
37,Total,1.0,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
38,Total,0.5,1
38,Mean,0.5,1
38,Max,0.5,1
38,Min,0.5,1
39,Total,1.0,1
39,Mean,1.0,1
39,Max,1.0,1
39,Min,1.0,1
40,Total,0.0,0
40,Mean,0.0,0
40,Max,0.0,0
40,Min,0.0,0
41,Total,0.5,1
41,Mean,0.25,1
41,Max,0.5,1
41,Min,0.0,0
42,Total,1.0,1
42,Mean,1.0,1
42,Max,1.0,1
42,Min,0.0,0
43,Total,1.0,1
43,Mean,1.0,1
43,Max,1.0,1
43,Min,1.0,1
44,Total,0.0,0
44,Mean,0.0,0
44,Max,0.0,0
44,Min,0.0,0
45,Total,1.0,1
45,Mean,0.0,0
45,Max,1.0,1
45,Min,0.0,0
46,Total,0.0,0
46,Mean,0.0,0
46,Max,0.0,0
46,Min,0.0,0
47,Total,1.0,1
47,Mean,1.0,1
47,Max,1.0,1
47,Min,1.0,1
48,Total,1.0,1
48,Mean,1.0,1
48,Max,1.0,1
48,Min,1.0,1
49,Total,1.0,1
49,Mean,1.0,1
49,Max,1.0,1
49,Min,1.0,1
50,Total,1.0,1
50,Mean,0.0,0
50,Max,1.0,1
50,Min,0.0,0
51,Total,0.0,0
51,Mean,1.0,1
51,Max,1.0,1
51,Min,1.0,1
52,Total,0.0,0
52,Mean,0.0,0
52,Max,0.0,0
52,Min,0.0,0
53,Total,1.0,1
53,Mean,1.0,1
53,Max,1.0,1
53,Min,1.0,1
54,Total,0.0,0
54,Mean,1.0,1
54,Max,1.0,1
54,Min,1.0,1
55,Total,0.0,0
55,Mean,0.0,0
55,Max,0.0,0
55,Min,0.0,0
56,Total,0.0,0
56,Mean,0.0,0
56,Max,0.0,0
56,Min,0.0,0
57,Total,0.0,0
57,Mean,0.0,0
57,Max,0.0,0
57,Min,0.0,0
58,Total,0.0,0
58,Mean,0.0,0
58,Max,0.0,0
58,Min,0.0,0
59,Total,0.0,0
59,Mean,0.0,0
59,Max,0.0,0
59,Min,0.0,0
60,Total,0.5,1
60,Mean,0.5,1
60,Max,0.5,1
60,Min,0.5,1
61,Total,0.5,1
61,Mean,0.5,1
61,Max,0.5,1
61,Min,0.5,1
62,Total,0.0,0
62,Mean,0.0,0
62,Max,0.0,0
62,Min,0.0,0
63,Total,0.0,0
63,Mean,0.0,0
63,Max,0.0,0
63,Min,0.0,0
64,Total,0.0,0
64,Mean,0.0,0
64,Max,0.0,0
64,Min,0.0,0
65,Total,0.0,0
65,Mean,0.0,0
65,Max,0.0,0
65,Min,0.0,0
66,Total,0.0,0
66,Mean,0.0,0
66,Max,0.0,0
66,Min,0.0,0
67,Total,0.0,0
67,Mean,0.0,0
67,Max,0.0,0
67,Min,0.0,0
68,Total,0.0,0
68,Mean,0.0,0
68,Max,0.0,0
68,Min,0.0,0
69,Total,0.0,0
69,Mean,0.0,0
69,Max,0.0,0
69,Min,0.0,0
70,Total,1.0,1
70,Mean,1.0,1
70,Max,1.0,1
70,Min,1.0,1
71,Total,0.0,0
71,Mean,0.0,0
71,Max,0.0,0
71,Min,0.0,0
