Version,Strategy,Accuracy,FDR
36,Total,0.0,0
36,Mean,0.0,0
36,Max,0.0,0
36,Min,0.0,0
36,TotalLines,0.0,0
36,MeanLines,0.0,0
36,MaxLines,0.0,0
36,MinLines,0.0,0
37,Total,0.75,1
37,Mean,1.0,1
37,Max,1.0,1
37,Min,1.0,1
37,TotalLines,0.75,1
37,MeanLines,1.0,1
37,MaxLines,1.0,1
37,MinLines,1.0,1
38,Total,0.0,0
38,Mean,0.0,0
38,Max,0.0,0
38,Min,0.0,0
38,TotalLines,0.0,0
38,MeanLines,0.0,0
38,MaxLines,0.0,0
38,MinLines,0.0,0
39,Total,0.0,0
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.0,0
39,TotalLines,0.0,0
39,MeanLines,0.0,0
39,MaxLines,0.0,0
39,MinLines,0.0,0
40,Total,0.0,0
40,Mean,0.0,0
40,Max,0.0,0
40,Min,0.0,0
40,TotalLines,0.0,0
40,MeanLines,0.0,0
40,MaxLines,0.0,0
40,MinLines,0.0,0
41,Total,0.0,0
41,Mean,0.0,0
41,Max,0.0,0
41,Min,0.0,0
41,TotalLines,0.0,0
41,MeanLines,0.0,0
41,MaxLines,0.0,0
41,MinLines,0.0,0
42,Total,0.0,0
42,Mean,0.0,0
42,Max,0.0,0
42,Min,0.0,0
42,TotalLines,0.0,0
42,MeanLines,0.0,0
42,MaxLines,0.0,0
42,MinLines,0.0,0
43,Total,0.0,0
43,Mean,0.0,0
43,Max,0.0,0
43,Min,0.0,0
43,TotalLines,0.0,0
43,MeanLines,0.0,0
43,MaxLines,0.0,0
43,MinLines,0.0,0
44,Total,0.0,0
44,Mean,0.0,0
44,Max,0.0,0
44,Min,0.0,0
44,TotalLines,0.0,0
44,MeanLines,0.0,0
44,MaxLines,0.0,0
44,MinLines,0.0,0
45,Total,0.0,0
45,Mean,0.0,0
45,Max,0.0,0
45,Min,0.0,0
45,TotalLines,0.0,0
45,MeanLines,0.0,0
45,MaxLines,0.0,0
45,MinLines,0.0,0
46,Total,0.5,1
46,Mean,0.0,0
46,Max,0.0,0
46,Min,0.0,0
46,TotalLines,0.5,1
46,MeanLines,0.0,0
46,MaxLines,0.0,0
46,MinLines,0.0,0
47,Total,0.5,1
47,Mean,0.0,0
47,Max,0.0,0
47,Min,0.0,0
47,TotalLines,0.5,1
47,MeanLines,0.0,0
47,MaxLines,0.0,0
47,MinLines,0.0,0
48,Total,0.0,0
48,Mean,0.0,0
48,Max,0.0,0
48,Min,0.0,0
48,TotalLines,0.0,0
48,MeanLines,0.0,0
48,MaxLines,0.0,0
48,MinLines,0.0,0
49,Total,0.0,0
49,Mean,0.0,0
49,Max,0.0,0
49,Min,0.0,0
49,TotalLines,0.0,0
49,MeanLines,0.0,0
49,MaxLines,0.0,0
49,MinLines,0.0,0
50,Total,0.0,0
50,Mean,0.0,0
50,Max,0.0,0
50,Min,0.0,0
50,TotalLines,0.0,0
50,MeanLines,0.0,0
50,MaxLines,0.0,0
50,MinLines,0.0,0
51,Total,0.0,0
51,Mean,0.0,0
51,Max,0.0,0
51,Min,0.0,0
51,TotalLines,0.0,0
51,MeanLines,0.0,0
51,MaxLines,0.0,0
51,MinLines,0.0,0
52,Total,0.0,0
52,Mean,0.0,0
52,Max,0.0,0
52,Min,0.0,0
52,TotalLines,0.0,0
52,MeanLines,0.0,0
52,MaxLines,0.0,0
52,MinLines,0.0,0
53,Total,1.0,1
53,Mean,0.0,0
53,Max,0.0,0
53,Min,0.0,0
53,TotalLines,1.0,1
53,MeanLines,0.0,0
53,MaxLines,0.0,0
53,MinLines,0.0,0
54,Total,0.0,0
