Version,Strategy,Accuracy,FDR
1,Total,1.0,1
1,Mean,1.0,1
1,Max,0.0,0
1,Min,1.0,1
2,Total,0.0,0
2,Mean,0.0,0
2,Max,0.0,0
2,Min,1.0,1
3,Total,1.0,1
3,Mean,0.0,0
3,Max,0.0,0
3,Min,0.0,0
4,Total,1.0,1
4,Mean,0.0,0
4,Max,0.0,0
4,Min,0.0,0
5,Total,0.5,1
5,Mean,0.5,1
5,Max,0.5,1
5,Min,1.0,1
8,Total,0.0,0
8,Mean,0.0,0
8,Max,0.0,0
8,Min,0.0,0
9,Total,0.0,0
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
10,Total,0.0,0
10,Mean,0.0,0
10,Max,0.0,0
10,Min,0.0,0
11,Total,0.0,0
11,Mean,0.0,0
11,Max,0.0,0
11,Min,0.0,0
13,Total,0.0,0
13,Mean,0.0,0
13,Max,0.0,0
13,Min,0.0,0
14,Total,0.0,0
14,Mean,0.0,0
14,Max,0.0,0
14,Min,0.0,0
15,Total,0.0,0
15,Mean,0.0,0
15,Max,0.0,0
15,Min,0.0,0
17,Total,0.0,0
17,Mean,0.0,0
17,Max,0.0,0
17,Min,0.0,0
18,Total,0.0,0
18,Mean,0.0,0
18,Max,0.0,0
18,Min,0.0,0
19,Total,0.0,0
19,Mean,0.0,0
19,Max,0.0,0
19,Min,0.0,0
22,Total,0.0,0
22,Mean,0.0,0
22,Max,0.0,0
22,Min,0.0,0
23,Total,0.0,0
23,Mean,0.0,0
23,Max,0.0,0
23,Min,0.0,0
24,Total,1.0,1
24,Mean,1.0,1
24,Max,1.0,1
24,Min,1.0,1
25,Total,0.0,0
25,Mean,0.0,0
25,Max,0.0,0
25,Min,0.0,0
26,Total,0.0,0
26,Mean,0.0,0
26,Max,0.0,0
26,Min,0.0,0
27,Total,0.0,0
27,Mean,0.0,0
27,Max,0.0,0
27,Min,0.0,0
28,Total,0.0,0
28,Mean,0.0,0
28,Max,0.0,0
28,Min,0.0,0
29,Total,0.0,0
29,Mean,0.0,0
29,Max,0.0,0
29,Min,0.0,0
30,Total,0.0,0
30,Mean,0.0,0
30,Max,0.0,0
30,Min,0.0,0
31,Total,0.0,0
31,Mean,0.5,1
31,Max,0.5,1
31,Min,0.5,1
32,Total,0.0,0
32,Mean,0.0,0
32,Max,0.0,0
32,Min,0.0,0
33,Total,0.0,0
33,Mean,0.0,0
33,Max,0.0,0
33,Min,0.0,0
34,Total,0.0,0
34,Mean,0.0,0
34,Max,0.0,0
34,Min,0.0,0
35,Total,0.0,0
35,Mean,0.0,0
35,Max,0.0,0
35,Min,0.0,0
36,Total,0.0,0
36,Mean,0.0,0
36,Max,0.0,0
36,Min,0.0,0
37,Total,0.0,0
37,Mean,0.0,0
37,Max,0.0,0
37,Min,0.0,0
38,Total,0.0,0
38,Mean,0.0,0
38,Max,0.0,0
38,Min,0.0,0
39,Total,0.0,0
39,Mean,0.0,0
39,Max,0.0,0
39,Min,0.0,0
