Project,Version,Strategy,Budget,SelectedTestCases
jsoup,1,Total,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.TextNodeTest.testTextBean"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.integration.ParseTest.testYahooJp"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.integration.ParseTest.testGoogleSearchIpod"", ""org.jsoup.parser.AttributeParseTest.emptyOnNoKey"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.nodes.ElementTest.testWrapWithRemainder"", ""org.jsoup.nodes.ElementTest.testWrap"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates""]"
jsoup,1,Mean,25,"[""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates""]"
jsoup,1,Max,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.nodes.ElementTest.testAddNewElement"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags""]"
jsoup,1,Min,25,"[""org.jsoup.parser.TagTest.isCaseInsensitive"", ""org.jsoup.parser.TagTest.equality"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.parser.TagTest.valueOfChecksNotNull"", ""org.jsoup.parser.TagTest.defaultSemantics"", ""org.jsoup.parser.TagTest.valueOfChecksNotEmpty"", ""org.jsoup.parser.TagTest.trims"", ""org.jsoup.parser.TagTest.pSemantics"", ""org.jsoup.parser.TagTest.imgSemantics"", ""org.jsoup.parser.TagTest.spanSemantics"", ""org.jsoup.nodes.TextNodeTest.testBlank"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.nodes.ElementTest.testFormatHtml"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.nodes.ElementTest.testKeepsPreText"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.createsStructureFromBodySnippet"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.select.ElementsTest.html"", ""org.jsoup.select.SelectorTest.testAllWithClass""]"
jsoup,2,Total,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.TextNodeTest.testTextBean"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.integration.ParseTest.testGoogleSearchIpod"", ""org.jsoup.integration.ParseTest.testYahooJp"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.AttributeParseTest.emptyOnNoKey"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.nodes.ElementTest.testWrap"", ""org.jsoup.nodes.ElementTest.testWrapWithRemainder"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.testPseudoLessThan"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testPseudoBetween""]"
jsoup,2,Mean,25,"[""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.select.SelectorTest.testPseudoLessThan"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testPseudoBetween""]"
jsoup,2,Max,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.parser.ParserTest.handlesUnknownInlineTags"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute""]"
jsoup,2,Min,25,"[""org.jsoup.parser.TagTest.isCaseInsensitive"", ""org.jsoup.parser.TagTest.valueOfChecksNotEmpty"", ""org.jsoup.parser.TagTest.spanSemantics"", ""org.jsoup.parser.TagTest.defaultSemantics"", ""org.jsoup.parser.TagTest.valueOfChecksNotNull"", ""org.jsoup.parser.TagTest.imgSemantics"", ""org.jsoup.parser.TagTest.trims"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.parser.TagTest.equality"", ""org.jsoup.parser.TagTest.pSemantics"", ""org.jsoup.nodes.TextNodeTest.testBlank"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.ElementTest.testKeepsPreText"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.createsStructureFromBodySnippet"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.nodes.ElementTest.testFormatHtml"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.parser.ParserTest.handlesTextArea"", ""org.jsoup.select.ElementsTest.hasAttr""]"
jsoup,3,Total,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.TextNodeTest.testTextBean"", ""org.jsoup.integration.ParseTest.testGoogleSearchIpod"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.integration.ParseTest.testYahooJp"", ""org.jsoup.parser.AttributeParseTest.emptyOnNoKey"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.nodes.ElementTest.testPrependRowToTable"", ""org.jsoup.nodes.ElementTest.testWrapWithRemainder"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.nodes.ElementTest.testAppendRowToTable"", ""org.jsoup.nodes.ElementTest.testWrap"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.select.SelectorTest.testCharactersInIdAndClass"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks""]"
jsoup,3,Mean,25,"[""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.select.SelectorTest.testCharactersInIdAndClass"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.parser.ParserTest.parsesUnterminatedTag"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.nodes.DocumentTest.setTextPreservesDocumentStructure"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.select.SelectorTest.testPseudoHas"", ""org.jsoup.select.SelectorTest.mixCombinator""]"
