ClassName,Changes,TotalCommits
StringUtils,166,1521
StrBuilder,49,500
StrSubstitutor,9,94
StrBuilderTest,35,396
StrTokenizer,39,521
StrSubstitutorTest,7,94
ValuedLanguageEnum,4,59
VariableFormatter,20,345
CompositeFormat,9,160
StringUtilsTest,79,1521
StrLookupTest,4,79
StrLookup,4,79
ArrayUtils,66,1361
LocaleUtilsTest,10,220
Enum,68,1497
StringEscapeUtils,50,1195
DateUtils,52,1282
LocaleUtils,11,272
ClassUtils,53,1358
ExceptionUtils,58,1494
CompositeFormatTest,6,160
NumberUtils,57,1521
StrTokenizerTest,18,521
SystemUtils,49,1472
DurationFormatUtils,37,1112
ReflectionToStringBuilder,36,1120
VariableFormatterTest,11,345
ToStringStyle,45,1423
WordUtils,27,857
ToStringBuilder,43,1423
CharUtils,21,711
MutableBoolean,6,207
TextTestSuite,16,559
ReflectionToStringBuilderExcludeTest,6,213
DateUtilsTest,36,1282
FastDateFormat,35,1251
ArrayUtilsTest,37,1360
Entities,32,1181
DurationFormatUtilsTest,30,1112
CharSetUtils,41,1521
CompareToBuilder,38,1433
ValuedEnum,39,1497
NumberUtilsTest,39,1521
HashCodeBuilder,38,1485
StrBuilderAppendInsertTest,7,279
EqualsBuilder,36,1438
EnumTest,37,1497
LangTestSuite,37,1521
RandomStringUtils,37,1521
MutableBooleanTest,5,207
IntHashMapTest,6,251
MutableByte,15,629
MutableFloat,15,629
MutableLong,15,629
MutableShort,15,629
NestableDelegate,36,1521
ObjectUtils,35,1521
StringEscapeUtilsTest,26,1195
BooleanUtils,28,1287
MutableObject,13,604
StrMatcher,6,279
StrMatcherTest,6,279
Validate,27,1256
MutableInt,13,608
NumberRange,32,1521
ClassUtilsTest,27,1284
EnumUtils,31,1497
MutableDouble,13,629
CharSet,30,1521
NestLinked,15,761
NestBroken,15,761
Nest,15,761
NestReferenced,15,761
Interpolation,12,613
RangeTest,6,315
Fraction,24,1273
WordUtilsTest,16,857
ArrayUtilsAddTest,13,709
ToStringBuilderTest,26,1422
MappedMessageFormat,10,561
Broken2OperationEnum,16,903
Broken3OperationEnum,16,903
Broken4OperationEnum,16,903
Broken5OperationEnum,16,903
Broken1OperationEnum,16,903
DateFormatter,4,227
StandardToStringStyle,25,1423
DateFormatterTest,4,228
MutableTestSuite,11,629
CharEncoding,9,523
BitField,22,1279
NumberRangeTest,26,1521
DummyEnum,16,942
StopWatch,21,1266
MutableIntTest,10,605
CharRange,25,1521
NotImplementedException,19,1157
DateFormatUtils,18,1112
OperationEnum,20,1252
MutableDoubleTest,10,629
MutableLongTest,10,629
MutableFloatTest,10,629
MutableByteTest,10,629
MutableShortTest,10,629
CharUtilsTest,11,711
JVMRandom,18,1165
ExceptionUtilsTestCase,23,1494
AllLangTestSuite,17,1106
EqualsBuilderTest,22,1437
CharEncodingTest,8,523
FastDateFormatTest,19,1251
RandomStringUtilsTest,23,1521
StringUtilsTrimEmptyTest,23,1521
ToStringStyleTest,7,467
SystemUtilsTest,17,1136
EntitiesTest,17,1140
CharSetUtilsTest,22,1521
Mutable,9,629
Tokenizer,11,769
NullArgumentException,16,1157
SerializationUtils,21,1521
NestableException,21,1521
HashCodeBuilderTest,20,1485
ValuedEnumTest,20,1497
EnumUtilsTest,20,1497
MethodUtils,18,1358
MutableObjectTest,8,604
StringUtilsSubstringTest,20,1521
IllegalClassException,15,1157
IncompleteArgumentException,15,1157
RandomUtilsTest,15,1161
StopWatchTest,16,1266
Broken1Enum,17,1350
Broken2Enum,17,1350
Broken3Enum,17,1350
LongRange,16,1275
ObjectUtilsTest,19,1521
NestableRuntimeException,19,1521
EnumEqualsTest,8,641
BooleanUtilsTest,16,1287
CharUtilsPerfTest,8,649
UnhandledException,14,1157
NotImplementedExceptionTest,14,1157
EnumTestSuite,18,1497
IntHashMap,13,1083
ValidateTest,15,1256
NestableRuntimeExceptionTestCase,18,1521
NestableExceptionTestCase,18,1521
Nestable,18,1521
IntRange,15,1275
BitFieldTest,15,1279
DateFormatUtilsTest,13,1112
NestableError,17,1464
EntitiesPerformanceTest,13,1135
ColorEnum,17,1497
ValuedColorEnum,17,1497
StringUtilsEqualsIndexOfTest,17,1521
NestableDelegateTestCase,17,1521
ArrayUtilsRemoveTest,7,630
FractionTest,14,1273
FloatRange,14,1275
DoubleRange,14,1275
Extended3Enum,13,1225
Extended1Enum,13,1225
Extended2Enum,13,1225
CompareToBuilderTest,15,1431
BuilderTestSuite,15,1435
ShortPrefixToStringStyleTest,8,766
MathTestSuite,13,1275
Range,13,1275
RandomUtils,12,1192
StringUtilsIsTest,15,1521
SerializationException,15,1521
MultiLineToStringStyleTest,14,1422
CharRangeTest,9,917
InterpolationTest,6,613
IllegalClassExceptionTest,11,1157
NullArgumentExceptionTest,11,1157
IntRangeTest,12,1275
TimeTestSuite,12,1277
WordWrapUtils,11,1176
StandardToStringStyleTest,13,1422
NestableErrorTestCase,13,1448
AbstractNestableTestCase,13,1450
HashCodeBuilderAndEqualsBuilderTest,11,1243
ReflectionUtils,12,1358
CharSetTest,8,917
UnhandledExceptionTest,10,1157
AbstractRangeTest,11,1275
FloatRangeTest,11,1275
DoubleRangeTest,11,1275
SerializationUtilsTest,13,1521
NoFieldNamesToStringStyleTest,12,1422
SimpleToStringStyleTest,12,1422
DefaultToStringStyleTest,12,1422
MutableInteger,5,629
IdentifierUtils,10,1259
ExceptionTestSuite,12,1521
LongRangeTest,10,1275
CalendarUtils,10,1281
IncompleteArgumentExceptionTest,9,1157
StringPrintWriter,9,1195
CalendarUtilsTest,9,1281
MutableNumber,4,629
MethodUtilsTestCase,8,1334
VariableFormatTest,2,352
VariableFormat,2,352
IdentifierUtilsTest,7,1259
UtilTestSuite,7,1279
TokenizerTest,4,769
CharacterEncoding,3,589
ReflectionUtilsTestCase,6,1321
Notifier,6,1338
TestTransformerUtils,6,1348
LongIdentifierFactory,5,1154
IdentifierFactory,5,1154
StringIdentifierFactory,5,1154
TestExecutorUtils,5,1343
TransformerUtils,5,1349
FieldUtils,5,1358
WordWrapUtilsTest,4,1176
CharacterEncodingTest,2,589
MutableNumberTest,2,629
MutableIntegerTest,2,629
ScopeBean,4,1321
ReflectTestSuite,4,1334
PrimitiveBean,4,1334
NotifierException,4,1338
ExecutorUtils,4,1344
FactoryUtils,4,1349
PredicateUtils,4,1349
ReflectionException,4,1358
ConstructorUtils,4,1358
Child,3,1334
PackageBean,3,1334
BetaBean,3,1334
AlphaBean,3,1334
AbstractParent,3,1334
AbstractChild,3,1334
PublicSubBean,3,1334
PrivateIndirect,3,1334
PrivateDirect,3,1334
PrivateBeanSubclass,3,1334
PrivateBean,3,1334
PrivateBeanFactory,3,1334
TestBean,3,1334
ExecutorException,3,1344
Executor,3,1344
TestFactoryUtils,3,1348
FunctorTestSuite,3,1348
PredicateException,3,1349
Predicate,3,1349
Factory,3,1349
FactoryException,3,1349
TransformerException,3,1349
Transformer,3,1349
HashCodeUtils,3,1501
TestClosureUtils,2,1348
TestPredicateUtils,2,1348
ClosureUtils,2,1349
ClosureException,2,1349
Closure,2,1349
HashCodeUtilsTest,2,1500
