ClassName,Changes,TotalCommits
StringUtils,375,3571
FastDateParser,30,305
Conversion,16,168
ConversionTest,15,168
FastDateParserTest,25,305
JavaUnicodeEscaper,6,107
StringUtilsTest,170,3571
HashSetvBitSetTest,6,144
ArrayUtils,131,3411
StrBuilder,96,2550
ClassUtils,108,3408
StringEscapeUtils,102,3245
DateUtils,102,3332
NumberUtils,108,3571
CharSequenceUtils,21,742
ExceptionUtils,97,3544
Pair,32,1195
FastDatePrinter,8,305
FastDatePrinterTest,8,305
MethodUtils,45,1716
ReflectionToStringBuilderConcurrencyTest,9,353
NumberUtilsTest,91,3571
StrTokenizer,64,2571
ObjectUtils,88,3571
AnnotationUtils,23,1003
ReflectionToStringBuilderMutateInspectConcurrencyTest,8,350
DateUtilsTest,75,3332
Validate,73,3306
HashCodeBuilder,78,3535
SystemUtils,77,3522
ExtendedMessageFormat,41,1888
Enum,77,3547
ArrayUtilsTest,74,3410
StrBuilderTest,52,2446
ToStringStyle,73,3473
StringEscapeUtilsTest,68,3245
FastDateFormat,69,3301
DurationFormatUtils,66,3162
UnicodeUnescaper,31,1542
ClassUtilsTest,67,3334
EqualsBuilder,70,3488
ReflectionToStringBuilder,63,3170
ToStringStyleConcurrencyTest,7,354
DateParser,6,305
ConstructorUtils,33,1716
BooleanUtils,64,3337
ToStringBuilder,66,3473
ComparatorUtils,8,422
WordUtils,55,2907
CharSequenceUtilsTest,14,742
EventListenerSupport,20,1084
EventListenerSupportTest,20,1084
DurationFormatUtilsTest,58,3162
CharSetUtils,65,3571
ToStringBuilderTest,63,3472
CompareToBuilder,63,3483
AnnotationUtilsTest,18,1003
ImmutablePair,15,841
Range,59,3325
TypeUtilsTest,24,1366
FieldUtils,30,1716
EnumUtils,60,3547
MutablePair,14,841
FormattableUtils,11,671
ObjectUtilsTest,58,3571
StringUtilsEqualsIndexOfTest,58,3571
DefaultExceptionContext,24,1486
LocaleUtils,37,2322
MethodUtilsTest,27,1716
ExtendedMessageFormatTest,28,1780
RandomStringUtils,56,3571
ExceptionUtilsTest,26,1662
UnicodeEscaper,24,1542
LocaleUtilsTest,35,2270
CharSet,55,3571
RangeTest,36,2365
MutableFloat,40,2679
EventUtilsTest,16,1084
ComparatorChain,7,476
MutableDouble,39,2679
EqualsBuilderTest,50,3487
CharRange,51,3571
CharSequenceTranslator,22,1542
PairTest,17,1195
ContextedRuntimeException,21,1486
StrSubstitutor,30,2144
FieldUtilsTest,24,1716
Entities,45,3231
EventUtils,15,1084
MutableLong,37,2679
MutableShort,37,2679
SerializationUtils,49,3571
AbstractExceptionContextTest,8,587
Fraction,45,3323
SystemUtilsTest,43,3186
ContextedRuntimeExceptionTest,20,1486
ContextedException,20,1486
MutableByte,36,2679
CharUtils,37,2761
FormatCache,9,673
MutableBoolean,30,2257
TypeUtils,18,1366
NumericEntityUnescaper,20,1542
LookupTranslator,20,1542
StrBuilderAppendInsertTest,30,2329
StrTokenizerTest,33,2571
MutableInt,34,2658
FastDateFormatTest,42,3301
Triple,4,316
StrSubstitutorTest,27,2144
WordUtilsTest,36,2907
EntityArrays,19,1542
LangTestSuite,44,3571
ConcurrentUtils,18,1464
BooleanUtilsTest,41,3337
EnumUtilsTest,43,3547
ValidateTest,40,3306
StringUtilsTrimEmptyTest,43,3571
HashCodeBuilderTest,42,3535
JavaVersion,11,929
NumericEntityEscaper,18,1531
MutableObject,31,2654
ValuedEnum,41,3547
RandomStringUtilsTest,41,3571
NumberRange,41,3571
StopWatch,38,3316
EnumTest,40,3547
MemberUtils,19,1716
CharSetUtilsTest,39,3571
NestableDelegate,39,3571
ExceptionContext,16,1486
StrMatcher,25,2329
