ClassName,Changes,TotalCommits
StringUtils,180,1762
StrBuilder,53,741
IEEE754rUtilsTest,1,15
IEEE754rUtils,1,15
ExtendedMessageFormat,5,79
AbstractMessageFormatTest,5,79
StrTokenizer,43,762
StrBuilderTest,35,637
NameKeyedMetaFormat,4,79
NumberMetaFormat,4,79
StringUtilsTest,89,1762
ArrayUtils,69,1602
Enum,73,1738
StringEscapeUtils,57,1436
DefaultMetaFormatFactory,3,79
DateMetaFormat,3,79
DateMetaFormatSupport,3,79
MetaFormatSupport,3,79
MessageFormatTest,3,79
TimeMetaFormat,3,79
ChoiceMetaFormat,3,79
MultiFormatTest,3,80
DateUtils,57,1523
ClassUtils,58,1599
NumberUtils,63,1762
DurationFormatUtils,48,1353
ExceptionUtils,60,1735
VariableFormatter,20,586
ToStringStyle,50,1664
CompositeFormat,12,401
SystemUtils,51,1713
ReflectionToStringBuilder,39,1361
LocaleUtilsTest,13,461
FastDateFormat,41,1492
DurationFormatUtilsTest,37,1353
WordUtils,30,1098
ToStringBuilder,45,1664
StrSubstitutor,9,335
Entities,38,1422
LocaleUtils,13,513
ExtendedMessageFormatBaselineTest,2,79
MessageFormatExtensionTest,2,79
MultiFormat,2,80
ArrayUtilsTest,40,1601
NumberUtilsTest,44,1762
DateUtilsTest,38,1523
EqualsBuilder,41,1679
CharSetUtils,43,1762
StrSubstitutorTest,8,335
HashCodeBuilder,41,1726
TextTestSuite,19,800
StrTokenizerTest,18,762
CompareToBuilder,39,1674
ObjectUtils,41,1762
EnumTest,40,1738
ValuedEnum,39,1738
CharUtils,21,952
StringEscapeUtilsTest,31,1436
LangTestSuite,38,1762
RandomStringUtils,38,1762
NestableDelegate,37,1762
ClassUtilsTest,32,1525
BooleanUtils,32,1528
MutableBoolean,9,448
VariableFormatterTest,11,586
CharSet,33,1762
NumberRange,32,1762
Validate,27,1497
EnumUtils,31,1738
Fraction,27,1514
CompositeFormatTest,7,401
StrBuilderAppendInsertTest,9,520
MutableFloat,15,870
MutableShort,15,870
MutableLong,15,870
MutableByte,15,870
ToStringBuilderTest,28,1663
StopWatch,25,1507
WordUtilsTest,18,1098
MutableObject,13,845
MutableInt,13,849
StandardToStringStyle,25,1664
NestBroken,15,1002
Nest,15,1002
NestLinked,15,1002
NestReferenced,15,1002
MutableDouble,13,870
NumberRangeTest,26,1762
CharRange,26,1762
FastDateFormatTest,22,1492
BitField,22,1520
ExceptionUtilsTestCase,25,1735
EqualsBuilderTest,24,1678
Interpolation,12,854
Broken5OperationEnum,16,1144
