ClassName,Changes,TotalCommits
MethodUtils,21,33
FieldUtils,8,33
ConstructorUtils,5,33
ReflectTestSuite,5,33
IDKey,1,8
StringUtils,198,1888
MethodUtilsTest,3,33
ExtendedMessageFormat,15,205
StrBuilder,55,867
ExtendedMessageFormatTest,6,97
ConstructorUtilsTest,2,33
StringUtilsTest,96,1888
StrTokenizer,43,888
StrBuilderTest,36,763
ArrayUtils,70,1728
Enum,75,1864
StringEscapeUtils,62,1562
ClassUtils,63,1725
DateUtils,60,1649
NumberUtils,65,1888
DurationFormatUtils,48,1479
ExceptionUtils,60,1861
Ambig,1,33
StaticContainer,1,33
StaticContainerChild,1,33
PublicChild,1,33
PrivatelyShadowedChild,1,33
FieldUtilsTest,1,33
Bar,1,33
MemberUtils,1,33
Foo,1,33
PubliclyShadowedChild,1,33
Parent,1,33
FormatFactory,3,101
AbstractMessageFormatTest,6,205
VariableFormatter,20,712
ToStringStyle,50,1790
SystemUtils,51,1839
ReflectionToStringBuilder,39,1487
WordUtils,32,1224
FastDateFormat,41,1618
Entities,39,1548
ToStringBuilder,45,1790
DurationFormatUtilsTest,37,1479
MessageFormatTest,5,205
NumberMetaFormat,5,205
NameKeyedMetaFormat,5,205
LocaleUtilsTest,14,587
NumberUtilsTest,45,1888
DateUtilsTest,39,1649
ArrayUtilsTest,40,1727
CharSetUtils,43,1888
CompositeFormat,12,527
TextTestSuite,21,926
HashCodeBuilder,42,1852
EqualsBuilder,40,1805
ObjectUtils,41,1888
CompareToBuilder,39,1800
EnumTest,40,1864
ValuedEnum,39,1864
ClassUtilsTest,34,1651
StringEscapeUtilsTest,32,1562
LocaleUtils,13,639
StrTokenizerTest,18,888
LangTestSuite,38,1888
RandomStringUtils,38,1888
NestableDelegate,37,1888
StrSubstitutor,9,461
MessageFormatExtensionTest,4,205
DefaultMetaFormatFactory,4,205
ExtendedMessageFormatBaselineTest,4,205
ChoiceMetaFormat,4,205
DateMetaFormatSupport,4,205
MetaFormatSupport,4,205
DateMetaFormat,4,205
TimeMetaFormat,4,205
CharUtils,21,1078
MultiFormatTest,4,206
BooleanUtils,32,1654
CharSet,34,1888
DateUtilsFragmentTest,2,115
StrSubstitutorTest,8,461
NumberRange,32,1888
Validate,27,1623
EnumUtils,31,1864
Fraction,27,1640
MutableShort,16,996
MutableLong,16,996
MutableFloat,16,996
MutableByte,16,996
MutableBoolean,9,574
ToStringBuilderTest,28,1789
WordUtilsTest,19,1224
VariableFormatterTest,11,712
StopWatch,25,1633
MultiFormat,3,206
CharRange,27,1888
IEEE754rUtils,2,141
IEEE754rUtilsTest,2,141
MutableDouble,14,996
StandardToStringStyle,25,1790
StrBuilderAppendInsertTest,9,646
NumberRangeTest,26,1888
FastDateFormatTest,22,1618
ExceptionUtilsTestCase,25,1861
MutableObject,13,971
BitField,22,1646
MutableInt,13,975
SystemUtilsTest,20,1503
EqualsBuilderTest,24,1804
NestReferenced,15,1128
NestLinked,15,1128
Nest,15,1128
NestBroken,15,1128
CompositeFormatTest,7,527
JVMRandom,20,1532
MutableTestSuite,13,996
DateFormatUtils,19,1479
DateFormatUtilsTest,19,1479
StringUtilsTrimEmptyTest,24,1888
Broken1OperationEnum,16,1270
Broken2OperationEnum,16,1270
Broken3OperationEnum,16,1270
Broken4OperationEnum,16,1270
Broken5OperationEnum,16,1270
NotImplementedException,19,1524
StrMatcher,8,646
OperationEnum,20,1619
Interpolation,12,980
DummyEnum,16,1309
AllLangTestSuite,18,1473
NestableException,23,1888
CharSetUtilsTest,23,1888
RandomStringUtilsTest,23,1888
ArrayUtilsAddTest,13,1076
EntitiesTest,18,1507
ValuedEnumTest,22,1864
StringUtilsSubstringTest,22,1888
ObjectUtilsTest,22,1888
SerializationUtils,22,1888
HashCodeBuilderTest,21,1852
NestableRuntimeException,21,1888
MutableByteTest,11,996
MutableFloatTest,11,996
MutableShortTest,11,996
MutableLongTest,11,996
MutableDoubleTest,11,996
StopWatchTest,18,1633
LongRange,18,1642
BooleanUtilsTest,18,1654
StrMatcherTest,7,646
MappedMessageFormat,10,928
EnumUtilsTest,20,1864
NullArgumentException,16,1524
NestableError,19,1831
IntRange,17,1642
ReflectionToStringBuilderExcludeTest,6,580
MutableIntTest,10,972
CharUtilsTest,11,1078
CharEncoding,9,890
NestableDelegateTestCase,19,1888
Nestable,19,1888
Mutable,10,996
Broken3Enum,17,1717
Broken2Enum,17,1717
Broken1Enum,17,1717
ValidateTest,16,1623
IllegalClassException,15,1524
IncompleteArgumentException,15,1524
RandomUtilsTest,15,1528
FractionTest,16,1640
ShortPrefixToStringStyleTest,11,1133
IntHashMapTest,6,618
Tokenizer,11,1136
EnumTestSuite,18,1864
IntHashMap,14,1450
ToStringStyleTest,8,834
NestableRuntimeExceptionTestCase,18,1888
StringUtilsEqualsIndexOfTest,18,1888
NestableExceptionTestCase,18,1888
ValuedLanguageEnum,4,426
NotImplementedExceptionTest,14,1524
UnhandledException,14,1524
ValuedColorEnum,17,1864
ColorEnum,17,1864
BitFieldTest,15,1646
CharEncodingTest,8,890
StrLookup,4,446
StrLookupTest,4,446
MultiLineToStringStyleTest,16,1789
RangeTest,6,682
MutableBooleanTest,5,574
EntitiesPerformanceTest,13,1502
DoubleRange,14,1642
FloatRange,14,1642
CompareToBuilderTest,15,1798
RandomUtils,13,1559
BuilderTestSuite,15,1802
MutableObjectTest,8,971
Extended3Enum,13,1592
Extended1Enum,13,1592
Extended2Enum,13,1592
SerializationException,15,1888
StringUtilsIsTest,15,1888
EnumEqualsTest,8,1008
IntRangeTest,13,1642
MathTestSuite,13,1642
Range,13,1642
TimeTestSuite,13,1644
CharUtilsPerfTest,8,1016
StandardToStringStyleTest,14,1789
StringUtilsStartsEndsWithTest,2,257
SimpleToStringStyleTest,13,1789
DefaultToStringStyleTest,13,1789
NoFieldNamesToStringStyleTest,13,1789
UnhandledExceptionTest,11,1524
NullArgumentExceptionTest,11,1524
IllegalClassExceptionTest,11,1524
NestableErrorTestCase,13,1815
AbstractNestableTestCase,13,1817
WordWrapUtils,11,1543
ArrayUtilsRemoveTest,7,997
CharRangeTest,9,1284
CharSetTest,9,1284
ReflectionUtils,12,1725
SerializationUtilsTest,13,1888
HashCodeBuilderAndEqualsBuilderTest,11,1610
DateFormatter,4,594
DateFormatterTest,4,595
FloatRangeTest,11,1642
DoubleRangeTest,11,1642
AbstractRangeTest,11,1642
LongRangeTest,11,1642
ExceptionTestSuite,12,1888
IdentifierUtils,10,1626
InterpolationTest,6,980
CalendarUtils,10,1648
IncompleteArgumentExceptionTest,9,1524
StringPrintWriter,9,1562
CalendarUtilsTest,9,1648
MutableInteger,5,996
MethodUtilsTestCase,8,1701
IdentifierUtilsTest,7,1626
UtilTestSuite,7,1646
MutableNumber,4,996
ReflectionUtilsTestCase,6,1688
TokenizerTest,4,1136
Notifier,6,1705
TestTransformerUtils,6,1715
StringIdentifierFactory,5,1521
LongIdentifierFactory,5,1521
IdentifierFactory,5,1521
CharacterEncoding,3,956
TestExecutorUtils,5,1710
TransformerUtils,5,1716
VariableFormat,2,719
VariableFormatTest,2,719
WordWrapUtilsTest,4,1543
ScopeBean,4,1688
PrimitiveBean,4,1701
NotifierException,4,1705
ExecutorUtils,4,1711
FactoryUtils,4,1716
PredicateUtils,4,1716
ReflectionException,4,1725
CharacterEncodingTest,2,956
MutableIntegerTest,2,996
MutableNumberTest,2,996
PackageBean,3,1701
AbstractParent,3,1701
AlphaBean,3,1701
BetaBean,3,1701
Child,3,1701
AbstractChild,3,1701
PrivateBeanSubclass,3,1701
PrivateBean,3,1701
PrivateBeanFactory,3,1701
PublicSubBean,3,1701
PrivateIndirect,3,1701
PrivateDirect,3,1701
TestBean,3,1701
Executor,3,1711
ExecutorException,3,1711
FunctorTestSuite,3,1715
TestFactoryUtils,3,1715
PredicateException,3,1716
Predicate,3,1716
Factory,3,1716
FactoryException,3,1716
TransformerException,3,1716
Transformer,3,1716
HashCodeUtils,3,1868
TestClosureUtils,2,1715
TestPredicateUtils,2,1715
ClosureUtils,2,1716
ClosureException,2,1716
Closure,2,1716
HashCodeUtilsTest,2,1867
