ClassName,Changes,TotalCommits
AbstractMultiValuedMap,7,67
AbstractMapMultiSet,4,67
ObjectArrayIterator,3,67
CollectionUtils,3,67
AbstractSetValuedMap,3,67
MultiValuedMap,3,67
ArrayListValuedHashMap,2,58
ArrayListValuedHashMapTest,2,58
HashSetValuedHashMap,2,58
HashSetValuedHashMapTest,2,58
ArrayIterator,2,67
TransformedMultiValuedMapTest,2,67
PermutationIterator,2,67
PushbackIterator,2,67
FactoryUtils,2,67
AbstractMultiValuedMapTest,2,67
ClosureUtils,2,67
TransformerUtils,2,67
UnmodifiableMultiValuedMapTest,2,67
PredicatedCollection,2,67
BoundedIteratorTest,2,67
MapUtilsTest,2,67
AbstractListValuedMap,2,67
EnumerationIterator,2,67
ListUtils,2,67
HashMultiSet,2,67
AbstractMultiSet,1,53
PredicatedMultiSetTest,1,64
UnmodifiableMultiSetTest,1,64
HashMultiSetTest,1,64
SynchronizedMultiSetTest,1,64
MultiSetUtils,1,65
OrderedMap,1,67
OrderedBidiMap,1,67
AbstractBitwiseTrie,1,67
OrderedMapIterator,1,67
PassiveExpiringMap,1,67
PassiveExpiringMapTest,1,67
PeekingIterator,1,67
PeekingIteratorTest,1,67
OrPredicate,1,67
PredicatedBagTest,1,67
PredicatedCollectionBuilderTest,1,67
PredicatedCollectionTest,1,67
PredicatedList,1,67
PredicatedListTest,1,67
PredicateTransformer,1,67
ObjectArrayListIterator,1,67
OnePredicate,1,67
NodeListIteratorTest,1,67
MultiMap,1,67
MultiMapUtils,1,67
MultiMapUtilsTest,1,67
MultiSet,1,67
MultiValuedHashMap,1,67
NOPClosure,1,67
NOPTransformer,1,67
NodeListIterator,1,67
NonePredicate,1,67
ObjectGraphIteratorTest,1,67
NotNullPredicate,1,67
NotPredicate,1,67
NullComparator,1,67
NullIsExceptionPredicate,1,67
NullIsFalsePredicate,1,67
NullIsTruePredicate,1,67
NullPredicate,1,67
ObjectGraphIterator,1,67
PredicatedMapTest,1,67
PredicatedSortedSetTest,1,67
PredicatedNavigableSetTest,1,67
TransformerClosure,1,67
TransformedCollectionTest,1,67
TransformedList,1,67
TransformedMapTest,1,67
TransformedMultiValuedMap,1,67
TransformedPredicate,1,67
TransformedQueue,1,67
TransformedSortedMap,1,67
TransformedSortedSet,1,67
TransformedSplitMap,1,67
TransformedSplitMapTest,1,67
TransformerPredicate,1,67
PredicatedQueue,1,67
TreeBagTest,1,67
TreeList,1,67
TruePredicate,1,67
UniquePredicate,1,67
UnmodifiableIterator,1,67
UnmodifiableListIterator,1,67
UnmodifiableMapIterator,1,67
UnmodifiableOrderedMapIterator,1,67
UnmodifiableTrie,1,67
ZippingIterator,1,67
TransformIterator,1,67
TiedMapEntry,1,67
SynchronizedMultiSet,1,67
SwitchTransformer,1,67
PredicatedQueueTest,1,67
PredicatedSetTest,1,67
PredicatedSortedBagTest,1,67
PredicatedSortedMap,1,67
PredicatedSortedMapTest,1,67
PredicatedSortedSet,1,67
MapTransformer,1,67
PushbackIteratorTest,1,67
ReplacementsFinder,1,67
ReverseListIterator,1,67
SequencesComparatorTest,1,67
SingletonIterator,1,67
SingletonListIterator,1,67
SingletonMap,1,67
SkippingIteratorTest,1,67
SortedBidiMap,1,67
SplitMapUtils,1,67
SplitMapUtilsTest,1,67
StaticBucketMap,1,67
StringValueTransformer,1,67
SwitchClosure,1,67
MapUtils,1,67
ListIteratorWrapper,1,67
MapPerformance,1,67
ClosureTransformer,1,67
AndPredicate,1,67
AnyPredicate,1,67
ArrayListIterator,1,67
Bag,1,67
BidiMap,1,67
BoundedIterator,1,67
CatchAndRethrowClosure,1,67
ChainedClosure,1,67
ChainedTransformer,1,67
CircularFifoQueue,1,67
ClosureUtilsTest,1,67
ConstantFactory,1,67
CollatingIterator,1,67
CollectionUtilsTest,1,67
ComparatorChain,1,67
ComparatorChainTest,1,67
ComparatorPredicate,1,67
ComparatorPredicateTest,1,67
CompositeCollectionTest,1,67
CompositeMap,1,67
CompositeMapTest,1,67
CompositeSet,1,67
AllPredicate,1,67
AbstractUntypedIteratorDecorator,1,67
AbstractSortedSetDecorator,1,67
AbstractSortedMapDecorator,1,67
AbstractIterableGetMapDecorator,1,67
AbstractIterableMap,1,67
AbstractIteratorDecorator,1,67
AbstractKeyValue,1,67
AbstractLinkedList,1,67
AbstractLinkedMap,1,67
AbstractListDecorator,1,67
AbstractListIteratorDecorator,1,67
AbstractMapDecorator,1,67
AbstractMapEntryDecorator,1,67
AbstractMapIteratorDecorator,1,67
AbstractMapTest,1,67
AbstractMultiSetTest,1,67
AbstractMultiValuedMapDecorator,1,67
AbstractObjectTest,1,67
AbstractOrderedMapDecorator,1,67
AbstractOrderedMapIteratorDecorator,1,67
AbstractPatriciaTrie,1,67
AbstractQuantifierPredicate,1,67
AbstractQueueDecorator,1,67
AbstractReferenceMap,1,67
CompositeSetTest,1,67
ConstantTransformer,1,67
MapIterator,1,67
LRUMap,1,67
IfTransformer,1,67
IndexedCollectionTest,1,67
InstanceofPredicate,1,67
IterableUtils,1,67
IteratorChain,1,67
IteratorChainTest,1,67
IteratorEnumeration,1,67
IteratorIterable,1,67
IteratorUtils,1,67
KeyAnalyzer,1,67
LazyIteratorChain,1,67
DefaultEquator,1,67
LazyIteratorChainTest,1,67
LazyMapTest,1,67
LazySortedMap,1,67
AbstractHashedMap,1,67
ListOrderedMap,1,67
ListOrderedSet,1,67
ListUtilsTest,1,67
LoopingIterator,1,67
LoopingListIterator,1,67
MapBackedSet,1,67
IfClosure,1,67
IdentityPredicate,1,67
FluentIterableTest,1,67
Flat3Map,1,67
DefaultedMapTest,1,67
DualTreeBidiMap2Test,1,67
EmptyMapMutator,1,67
EmptySetMutator,1,67
EntrySetMapIterator,1,67
EntrySetToMapIteratorAdapter,1,67
EqualPredicate,1,67
ExceptionClosure,1,67
ExceptionFactory,1,67
ExceptionPredicate,1,67
ExceptionTransformer,1,67
FactoryTransformer,1,67
FalsePredicate,1,67
FilterIterator,1,67
FilterIteratorTest,1,67
FilterListIterator,1,67
FilterListIteratorTest,1,67
FixedOrderComparator,1,67
FixedSizeList,1,67
FixedSizeMap,1,67
FixedSizeSortedMap,1,67
package-info,1,67
