Version,Strategy,Accuracy,FDR
1,Total,0.3076923076923077,1
1,Mean,0.4230769230769231,1
1,Max,0.4230769230769231,1
1,Min,0.4230769230769231,1
1,TotalLines,0.3076923076923077,1
1,MeanLines,0.3076923076923077,1
1,MaxLines,0.4230769230769231,1
1,MinLines,0.38461538461538464,1
2,Total,0.0,0
2,Mean,0.0,0
2,Max,0.0,0
2,Min,0.0,0
2,TotalLines,0.0,0
2,MeanLines,0.0,0
2,MaxLines,0.0,0
2,MinLines,0.0,0
3,Total,0.0,0
3,Mean,0.2222222222222222,1
3,Max,0.2222222222222222,1
3,Min,0.2222222222222222,1
3,TotalLines,0.0,0
3,MeanLines,0.0,0
3,MaxLines,0.0,0
3,MinLines,0.2222222222222222,1
4,Total,0.0,0
4,Mean,0.0,0
4,Max,0.0,0
4,Min,0.0,0
4,TotalLines,0.0,0
4,MeanLines,0.0,0
4,MaxLines,0.0,0
4,MinLines,0.0,0
5,Total,0.0,0
5,Mean,0.0,0
5,Max,0.0,0
5,Min,0.0,0
5,TotalLines,0.0,0
5,MeanLines,0.0,0
5,MaxLines,0.0,0
5,MinLines,0.0,0
6,Total,0.2857142857142857,1
6,Mean,0.2857142857142857,1
6,Max,0.2857142857142857,1
6,Min,0.2857142857142857,1
6,TotalLines,0.2857142857142857,1
6,MeanLines,0.2857142857142857,1
6,MaxLines,0.2857142857142857,1
6,MinLines,0.2857142857142857,1
7,Total,0.0,0
7,Mean,0.0,0
7,Max,0.0,0
7,Min,0.0,0
7,TotalLines,0.0,0
7,MeanLines,0.0,0
7,MaxLines,0.0,0
7,MinLines,0.0,0
8,Total,0.0,0
8,Mean,0.0,0
8,Max,0.0,0
8,Min,0.0,0
8,TotalLines,0.0,0
8,MeanLines,0.0,0
8,MaxLines,0.0,0
8,MinLines,0.0,0
9,Total,0.0,0
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
9,TotalLines,0.0,0
9,MeanLines,0.0,0
9,MaxLines,0.0,0
9,MinLines,0.0,0
10,Total,0.0,0
10,Mean,0.0,0
10,Max,0.0,0
10,Min,0.0,0
10,TotalLines,0.0,0
10,MeanLines,0.0,0
10,MaxLines,0.0,0
10,MinLines,0.0,0
11,Total,0.0,0
11,Mean,0.0,0
11,Max,0.0,0
11,Min,0.0,0
11,TotalLines,0.0,0
11,MeanLines,0.0,0
11,MaxLines,0.0,0
11,MinLines,0.0,0
12,Total,0.5,1
12,Mean,0.5,1
12,Max,0.5,1
12,Min,0.5,1
12,TotalLines,0.5,1
12,MeanLines,0.5,1
12,MaxLines,0.5,1
12,MinLines,0.5,1
13,Total,0.0,0
13,Mean,1.0,1
13,Max,1.0,1
13,Min,1.0,1
13,TotalLines,0.0,0
13,MeanLines,1.0,1
13,MaxLines,1.0,1
13,MinLines,1.0,1
14,Total,0.0,0
14,Mean,1.0,1
14,Max,1.0,1
14,Min,1.0,1
14,TotalLines,0.0,0
14,MeanLines,1.0,1
14,MaxLines,1.0,1
14,MinLines,1.0,1
15,Total,0.0,0
15,Mean,0.0,0
15,Max,0.0,0
15,Min,0.0,0
15,TotalLines,0.0,0
15,MeanLines,0.0,0
15,MaxLines,0.0,0
15,MinLines,0.0,0
16,Total,1.0,1
16,Mean,0.0,0
16,Max,0.0,0
16,Min,0.0,0
16,TotalLines,1.0,1
16,MeanLines,0.0,0
16,MaxLines,0.0,0
16,MinLines,0.0,0
17,Total,0.0,0
17,Mean,1.0,1
17,Max,1.0,1
17,Min,1.0,1
17,TotalLines,0.0,0
17,MeanLines,1.0,1
17,MaxLines,1.0,1
17,MinLines,1.0,1
18,Total,0.0,0
18,Mean,0.0,0
18,Max,0.0,0
18,Min,0.0,0
18,TotalLines,0.0,0
18,MeanLines,0.0,0
18,MaxLines,0.0,0
18,MinLines,0.0,0
19,Total,0.0,0
19,Mean,0.0,0
19,Max,0.0,0
19,Min,0.0,0
19,TotalLines,0.0,0
19,MeanLines,0.0,0
19,MaxLines,0.0,0
19,MinLines,0.0,0
20,Total,0.0,0
20,Mean,0.0,0
20,Max,0.0,0
20,Min,0.0,0
20,TotalLines,0.0,0
20,MeanLines,0.0,0
20,MaxLines,0.0,0
20,MinLines,0.0,0
21,Total,0.0,0
21,Mean,0.0,0
21,Max,0.0,0
21,Min,0.0,0
21,TotalLines,0.0,0
21,MeanLines,0.0,0
21,MaxLines,0.0,0
21,MinLines,0.0,0
22,Total,0.0,0
