version, time
1, 165.01307797431946
2, 101.4463939666748
3, 4.372542858123779
4, 7.866934061050415
5, 4.872172117233276
6, 4.335154294967651
7, 2.704805850982666
8, 88.08739352226257
9, 2.1362104415893555
10, 7.626167058944702
11, 3.0516111850738525
12, 0.00529932975769043
13, 90.69486117362976
14, 1.120248556137085
15, 0.6691086292266846
16, 4.756065130233765
17, 0.7264237403869629
18, 109.2683937549591
19, 3.465003490447998
20, 0.00508570671081543
21, 62.57358264923096
22, 24.746237993240356
23, 7.530703544616699
24, 15.08199667930603
25, 0.6182537078857422
26, 3.220950126647949
27, 4.831650018692017
28, 2.8535306453704834
29, 10.845654249191284
30, 1.0978114604949951
31, 4.670830726623535
32, 0.6378164291381836
33, 1.8699843883514404
34, 65.99936604499817
35, 0.006867170333862305
36, 109.3446147441864
37, 10.8316068649292
38, 3.3528735637664795
39, 0.4472768306732178
40, 70.77028012275696
41, 3.139134168624878
42, 0.005111217498779297
43, 73.07109999656677
44, 0.4696786403656006
45, 0.45680999755859375
46, 0.2073075771331787
47, 80.6920280456543
48, 2.272935628890991
49, 0.005181789398193359
50, 101.13733911514282
51, 7.7006614208221436
52, 1.8319039344787598
53, 0.18495941162109375
54, 63.45241928100586
55, 2.0633187294006348
56, 1.1397068500518799
57, 1.030853509902954
58, 2.1378870010375977
59, 72.67675685882568
60, 2.1256327629089355
61, 0.8871042728424072
62, 0.10189032554626465
63, 73.94642472267151
64, 2.584710121154785
65, 5.292667388916016
66, 2.3541038036346436
67, 0.4457275867462158
68, 1.1235826015472412
69, 1.1917343139648438
70, 79.21462941169739
71, 0.005120992660522461
72, 0.9654238224029541
73, 79.9097547531128
74, 3.6587154865264893
75, 2.740474224090576
76, 7.224600076675415
77, 1.51011323928833
78, 83.73668813705444
79, 0.8349168300628662
80, 145.27690935134888
81, 0.790442943572998
82, 0.6936497688293457
83, 1.700364589691162
84, 0.9513158798217773
85, 0.711392879486084
86, 0.5356833934783936
87, 0.9448020458221436
88, 3.991797924041748
89, 0.556053638458252
90, 3.8247077465057373
91, 1.3834869861602783
92, 0.005278587341308594
93, 89.61092329025269
94, 0.3783230781555176
95, 89.64146542549133
96, 153.48356699943542
97, 1.629535436630249
98, 1.3038709163665771
99, 0.1714634895324707
100, 155.8222918510437
101, 1.7597620487213135
102, 1.4531102180480957
103, 0.5792016983032227
104, 8.911020517349243
105, 2.436741828918457
106, 27.465203523635864
107, 0.31039929389953613
108, 28.471231937408447
109, 5.037147045135498
110, 1.7366275787353516
111, 0.30950188636779785
112, 2.3057217597961426
