TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness
com.google.gson.JsonParserTest.testReadWriteTwoObjects,0.21524663677130046,0.10456924789978435,0.023350253807106598,0.4182769915991374
com.google.gson.MixedStreamTest.testReadMixedStreamed,0.21524663677130046,0.12435088717611982,0.007537688442211055,0.3730526615283595
com.google.gson.MixedStreamTest.testReaderDoesNotMutateState,0.21524663677130046,0.12435088717611982,0.007537688442211055,0.3730526615283595
com.google.gson.MixedStreamTest.testReadInvalidState,0.21524663677130046,0.12435088717611982,0.007537688442211055,0.3730526615283595
com.google.gson.MixedStreamTest.testReadNulls,0.21524663677130046,0.12435088717611982,0.007537688442211055,0.3730526615283595
com.google.gson.MixedStreamTest.testReadClosed,0.21524663677130046,0.12435088717611982,0.007537688442211055,0.3730526615283595
com.google.gson.functional.StreamingTypeAdaptersTest.testNullSafe,0.15026833631484796,0.07863542717867254,0.021164021164021163,0.31454170871469017
com.google.gson.functional.CustomSerializerTest.testSubClassSerializerInvokedForBaseClassFieldsHoldingArrayOfSubClassInstances,0.15026833631484796,0.05139662184344703,0.0033707865168539327,0.30837973106068217
com.google.gson.functional.ObjectTest.testJsonObjectSerialization,0.15026833631484796,0.0742397137745975,0.03130590339892665,0.29695885509839
com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testRegisteredDeserializerOverridesJsonAdapter,0.15026833631484796,0.09757061772565649,0.05925925925925926,0.29271185317696946
com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testRegisteredAdapterOverridesJsonAdapter,0.15026833631484796,0.09757061772565649,0.05925925925925926,0.29271185317696946
com.google.gson.functional.JsonAdapterAnnotationOnClassesTest.testRegisteredSerializerOverridesJsonAdapter,0.15026833631484796,0.09757061772565649,0.05925925925925926,0.29271185317696946
com.google.gson.functional.MapTest.testCustomSerializerForSpecificMapType,0.15026833631484796,0.07287526931870396,0.016420361247947456,0.29150107727481583
com.google.gson.functional.CustomSerializerTest.testBaseClassSerializerInvokedForBaseClassFields,0.15026833631484796,0.05720367429800406,0.0033707865168539327,0.2860183714900203
com.google.gson.functional.CustomSerializerTest.testSubClassSerializerInvokedForBaseClassFieldsHoldingSubClassInstances,0.15026833631484796,0.05720367429800406,0.0033707865168539327,0.2860183714900203
com.google.gson.functional.CustomSerializerTest.testBaseClassSerializerInvokedForBaseClassFieldsHoldingSubClassInstances,0.15026833631484796,0.05720367429800406,0.0033707865168539327,0.2860183714900203
com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter,0.15026833631484796,0.09510148192318736,0.05185185185185185,0.2853044457695621
com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testRegisteredTypeAdapterTakesPrecedenceOverClassAnnotationAdapter,0.15026833631484796,0.09510148192318736,0.05185185185185185,0.2853044457695621
com.google.gson.functional.MapTest.testMapSerializationWithNullValuesSerialized,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
com.google.gson.functional.MapTest.testInterfaceTypeMapWithSerializer,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
com.google.gson.functional.MapTest.testSerializeMaps,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
com.google.gson.functional.MapTest.testGeneralMapField,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
com.google.gson.functional.MapTest.testMapSubclassDeserialization,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
com.google.gson.functional.MapTest.testMapSerializationWithNullValueButSerializeNulls,0.15026833631484796,0.09169357200895613,0.041628122109158186,0.2750807160268684
