Project,Version,Strategy,Budget,SelectedTestCases
Jsoup,1,Total,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.TextNodeTest.testTextBean"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.integration.ParseTest.testYahooJp"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.integration.ParseTest.testGoogleSearchIpod"", ""org.jsoup.parser.AttributeParseTest.emptyOnNoKey"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.nodes.ElementTest.testWrapWithRemainder"", ""org.jsoup.nodes.ElementTest.testWrap"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates""]"
Jsoup,1,Mean,25,"[""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.testReplace"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates""]"
Jsoup,1,Max,25,"[""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.nodes.NodeTest.handlesAbsPrefix"", ""org.jsoup.parser.ParserTest.createsImplicitTable"", ""org.jsoup.parser.ParserTest.parsesUnterminatedAttribute"", ""org.jsoup.parser.ParserTest.parsesRoughAttributes"", ""org.jsoup.parser.ParserTest.parsesSimpleDocument"", ""org.jsoup.nodes.ElementTest.testPrependElement"", ""org.jsoup.nodes.ElementTest.testClassDomMethods"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttribute"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.nodes.ElementTest.testGetElementsWithAttributeValue"", ""org.jsoup.nodes.ElementTest.testGetElementById""]"
Jsoup,1,Min,25,"[""org.jsoup.parser.TagTest.defaultSemantics"", ""org.jsoup.parser.TagTest.spanSemantics"", ""org.jsoup.parser.TagTest.valueOfChecksNotEmpty"", ""org.jsoup.parser.TagTest.isCaseInsensitive"", ""org.jsoup.parser.TagTest.imgSemantics"", ""org.jsoup.parser.TagTest.equality"", ""org.jsoup.parser.TagTest.valueOfChecksNotNull"", ""org.jsoup.parser.TagTest.trims"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.parser.TagTest.pSemantics"", ""org.jsoup.nodes.TextNodeTest.testBlank"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.nodes.ElementTest.testKeepsPreText"", ""org.jsoup.parser.ParserTest.createsStructureFromBodySnippet"", ""org.jsoup.nodes.NodeTest.testRemove"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.testPseudoGreaterThan"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.nodes.ElementTest.testFormatHtml"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.nodes.ElementTest.testGetSiblings"", ""org.jsoup.select.SelectorTest.caseInsensitive"", ""org.jsoup.select.ElementsTest.hasText""]"
Jsoup,2,Total,25,"[""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.safety.CleanerTest.testDropComments"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.safety.CleanerTest.dropsUnresolvableRelativeLinks"", ""org.jsoup.safety.CleanerTest.testDropsUnknownTags"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.nodes.ElementTest.testGetElementById"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.parser.ParserTest.handlesTextAfterData"", ""org.jsoup.parser.ParserTest.handlesDataOnlyTags"", ""org.jsoup.parser.TagTest.pSemantics"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.parser.TagTest.spanSemantics"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.ElementsTest.outerHtml"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.parser.ParserTest.handlesUnknownInlineTags"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.integration.ParseTest.testYahooJp"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.parser.TagTest.valueOfChecksNotNull"", ""org.jsoup.nodes.ElementTest.testKeepsPreTextInCode"", ""org.jsoup.parser.ParserTest.createsStructureFromBodySnippet"", ""org.jsoup.safety.CleanerTest.testDropImageScript"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId""]"
Jsoup,2,Mean,25,"[""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.ElementsTest.attr"", ""org.jsoup.select.SelectorTest.testPseudoLessThan"", ""org.jsoup.parser.ParserTest.handlesInvalidStartTags"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.select.SelectorTest.testById"", ""org.jsoup.select.SelectorTest.testCharactersInIdAndClass"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.select.ElementsTest.eq"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.nodes.ElementTest.testSetHtml"", ""org.jsoup.safety.CleanerTest.testHandlesEmptyAttributes"", ""org.jsoup.nodes.ElementTest.testPrependNewHtml"", ""org.jsoup.select.ElementsTest.text"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.select.ElementsTest.wrap"", ""org.jsoup.select.ElementsTest.is"", ""org.jsoup.nodes.ElementTest.testAddNewText"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.ElementTest.testPrependText"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.select.SelectorTest.testPseudoEquals"", ""org.jsoup.select.SelectorTest.testGroupOrAttribute"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.safety.CleanerTest.testRelaxed"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.nodes.ElementTest.testGetText"", ""org.jsoup.safety.CleanerTest.basicBehaviourTest"", ""org.jsoup.parser.ParserTest.handlesEscapedData"", ""org.jsoup.select.SelectorTest.testSupportsLeadingCombinator"", ""org.jsoup.parser.ParserTest.handlesFrames"", ""org.jsoup.parser.TagTest.isCaseInsensitive""]"
Jsoup,2,Max,25,"[""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.ElementsTest.attr"", ""org.jsoup.select.SelectorTest.testPseudoLessThan"", ""org.jsoup.parser.ParserTest.handlesInvalidStartTags"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.select.SelectorTest.testById"", ""org.jsoup.select.SelectorTest.testCharactersInIdAndClass"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.select.ElementsTest.eq"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.nodes.ElementTest.testSetHtml"", ""org.jsoup.safety.CleanerTest.testHandlesEmptyAttributes"", ""org.jsoup.nodes.ElementTest.testPrependNewHtml"", ""org.jsoup.select.ElementsTest.text"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.select.ElementsTest.wrap"", ""org.jsoup.select.ElementsTest.is"", ""org.jsoup.nodes.ElementTest.testAddNewText"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.ElementTest.testPrependText"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.select.SelectorTest.testPseudoEquals"", ""org.jsoup.select.SelectorTest.testGroupOrAttribute"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.safety.CleanerTest.testRelaxed"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.nodes.ElementTest.testGetText"", ""org.jsoup.safety.CleanerTest.basicBehaviourTest"", ""org.jsoup.parser.ParserTest.handlesEscapedData"", ""org.jsoup.select.SelectorTest.testSupportsLeadingCombinator"", ""org.jsoup.parser.ParserTest.handlesFrames"", ""org.jsoup.parser.TagTest.isCaseInsensitive""]"
Jsoup,2,Min,25,"[""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.ElementsTest.attr"", ""org.jsoup.select.SelectorTest.testPseudoLessThan"", ""org.jsoup.parser.ParserTest.handlesInvalidStartTags"", ""org.jsoup.nodes.ElementTest.testNormalisesText"", ""org.jsoup.select.SelectorTest.testById"", ""org.jsoup.select.SelectorTest.testCharactersInIdAndClass"", ""org.jsoup.nodes.ElementTest.testGetElementsWithClass"", ""org.jsoup.select.ElementsTest.eq"", ""org.jsoup.parser.ParserTest.parsesComments"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.nodes.ElementTest.testSetHtml"", ""org.jsoup.safety.CleanerTest.testHandlesEmptyAttributes"", ""org.jsoup.nodes.ElementTest.testPrependNewHtml"", ""org.jsoup.select.ElementsTest.text"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.select.ElementsTest.wrap"", ""org.jsoup.select.ElementsTest.is"", ""org.jsoup.nodes.ElementTest.testAddNewText"", ""org.jsoup.parser.AttributeParseTest.parsesRoughAttributeString"", ""org.jsoup.parser.ParserTest.parsesUnterminatedComments"", ""org.jsoup.nodes.ElementTest.testPrependText"", ""org.jsoup.nodes.NodeTest.handlesBaseUri"", ""org.jsoup.select.SelectorTest.testPseudoEquals"", ""org.jsoup.select.SelectorTest.testGroupOrAttribute"", ""org.jsoup.nodes.ElementTest.getElementsByTagName"", ""org.jsoup.safety.CleanerTest.testRelaxed"", ""org.jsoup.parser.TagTest.divSemantics"", ""org.jsoup.nodes.ElementTest.testGetText"", ""org.jsoup.safety.CleanerTest.basicBehaviourTest"", ""org.jsoup.parser.ParserTest.handlesEscapedData"", ""org.jsoup.select.SelectorTest.testSupportsLeadingCombinator"", ""org.jsoup.parser.ParserTest.handlesFrames"", ""org.jsoup.parser.TagTest.isCaseInsensitive""]"
Jsoup,3,Total,25,"[""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.select.SelectorTest.deeperDescendant"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.parser.AttributeParseTest.emptyOnNoKey"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.parser.ParserTest.handlesMultiClosingBody"", ""org.jsoup.parser.ParserTest.parsesUnterminatedTag"", ""org.jsoup.nodes.DocumentTest.setTextPreservesDocumentStructure"", ""org.jsoup.select.ElementsTest.filter"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId"", ""org.jsoup.parser.ParserTest.handlesInvalidStartTags"", ""org.jsoup.select.ElementsTest.attributes"", ""org.jsoup.select.SelectorTest.parentWithClassChild"", ""org.jsoup.select.SelectorTest.descendant"", ""org.jsoup.integration.ParseTest.testGoogleSearchIpod"", ""org.jsoup.nodes.TextNodeTest.testTextBean"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.nodes.ElementTest.testPrependRowToTable"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.select.SelectorTest.testByTag"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.select.SelectorTest.mixCombinatorGroup""]"
Jsoup,3,Mean,25,"[""org.jsoup.select.ElementsTest.hasText"", ""org.jsoup.select.ElementsTest.attr"", ""org.jsoup.parser.ParserTest.handlesTextArea"", ""org.jsoup.select.SelectorTest.notAdjacent"", ""org.jsoup.select.SelectorTest.testAllWithClass"", ""org.jsoup.integration.ParseTest.testSmhBizArticle"", ""org.jsoup.select.ElementsTest.eq"", ""org.jsoup.select.SelectorTest.caseInsensitive"", ""org.jsoup.select.ElementsTest.is"", ""org.jsoup.select.ElementsTest.text"", ""org.jsoup.select.ElementsTest.html"", ""org.jsoup.select.ElementsTest.hasAttr"", ""org.jsoup.select.ElementsTest.outerHtml"", ""org.jsoup.nodes.ElementTest.testInnerHtml"", ""org.jsoup.parser.ParserTest.handlesBaseWithoutHref"", ""org.jsoup.select.SelectorTest.parentChildElement"", ""org.jsoup.parser.ParserTest.createsDocumentStructure"", ""org.jsoup.select.ElementsTest.val"", ""org.jsoup.select.ElementsTest.setHtml"", ""org.jsoup.parser.ParserTest.handlesBaseTags"", ""org.jsoup.parser.AttributeParseTest.parsesEmptyString"", ""org.jsoup.nodes.ElementTest.testElementSiblingIndex"", ""org.jsoup.parser.ParserTest.handlesCdata"", ""org.jsoup.integration.ParseTest.testNewsHomepage"", ""org.jsoup.parser.ParserTest.handlesUnclosedDefinitionLists"", ""org.jsoup.nodes.ElementTest.testPrependRowToTable"", ""org.jsoup.select.SelectorTest.multiChildDescent"", ""org.jsoup.select.SelectorTest.testByClass"", ""org.jsoup.nodes.ElementTest.testClassUpdates"", ""org.jsoup.parser.ParserTest.handlesInvalidStartTags"", ""org.jsoup.select.SelectorTest.testPseudoBetween"", ""org.jsoup.parser.ParserTest.handlesEmptyBlocks"", ""org.jsoup.select.SelectorTest.mixCombinator"", ""org.jsoup.parser.ParserTest.handlesUnknownTags"", ""org.jsoup.parser.ParserTest.createsImplicitLists"", ""org.jsoup.select.SelectorTest.adjacentSiblingsWithId""]"
