Project,Version,Strategy,Budget,SelectedTestCases
Compress,1,Total,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testExtraFieldMerging"", ""org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest.testJarMarker"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testRead7ZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testZipFileReadsUnicodeFields"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testAddAsFirstExtraField"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testExtraFields"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeletePlusAdd"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToZip"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteAddDelete"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testAddDeleteAdd"", ""org.apache.commons.compress.archivers.ZipTestCase.testZipArchiveCreation"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.archivers.zip.ExtraFieldUtilsTest.testParse"", ""org.apache.commons.compress.archivers.ZipTestCase.testZipUnarchive"", ""org.apache.commons.compress.archivers.JarTestCase.testJarArchiveCreation""]"
Compress,1,Mean,25,"[""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testRead7ZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testZipFileReadsUnicodeFields"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testFileSystemRoot"", ""org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest.testJarMarker"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong""]"
Compress,1,Max,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testFileSystemRoot"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testRead7ZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testZipFileReadsUnicodeFields"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.archivers.jar.JarArchiveOutputStreamTest.testJarMarker"", ""org.apache.commons.compress.archivers.ZipTestCase.testZipUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testExtraFieldMerging""]"
Compress,1,Min,25,"[""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testASCIIFileRoundtripExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testCP437FileRoundtripImplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8FileRoundtripNoEFSExplicitUnicodeExtra"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testRead7ZipArchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testZipFileReadsUnicodeFields"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testZipLong"", ""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testExtraFieldMerging""]"
Compress,1,TotalLines,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testToBytes"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testClone"", ""org.apache.commons.compress.DetectArchiverTestCase.testDetection"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.archivers.zip.AsiExtraFieldTest.testReparse"", ""org.apache.commons.compress.archivers.JarTestCase.testJarUnarchiveAll"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testFromBytes"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testToBytes""]"
Compress,1,MeanLines,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testToBytes"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testClone"", ""org.apache.commons.compress.DetectArchiverTestCase.testDetection"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.archivers.zip.AsiExtraFieldTest.testReparse"", ""org.apache.commons.compress.archivers.JarTestCase.testJarUnarchiveAll"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testFromBytes"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testToBytes""]"
Compress,1,MaxLines,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testToBytes"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testClone"", ""org.apache.commons.compress.DetectArchiverTestCase.testDetection"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.archivers.zip.AsiExtraFieldTest.testReparse"", ""org.apache.commons.compress.archivers.JarTestCase.testJarUnarchiveAll"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testFromBytes"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testToBytes""]"
Compress,1,MinLines,25,"[""org.apache.commons.compress.archivers.tar.TarArchiveEntryTest.testTarFileWithFSRoot"", ""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testToBytes"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testClone"", ""org.apache.commons.compress.DetectArchiverTestCase.testDetection"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.archivers.zip.AsiExtraFieldTest.testReparse"", ""org.apache.commons.compress.archivers.JarTestCase.testJarUnarchiveAll"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testFromBytes"", ""org.apache.commons.compress.archivers.zip.ZipUtilTest.testAdjustToLong"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.zip.ZipArchiveEntryTest.testUnixMode"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.archivers.zip.ZipShortTest.testToBytes""]"
Compress,2,Total,25,"[""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioUnarchive"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.ArTestCase.testArDelete"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteAddDelete"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToZip"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeletePlusAdd"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testAddDeleteToOneFileArchive"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testAddDeleteAdd"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToJar"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToTar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFile"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromTar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir""]"
Compress,2,Mean,25,"[""org.apache.commons.compress.archivers.cpio.CpioArchiveInputStreamTest.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testUtf8Interoperability"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioArchiveCreation"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testClone"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testFromBytes"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testToBytes"", ""org.apache.commons.compress.archivers.CpioTestCase.testCpioUnarchive"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testEquals"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testZipFileReadsUnicodeFields"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testReadWinZipArchiveForStream"", ""org.apache.commons.compress.archivers.zip.UTF8ZipFilesTest.testRead7ZipArchiveForStream"", ""org.apache.commons.compress.archivers.zip.ZipLongTest.testSign"", ""org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation"", ""org.apache.commons.compress.archivers.ArTestCase.testArUnarchive"", ""org.apache.commons.compress.archivers.ArTestCase.testArDelete"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromJar"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip"", ""org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFile""]"
