Method,Used Classes
com.fasterxml.jackson.databind.deser.TestCustomValueInstDefaults.testPresentZeroPrimitive,"Object, TestCustomValueInstDefaults$BigBucketInstantiator, BeanDescription, ObjectMapper, TestCustomValueInstDefaults, Integer, PropertyValueBuffer, TestCustomValueInstDefaults$BigBucket, TestCustomValueInstDefaults$BucketInstantiators, TestCustomValueInstDefaults$BucketInstantiator, SettableBeanProperty, TestCustomValueInstDefaults$Bucket, Module$SetupContext, String, SimpleModule, TestCustomValueInstDefaults$BucketModule, StdValueInstantiator"
com.fasterxml.jackson.databind.deser.JDKNumberDeserTest.testFpTypeOverrideStructured,"JDKNumberDeserTest, Object, Map, StringBuilder, BigDecimal, ObjectMapper, List, ObjectReader"
com.fasterxml.jackson.databind.misc.TestJSONP.BaseMapTest,
com.fasterxml.jackson.databind.deser.TestCustomFactory.BaseMapTest,
com.fasterxml.jackson.databind.ser.TestJdkTypes.testFile,"ObjectMapper, TestJdkTypes, File, String"
com.fasterxml.jackson.databind.ser.TestJsonSerialize.testStaticTypingWithArray,"ObjectMapper, Object, TestJsonSerialize$ValueClass, TestJsonSerialize"
com.fasterxml.jackson.databind.introspect.TestPOJOPropertiesCollector.testGlobalVisibilityForGetters,"ObjectMapper, BasicClassIntrospector, Map, TestPOJOPropertiesCollector, POJOPropertiesCollector"
com.fasterxml.jackson.databind.deser.TestIgnoredTypes.testSingleWithMixins,"ObjectMapper, Object, SimpleModule, TestIgnoredTypes$Person, TestIgnoredTypes$PersonWrapper, TestIgnoredTypes"
com.fasterxml.jackson.databind.ser.TestJsonValue.testJsonValueWithCustomOverride,"Object, JsonGenerator, TestJsonValue, StdScalarSerializer, ObjectMapper, TestJsonValue$Bean838, SimpleModule, TestJsonValue$Bean838Serializer"
com.fasterxml.jackson.databind.introspect.TestPropertyConflicts.testInferredNameConflictsWithSetters,"ObjectMapper, String, AnnotatedMember, TestPropertyConflicts$InferingIntrospector, TestPropertyConflicts, JacksonAnnotationIntrospector"
com.fasterxml.jackson.databind.deser.TestCustomDeserializers.testCustomBeanDeserializer,"ObjectMapper, TestCustomDeserializers, List"
