ClassName,Changes,TotalCommits
JsonParser,13,64
UTF8StreamJsonParser,12,64
JsonGenerator,11,64
ReaderBasedJsonParser,10,64
JsonFactory,10,64
ParserBase,9,64
JsonReadFeature,9,64
JsonFactoryBuilder,7,64
UTF8JsonGenerator,7,64
UTF8DataInputJsonParser,7,64
WriterBasedJsonGenerator,6,64
StreamReadFeature,5,64
JsonFactoryTest,5,64
JsonWriteFeature,5,64
TSFBuilder,4,64
TestParserFeatures,4,64
StreamWriteFeature,4,64
NonStandardParserFeaturesTest,4,64
ParserMinimalBase,4,64
NonBlockingJsonParser,4,64
JsonParserTest,3,64
InputCoercionException,3,64
NumberOverflowTest,3,64
TokenStreamFactory,3,64
NumberParsingTest,3,64
TestGeneratorClosing,3,64
AsyncTokenFilterTest,3,64
module-info,3,64
TestParserClosing,2,64
TestGeneratorWithSerializedString,2,64
RequestPayloadTest,2,64
JsonReadException,2,64
JsonParseException,2,64
GeneratorFeaturesTest,2,64
TestRootValues,2,64
CommentParsingTest,2,64
BaseTest,2,64
Base64Variant,2,64
TrailingCommasTest,2,64
AsyncNonStdParsingTest,2,64
TestDelegates,1,64
TestDefaultPrettyPrinter,1,64
AsyncCommentParsingTest,1,64
TestHashCollisionChars,1,64
TestLocation,1,64
TestCustomEscaping,1,64
TestPrettyPrinter,1,64
TestDecorators,1,64
NumberOutput,1,64
TestCharEscaping,1,64
GeneratorBase,1,64
AsyncMissingValuesInArrayTest,1,64
AsyncMissingValuesInObjectTest,1,64
AsyncNonStdNumbersTest,1,64
AsyncNumberCoercionTest,1,64
AsyncNumberLeadingZeroesTest,1,64
Base64CodecTest,1,64
DefaultPrettyPrinter,1,64
JsonGeneratorImpl,1,64
TestArrayParsing,1,64
JsonProcessingException,1,64
NonBlockingJsonParserBase,1,64
NumberCoercionTest,1,64
NumberInput,1,64
AsyncFieldNamesTest,1,64
ObjectCodec,1,64
StreamReadException,1,64
package-info,1,64
