ClassName,Changes,TotalCommits
ByteQuadsCanonicalizer,8,26
TestSymbolTables,8,26
UTF8JsonGenerator,4,26
WriterBasedJsonGenerator,3,26
BytesToNameCanonicalizer,3,26
TokenFilter,3,26
FilteringGeneratorDelegate,3,26
TestSymbolsWithMediaItem,3,26
UTF8StreamJsonParser,2,26
TestJsonGeneratorFeatures,2,26
BaseTest,2,26
ParserMinimalBase,2,26
JsonWriteContext,2,26
DefaultPrettyPrinter,2,26
CharsToNameCanonicalizer,2,26
TestDefaultPrettyPrinter,1,26
JsonGeneratorDelegate,1,26
TextBuffer,1,26
TokenFilterContext,1,26
DefaultIndenter,1,26
PrettyPrinter,1,26
