TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.apache.commons.math.optimization.fitting.HarmonicFitterTest.testNoError,0.07936507936507936,0.029221736630118223,0.0056925996204933585,0.17533041978070935,2.5365079365079364,0.8098162479604135,0.026923076923076925,4.858897487762481
org.apache.commons.math.analysis.interpolation.SplineInterpolatorTest.testInterpolateSin,0.07936507936507936,0.0206378197978409,0.006439393939393939,0.1651025583827272,2.5365079365079364,0.47223544993358113,0.04947634525099314,3.777883599468649
org.apache.commons.math.distribution.ExponentialDistributionTest.testDensity,0.07936507936507936,0.03269507042639109,0.008306247742867461,0.16347535213195544,2.5365079365079364,0.7379347828182541,0.036475261827374504,3.68967391409127
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest.testSinMin,0.07936507936507936,0.020175931582260668,0.003189792663476874,0.16140745265808534,2.5365079365079364,0.4664643468332019,0.003189792663476874,3.7317147746656154
org.apache.commons.math.util.MathUtilsTest.testBinomialCoefficientLarge,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testArrayHash,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testArrayEqualsIncludingNaN,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testNormalizeAngle,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testCompareToMaxUlps,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testMath475,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testArrayEquals,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testBinomialCoefficient,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testEqualsIncludingNaNWithAllowedUlps,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testEqualsWithAllowedUlps,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.util.MathUtilsTest.testFactorial,0.07936507936507936,0.05278594516262678,0.03208002759572266,0.15835783548788035,2.5365079365079364,1.4110999779161213,0.8361503966885133,4.233299933748364
org.apache.commons.math.linear.SparseRealVectorTest.testMapFunctions,0.02531645569620253,0.005825660300821738,0.003283473184968989,0.15729282812218692,1.7761075949367089,0.1391400922656986,0.00408997955010225,3.756782491173862
org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest.testIncreasingTolerance,0.07936507936507936,0.025621699061303908,0.009013282732447819,0.15373019436782345,2.5365079365079364,0.6445487191018573,0.0896584440227704,3.8672923146111438
org.apache.commons.math.util.FastMathTest.testLog1pAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testAtanAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testExpm1Accuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testCosAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testToDegrees,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testAsinAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testTanAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testAcosAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testLog10Accuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testExpAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testToRadians,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testLogAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testSinAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testPowAccuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.util.FastMathTest.testAtan2Accuracy,0.07936507936507936,0.02551570701024794,0.00580875781948168,0.15309424206148764,2.5365079365079364,0.5978861452032372,0.05314009661835749,3.5873168712194237
org.apache.commons.math.linear.EigenDecompositionImplTest.testZeroDivide,0.07936507936507936,0.03816214808140339,0.015577672003461706,0.15264859232561356,3.836734693877551,1.8509849205452584,0.2622241453916054,7.403939682181034
org.apache.commons.math.ode.nonstiff.AdamsMoultonIntegratorTest.backward,0.07936507936507936,0.025226379643214097,0.006641366223908918,0.15135827785928457,2.5365079365079364,0.6317403699557472,0.055977229601518026,3.7904422197344836
org.apache.commons.math.stat.regression.GLSMultipleLinearRegressionTest.testGLSEfficiency,0.02331868874619804,0.01259574162720095,0.004468275245755138,0.1511488995264114,0.5180591025173295,0.22677085713163625,0.01385165326184093,2.721250285579635
org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest.testIncreasingTolerance,0.07936507936507936,0.025056248114173573,0.009013282732447819,0.15033748868504143,2.5365079365079364,0.6281506416350775,0.0896584440227704,3.768903849810465
org.apache.commons.math.ode.nonstiff.AdamsBashforthIntegratorTest.backward,0.07936507936507936,0.02466092869608376,0.006641366223908918,0.14796557217650255,2.5365079365079364,0.6153422924889674,0.055977229601518026,3.692053754933805
org.apache.commons.math.ode.nonstiff.GraggBulirschStoerIntegratorTest.testIncreasingTolerance,0.07936507936507936,0.024533648584881978,0.009013282732447819,0.14720189150929186,2.5365079365079364,0.8567329799303235,0.0896584440227704,5.140397879581941
org.apache.commons.math.linear.QRSolverTest.testSolve,0.03166783954961295,0.01839688809438001,0.010944910616563297,0.1471751047550401,2.212147134302823,0.5979460833618533,0.1175228712174525,4.783568666894826
org.apache.commons.math.linear.ArrayRealVectorTest.testMapFunctions,0.022241231822070145,0.005449565518157244,0.003283473184968989,0.14713826899024557,2.212147134302823,0.17358141969055343,0.00408997955010225,4.686698331644942
org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest.testIncreasingTolerance,0.07936507936507936,0.024454584701264017,0.009013282732447819,0.1467275082075841,2.5365079365079364,0.7452529040289951,0.13282732447817835,4.471517424173971
org.apache.commons.math.stat.correlation.PearsonsCorrelationTest.testStdErrorConsistency,0.07936507936507936,0.02425483518125651,0.007583965330444204,0.14552901108753905,2.5365079365079364,0.602836666634966,0.03358613217768147,3.6170199998097963
