ClassName,Changes,TotalCommits
TestAll,154,1494
LocalDate,50,736
LocalDateTime,43,736
LocalTime,37,735
TestDateTimeZoneCutover,25,529
TimeOfDay,68,1529
DateTimeFormatterBuilder,73,1712
DateTime,70,1712
TestLocalDate_Basics,28,729
YearMonthDay,56,1485
GwtTestAll,12,319
DateTimeZone,64,1712
MonthDay,11,315
MutableDateTime,59,1712
DateMidnight,48,1443
Period,42,1355
PeriodFormatterBuilder,42,1355
TestDuration_Basics,43,1388
TestDateTime_Basics,44,1465
TestLocalTime_Constructors,22,733
YearMonth,11,372
DateTimeParserBucket,32,1118
TestMonthDay_Constructors,9,315
TestLocalDateTime_Basics,20,702
TestInterval_Basics,38,1344
AbstractInterval,47,1670
DateTimeFormat,48,1712
TestDateTimeZone,40,1439
PersistentInstant,11,402
TestPeriod_Constructors,37,1359
DateTimeUtils,42,1544
TestLocalDateTime_Constructors,19,700
DateTimeFormatter,46,1712
TestLocalDate_Constructors,19,711
AbstractDuration,44,1706
TestPeriod_Basics,35,1359
PersistentLocalDateTime,11,428
TestDays,16,623
TestMonths,16,623
TestDateMidnight_Basics,37,1442
TestDateTimeFormatter,27,1058
Partial,24,950
PersistentInstantAsBigInt,9,357
Duration,43,1706
AbstractInstant,43,1712
GJChronology,43,1712
TestDateTimeUtils,35,1401
TestLocalTime_Basics,18,733
TestStringConverter,34,1396
TestSeconds,15,623
TestYears,15,623
TestHours,15,623
TestMinutes,15,623
TestWeeks,15,623
BasePartial,31,1289
StringConverter,41,1706
ISODateTimeFormat,41,1712
AbstractDateTime,41,1712
TestGJChronology,41,1712
TestLenientChronology,13,544
TestYearMonthDay_Basics,29,1220
TestDateTime_Properties,34,1465
Interval,38,1670
TestInterval_Constructors,31,1365
TestBaseSingleFieldPeriod,14,623
PersistentLocalDate,13,580
TestSerialization,22,986
IslamicChronology,18,813
TestTimeOfDay_Constructors,27,1220
CopticChronology,35,1591
ZonedChronology,37,1712
TestUnsupportedDateTimeField,12,557
TestYearMonth_Constructors,8,372
TestConverterManager,30,1396
BasePeriod,28,1305
TestLocalDate_Properties,15,709
TestGregorianChronology,36,1712
TestDateTimeFormat,36,1712
TestISODateTimeFormatParsing,14,666
TestMutableInterval_Basics,28,1339
Hours,13,623
Minutes,13,623
Seconds,13,623
Months,13,623
Days,13,623
BaseSingleFieldPeriod,13,623
Years,13,623
Weeks,13,623
TestReadableIntervalConverter,29,1393
PersistentLocalTimeExact,12,580
PersistentLocalTimeAsString,12,580
PersistentLocalTimeAsTime,12,580
AbstractPeriod,28,1355
MutablePeriod,28,1355
TestPeriodFormatterBuilder,26,1267
TestNullConverter,30,1463
TestTimeOfDay_Basics,25,1220
BaseDateTimeField,31,1516
TestStringConvert,5,245
BasicChronology,16,787
PeriodType,27,1356
TestMutablePeriod_Updates,27,1359
AbstractPartial,29,1476
TestJulianChronology,33,1712
Chronology,33,1712
TestGJDate,1,52
TestReadableDurationConverter,28,1463
TestEthiopicChronology,16,836
TestMutablePeriod_Constructors,26,1359
TestMutableDateTime_Basics,27,1414
TestMonthDay_Properties,6,315
TestMonthDay_Basics,6,315
TestPeriodFormat,18,947
MockZone,10,530
TestDuration_Constructors,26,1388
PersistentInterval,11,588
JulianChronology,32,1712
Instant,32,1712
TestFixedDateTimeZone,14,749
TestCopticChronology,24,1285
TestLocalDateTime_Properties,13,700
MutableInterval,31,1670
TestPeriodType,25,1355
TestIslamicChronology,15,813
AbstractPartialFieldProperty,28,1529
AbstractStringBasedJodaType,10,547
DateTimeZoneBuilder,31,1712
TestLongConverter,27,1492
IllegalInstantException,2,111
TestPartial_Basics,17,950
BaseChronology,23,1288
TestInstant_Basics,26,1465
TestLocalTime_Properties,13,733
TestFieldUtils,15,853
BuddhistChronology,30,1712
TestYearMonthDay_Properties,21,1220
FieldUtils,27,1591
DateTimeFieldType,21,1255
TestISOChronology,22,1320
TestDateMidnight_Properties,24,1440
TestMutableInterval_Constructors,22,1339
ConverterManager,28,1706
UnsupportedDateTimeField,28,1706
ZoneInfoCompiler,28,1712
BaseGJChronology,21,1288
TestMutableDateTime_Sets,23,1414
TestMutableDateTime_Adds,23,1414
TestMutablePeriod_Basics,22,1359
TestYearMonth_Properties,6,372
BasicMonthOfYearDateTimeField,13,814
TestISOPeriodFormat,20,1265
ISOChronology,27,1712
DateTimeField,27,1712
GregorianChronology,27,1712
TestBuddhistChronology,27,1712
TestISODateTimeFormat,19,1205
TestReadableInstantConverter,23,1463
TestYearMonthDay_Constructors,19,1220
EthiopicChronology,13,836
PersistentDateTimeTZ,15,983
DelegatedDateTimeField,26,1706
ReadableInstant,26,1712
TestCalendarConverter,22,1463
PersistentDateTime,15,1002
TestPartial_Match,14,938
ReadablePartial,22,1476
TestPeriodFormatParsing,17,1145
LongConverter,25,1706
PersistentPeriod,8,546
PersistentDuration,8,546
BasicFixedMonthChronology,12,819
PersistentYearMonthDay,14,956
TestPersistentInstantAsBigInt,5,344
BaseLocal,8,554
ReadableInterval,24,1670
TestDateConverter,21,1463
TestDateTime_Constructors,21,1465
TestAbstractPartial,18,1260
IllegalFieldValueException,14,980
TestTextFields,16,1122
AbstractReadableInstantFieldProperty,23,1615
AbstractConverter,24,1706
ReadableDuration,24,1706
LimitChronology,24,1706
TestMillisDurationField,17,1209
TestReadablePartialConverter,17,1212
DateTimeComparator,24,1712
GJYearOfEraDateTimeField,24,1712
GJMonthOfYearDateTimeField,24,1712
TestDateTimeComparator,24,1712
TestReadablePeriodConverter,19,1359
TestChronology,18,1288
TestISOPeriodFormatParsing,16,1145
TestTimeOfDay_Properties,17,1220
TestBuilder,15,1077
TestTimeOfDay,21,1529
TestDateTimeFieldType,17,1239
TestPartial_Constructors,13,950
TestPersistentInterval,8,588
TestMutableDateTime_Properties,19,1404
PersistentTimeOfDay,12,889
TestYearMonth_Basics,5,372
BasicGJChronology,11,819
TestPeriodFormatter,14,1044
NullConverter,20,1496
TestBaseDateTimeField,16,1200
TestIllegalFieldValueException,13,980
ReadableIntervalConverter,22,1669
TestInstant_Constructors,19,1465
GJLocaleSymbols,22,1712
GJEraDateTimeField,22,1712
TestMutableInterval_Updates,17,1324
DurationFieldType,16,1255
TestMutableDateTime_Constructors,18,1414
TestPartial_Properties,12,950
TestISODateTimeFormat_Fields,12,951
PeriodFormat,17,1355
ISOPeriodFormat,17,1355
TestPersistentInstant,5,402
TestPreciseDurationField,15,1207
TestScaledDurationField,15,1207
BasicYearDateTimeField,12,967
TestDurationFieldType,15,1210
PersistentTimeOfDayExact,11,889
TestParseISO,20,1618
ReadableDurationConverter,21,1706
MillisDurationField,21,1706
TestDateTimeFormatterBuilder,21,1712
ReadWritableInstant,21,1712
BaseInterval,16,1308
TestAllPackages,18,1494
BasicDayOfYearDateTimeField,11,925
TestDateMidnight_Constructors,17,1443
TestOffsetDateTimeField,14,1192
TestDurationField,11,937
TestPreciseDurationDateTimeField,14,1195
TestPreciseDateTimeField,14,1195
TestPersistentLocalDateTime,5,428
GJDayOfWeekDateTimeField,20,1712
ZoneInfoProvider,20,1712
TestPersistentIntervalNull,5,430
MockPartial,17,1476
BaseDuration,15,1311
TestCompiler,12,1049
PreciseDurationDateTimeField,19,1706
CalendarConverter,19,1706
TestBasePartial,14,1260
ReadablePeriod,15,1355
ISOYearOfEraDateTimeField,17,1578
UnsupportedDurationField,18,1706
ImpreciseDateTimeField,18,1706
DividedDateTimeField,18,1712
RemainderDateTimeField,18,1712
FixedDateTimeZone,18,1712
HibernateTestCase,10,956
TestDateTimeFormatStyle,11,1055
TestPersistentLocalTime,6,580
TestPersistentLocalDate,6,580
BasicDayOfMonthDateTimeField,10,967
ReadWritablePeriod,14,1355
TestPersistentDateTime,10,983
AssembledChronology,16,1591
TestConverterSet,14,1396
DelegatedDurationField,17,1706
DurationField,17,1706
LenientDateTimeField,17,1706
ThingWithInstant,4,402
TestGJDayOfYearField,17,1712
TestGJDayOfWeekField,17,1712
TestGJDayOfMonthField,17,1712
TestGJWeekOfWeekyearField,17,1712
GJDayOfMonthDateTimeField,17,1712
TestGJDateTimeField,17,1712
GJWeekOfWeekyearDateTimeField,17,1712
OffsetDateTimeField,17,1712
DateTimePrinter,17,1712
DateTimeConstants,17,1712
TestGJWeekyearField,17,1712
TestGJMonthOfYearField,17,1712
BaseDateTime,13,1318
CopticYearDateTimeField,10,1020
TestUTCProvider,14,1429
BasicWeekOfWeekyearDateTimeField,9,925
BasicWeekyearDateTimeField,9,925
BaseDurationField,14,1455
MutableHelper,2,208
PeriodPrinter,13,1355
ReadWritableInterval,16,1670
MockUnknownCalendar,14,1463
TestPersistentYearMonthDay,9,956
Schedule,9,956
DurationConverter,16,1706
DecoratedDateTimeField,16,1706
PreciseDateTimeField,16,1706
PreciseDurationField,16,1706
DecoratedDurationField,16,1706
TestJulianWeekyearField,16,1712
TestGJYearField,16,1712
GJDayOfYearDateTimeField,16,1712
CachedDateTimeZone,16,1712
TestJulianYearField,16,1712
SkipDateTimeField,10,1078
TestPersistentPeriod,5,546
TestPersistentDuration,5,546
Event,9,983
JodaGwtTestCase,3,328
PeriodParser,12,1355
PeriodFormatter,12,1355
TestDateTimeConstants,13,1472
ReadWritableDateTime,15,1706
ScaledDurationField,15,1706
AbstractPartialInstant,15,1706
ClassLoadTest,15,1706
DurationType,15,1706
LenientChronology,15,1706
FormatUtils,15,1712
TestJulianMonthOfYearField,15,1712
DefaultNameProvider,15,1712
MainTest,13,1494
Plan,5,588
ZeroIsMaxDateTimeField,9,1079
ReadablePartialConverter,10,1212
PartialConverter,10,1215
StrictChronology,14,1706
ConverterSet,14,1706
ReadableInstantConverter,14,1706
InstantConverter,14,1706
DateConverter,14,1706
TestJulianDayOfMonthField,14,1712
DateTimeParser,14,1712
NonZeroDateTimeField,14,1712
GJYearDateTimeField,14,1712
ReadableDateTime,14,1712
GJWeekyearDateTimeField,14,1712
BasicSingleEraDateTimeField,7,861
MockZeroNullIntegerConverter,12,1493
JodaTimePermission,12,1536
MockNullZoneChronology,11,1440
StrictDateTimeField,13,1706
BuddhistEraDateTimeField,13,1712
ParseDateTimeSupport,7,927
FormatSupport,7,927
MockBadChronology,11,1461
SkipUndoDateTimeField,8,1076
TestYearMonthDay,11,1485
ReadablePeriodConverter,10,1355
SomethingThatHappens,4,547
SomethingThatLasts,4,547
TimeZoneTable,8,1120
EventTZ,7,983
UTCProvider,12,1703
DateTimeFieldProperty,12,1712
Provider,12,1712
CopticEraDateTimeField,11,1591
CopticDayOfMonthDateTimeField,11,1591
MockUnknownTimeZone,10,1461
TestPersistentTimeOfDayExact,6,889
TestPersistentTimeOfDay,6,889
PeriodConverter,9,1355
IntervalConverter,11,1662
JodaTagLibraryValidator,6,927
Examples,10,1545
DateTimeZoneSupport,6,927
Util,6,927
AbstractDateTimeFormatter,11,1712
NameProvider,11,1712
AbstractGJChronology,10,1591
CLDRTerritoryGenerator,4,641
TestConstants,2,328
TestCachedDateTimeZone,1,164
DataOutput,2,329
ObjectStreamException,2,329
Arrays,2,329
ExceptionUtils,2,329
GwtTimeZone,2,329
GwtZoneInfoProvider,2,329
DataInput,2,329
GregorianCalendar,2,330
InputStream,2,330
InternalError,2,330
WeakReference,2,330
Writer,2,330
CharArrayWriter,2,330
ObjectInputStream,2,330
Calendar,2,330
TimeZone,2,330
Locale,2,330
DateFormatSymbols,2,330
ObjectOutputStream,2,330
SecurityException,2,330
ClassNotFoundException,2,330
MutableDuration,10,1706
Converter,10,1706
AbstractChronology,9,1591
MutableDateOnly,9,1637
MutableTimeOnly,9,1637
SetDateTimeZoneSupport,5,927
Resources,5,927
FormatTag,5,927
ParseDateTimeTag,5,927
TimeOnly,9,1706
BaseDateTimeFormatter,6,1178
TestDurationType,7,1376
CopticMonthOfYearDateTimeField,8,1591
DurationFormatterBuilder,8,1706
PartialInstant,8,1706
DateOnly,8,1706
AgeCalculator,8,1712
DateTimeBrowser,8,1712
DateTimePerformance,8,1712
TestMutableDuration_Basics,6,1384
DateTimeZoneTag,4,927
SetDateTimeZoneTag,4,927
TimeOnlyFieldProperty,7,1638
DateOnlyFieldProperty,7,1638
BasePeriodFormatter,5,1178
AbstractDateTimeField,7,1706
ReadWritableInstantFieldProperty,6,1615
ThaiBuddhistEraDateTimeField,4,1080
MutableTimePeriod,5,1362
AbstractTimePeriod,5,1362
TestMutableDuration_Constructors,5,1384
AbstractDurationField,6,1706
MutableDateTimeFieldProperty,6,1712
BulkTest,6,1712
ChronologyType,3,862
TestChronologyType,3,862
Territory,2,641
CLDRTerritory,2,641
TestTerritory,2,641
ReadableTimePeriodConverter,4,1361
ReadableTimePeriod,4,1362
TimePeriod,4,1362
ReadWritableTimePeriod,4,1362
PartialInstantConverter,5,1706
AbstractDateTimeFieldProperty,5,1706
TestMDTGet,5,1712
Test,5,1712
TestMDTSet,5,1712
TestGJYearOfEraDateTimeField,5,1712
TestMDTAddWrapped,5,1712
TestMDTAdd,5,1712
TestGJYearDateTimeField,5,1712
AbstractTestDateTimeField,5,1712
AbstractTestDateTimeCommon,5,1712
CutoverChronology,5,1712
TestMutableDuration_Updates,4,1382
IslamicMonthOfYearDateTimeField,2,803
DateFactory,2,818
DateUtil,2,818
Month,2,818
AbstractChoice,2,818
Date,2,818
CurrencyHoliday,2,818
ChoiceList,2,818
Choice,2,818
RawHolidayChoiceImpl,2,818
RawHolidayChoice,2,818
Weekday,2,818
Holiday,2,832
HolidayRule,2,832
CommonFixedMonthChronology,2,836
BasicFixedMonthOfYearDateTimeField,2,836
ISODurationFormat,4,1677
CommonAnniversaries,2,839
GBHolidays,2,839
GBAnniversaries,2,839
TestUSAnniversaries,2,839
TestUSHolidays,2,839
CanadaStatutoryHolidays,2,839
CanadaAnniversaries,2,839
TimeUtility,2,839
USAnniversaries,2,839
USGovtHolidays,2,839
AnnualHolidays,2,839
AnniversaryFactory,2,839
NamedAnniversaryFactory,2,839
IAnniversaryFactory,2,839
TestCommonAnniversaries,2,839
DurationFormat,4,1696
DurationParser,4,1706
DurationPrinter,4,1706
AbstractDurationFormatter,4,1706
DateTimeZonePermission,4,1706
DurationFormatter,4,1706
Utils,4,1706
TestGJSecondOfMinuteDateTimeField,4,1712
TestISOClockhourOfHalfdayDateTimeField,4,1712
BulkMDTTests,4,1712
TestISOClockhourOfDayDateTimeField,4,1712
TestGJYearOfCenturyDateTimeField,4,1712
ProlepticChronology,4,1712
TestGJSecondOfDayDateTimeField,4,1712
TestGJMinuteOfHourDateTimeField,4,1712
TestGJMinuteOfDayDateTimeField,4,1712
TestGJMillisOfSecondDateTimeField,4,1712
TestMutableDateTime,4,1712
TestGJMillisOfDayDateTimeField,4,1712
TestGJMonthOfYearDateTimeField,4,1712
TestISODayOfMonthDateTimeField,4,1712
TestGJHourOfDayDateTimeField,4,1712
TestISODayOfWeekDateTimeField,4,1712
TestISODayOfYearDateTimeField,4,1712
TestISOHalfdayOfDayDateTimeField,4,1712
TestISOHourOfDayDateTimeField,4,1712
TestISOHourOfHalfdayDateTimeField,4,1712
TestISOMillisOfDayDateTimeField,4,1712
AbstractTestReadableInstant,4,1712
TestISOMillisOfSecondDateTimeField,4,1712
AbstractTestGJDateTimeField,4,1712
TestISOMinuteOfDayDateTimeField,4,1712
TestISOMinuteOfHourDateTimeField,4,1712
TestISOMonthOfYearDateTimeField,4,1712
TestISOSecondOfDayDateTimeField,4,1712
TestGJHourOfHalfdayDateTimeField,4,1712
TestMutableDateTimeCtors,4,1712
TestGJHalfdayOfDayDateTimeField,4,1712
TestGJDayOfYearDateTimeField,4,1712
TestBuddhistEraDateTimeField,4,1712
JulianWithYearZeroChronology,4,1712
TestConstructors,4,1712
TestISOSecondOfMinuteDateTimeField,4,1712
TestDateTimeCtors,4,1712
GJZonedChronology,4,1712
GJCenturyChronology,4,1712
TestGJClockhourOfDayDateTimeField,4,1712
TestGJClockhourOfHalfdayDateTimeField,4,1712
TestInstant,4,1712
TestGJDayOfWeekDateTimeField,4,1712
TestGJDayOfMonthDateTimeField,4,1712
TimePeriodConverter,3,1361
TimePeriodFormatterBuilder,3,1362
TimePeriodParser,3,1362
AbstractTimePeriodFormatter,3,1362
CommonGJChronology,2,967
DelegatedChronology,3,1706
ReadWritableDuration,3,1706
DecoratedChronology,3,1706
TestSuiteISO,3,1712
TestSuiteGJ,3,1712
AbstractTestAbstractInstant,3,1712
BoundDateTimePrinter,2,1178
AbstractPeriodFormatter,2,1355
ISOTimePeriodFormat,2,1362
TimePeriodPrinter,2,1362
TimePeriodFormatter,2,1362
TimePeriodFormat,2,1362
TestMillisDuration_Constructors,2,1363
MillisDuration,2,1366
StringBufferWriter,2,1474
DayOfWeek,2,1478
MockPartialInstant,2,1494
DurationFieldAffix,2,1706
TestDateTimeParserBucket,2,1712
DelegateChronology,2,1712
FractionalDateTimeField,2,1712
TestTimePeriod,2,1712
LimitDateTimeField,2,1712
DelegateDateTimeField,2,1712
TestTimePeriodFormat,2,1712
