TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.jsoup.parser.HtmlParserTest.parsesUnterminatedComments,0.14785992217898833,0.07300931458197794,0.027237354085603113,0.5110652020738456,2.1750972762645913,0.8667434789371198,0.06809338521400778,6.0672043525598385
org.jsoup.nodes.NodeTest.unwrap,0.14785992217898833,0.06272801532204403,0.0049261083743842365,0.5018241225763522,2.1750972762645913,0.7775463705488477,0.0049261083743842365,6.220370964390781
org.jsoup.nodes.ElementTest.testManipulateTextNodes,0.14785992217898833,0.07591003243676485,0.04609218436873747,0.4554601946205891,2.1750972762645913,0.9417490822882262,0.3132295719844358,5.650494493729357
org.jsoup.nodes.ElementTest.testGetTextNodes,0.14785992217898833,0.07591003243676485,0.04609218436873747,0.4554601946205891,2.1750972762645913,0.9417490822882262,0.3132295719844358,5.650494493729357
org.jsoup.parser.HtmlParserTest.parsesComments,0.14785992217898833,0.07529341643289383,0.027237354085603113,0.451760498597363,2.1750972762645913,0.8530548494893527,0.06809338521400778,5.118329096936116
org.jsoup.nodes.NodeTest.testRemove,0.14785992217898833,0.06446292356982909,0.0049261083743842365,0.4512404649888036,2.1750972762645913,0.843877341772335,0.0049261083743842365,5.907141392406345
org.jsoup.nodes.NodeTest.nodeIsNotASiblingOfItself,0.14785992217898833,0.07438572610240322,0.031578947368421054,0.44631435661441937,2.1750972762645913,0.9837025473386601,0.40210526315789474,5.902215284031961
org.jsoup.nodes.NodeTest.testReplace,0.14785992217898833,0.07438572610240322,0.031578947368421054,0.44631435661441937,2.1750972762645913,0.9837025473386601,0.40210526315789474,5.902215284031961
org.jsoup.nodes.ElementTest.dataset,0.14785992217898833,0.07396450714493606,0.038910505836575876,0.44378704286961634,2.1750972762645913,0.9696349448044389,0.4805447470817121,5.817809668826634
org.jsoup.parser.XmlTreeBuilderTest.testDoesNotForceSelfClosingKnownTags,0.14785992217898833,0.08810160019270849,0.04609218436873747,0.4405080009635424,2.1750972762645913,1.0499777344150916,0.48897795591182364,5.249888672075458
org.jsoup.parser.HtmlParserTest.parsesBodyFragment,0.14785992217898833,0.07302838312917968,0.0049261083743842365,0.4381702987750781,2.1750972762645913,0.9484679172892966,0.0049261083743842365,5.69080750373578
org.jsoup.parser.HtmlParserTest.handlesBlocksInDefinitions,0.14785992217898833,0.07302838312917968,0.0049261083743842365,0.4381702987750781,2.1750972762645913,0.9484679172892966,0.0049261083743842365,5.69080750373578
