Version,Strategy,Accuracy,FDR
1,Total,0.0,0
1,Mean,1.0,1
1,Max,1.0,1
1,Min,1.0,1
2,Total,1.0,1
2,Mean,1.0,1
2,Max,1.0,1
2,Min,0.0,0
3,Total,1.0,1
3,Mean,1.0,1
3,Max,1.0,1
3,Min,1.0,1
4,Total,0.6666666666666666,1
4,Mean,0.6666666666666666,1
4,Max,0.6666666666666666,1
4,Min,0.6666666666666666,1
5,Total,0.0,0
5,Mean,1.0,1
5,Max,1.0,1
5,Min,1.0,1
6,Total,1.0,1
6,Mean,1.0,1
6,Max,1.0,1
6,Min,1.0,1
7,Total,0.6666666666666666,1
7,Mean,0.6666666666666666,1
7,Max,0.6666666666666666,1
7,Min,0.6666666666666666,1
8,Total,0.5,1
8,Mean,0.5,1
8,Max,0.5,1
8,Min,0.5,1
9,Total,1.0,1
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
10,Total,1.0,1
10,Mean,1.0,1
10,Max,1.0,1
10,Min,1.0,1
11,Total,1.0,1
11,Mean,1.0,1
11,Max,1.0,1
11,Min,1.0,1
12,Total,1.0,1
12,Mean,1.0,1
12,Max,1.0,1
12,Min,1.0,1
13,Total,1.0,1
13,Mean,1.0,1
13,Max,1.0,1
13,Min,1.0,1
14,Total,0.8571428571428571,1
14,Mean,0.7142857142857143,1
14,Max,0.7142857142857143,1
14,Min,0.7142857142857143,1
15,Total,1.0,1
15,Mean,0.0,0
15,Max,0.0,0
15,Min,0.0,0
16,Total,1.0,1
16,Mean,0.5,1
16,Max,0.5,1
16,Min,0.5,1
17,Total,1.0,1
17,Mean,0.5,1
17,Max,0.5,1
17,Min,0.5,1
18,Total,1.0,1
18,Mean,1.0,1
18,Max,1.0,1
18,Min,1.0,1
