ClassName,Changes,TotalCommits
TypeFactory,31,413
JacksonAnnotationIntrospector,22,413
BasicDeserializerFactory,19,413
AnnotatedClass,19,413
AnnotationIntrospector,19,413
ObjectMapper,17,413
ClassUtil,17,413
TypeBindings,16,413
BeanDeserializerBase,13,413
BasicSerializerFactory,12,413
ReferenceType,12,413
BeanPropertyWriter,10,413
BeanDeserializerFactory,10,413
CollectionLikeType,10,413
CollectionType,10,413
SimpleType,10,413
JavaType,9,413
AnnotationIntrospectorPair,9,413
MapSerializer,9,413
MapType,9,413
StdSerializer,9,413
MapLikeType,9,413
SerializerProvider,9,413
AtomicReferenceSerializer,9,413
BeanDeserializer,9,413
PolymorphicViaRefTypeTest,8,413
BasicBeanDescription,8,413
CreatorCollector,7,413
StdValueInstantiator,7,413
TestJavaType,7,413
PropertyBuilder,7,413
ISO8601Utils,7,413
AnnotatedMember,7,413
AnnotatedMethod,7,413
TestTypeFactory,6,413
ResolvedRecursiveType,6,413
StdDateFormat,6,413
AnnotatedConstructor,6,413
TypeBase,6,413
DeserializerCache,6,413
BeanProperty,6,413
JsonMappingException,6,413
AtomicReferenceDeserializer,6,413
TestJDKAtomicTypes,5,413
AsArraySerializerBase,5,413
TestNamingStrategyStd,5,413
SettableBeanProperty,5,413
AnnotatedWithParams,5,413
StdDeserializer,5,413
ConcreteBeanPropertyBase,5,413
ObjectReader,5,413
Annotated,5,413
ArrayType,5,413
TokenBuffer,5,413
BeanSerializerFactory,5,413
POJOPropertiesCollector,5,413
TestGenericsBounded,5,413
POJOPropertyBuilder,5,413
BeanSerializerBase,5,413
StringDeserializer,5,413
Generic1133Test,5,413
DeserializationContext,5,413
AsPropertyTypeDeserializer,5,413
TestCreators2,5,413
ObjectMapperTest,4,413
DeprecatedTypeHandling1102Test,4,413
VirtualAnnotatedMember,4,413
MapperFeature,4,413
ObjectArraySerializer,4,413
AnnotatedField,4,413
SerializationConfig,4,413
DeserializationConfig,4,413
TestObjectOrArrayDeserialization,4,413
CreatorPropertiesTest,4,413
SettableAnyProperty,4,413
TestMapFiltering,4,413
BeanDescription,4,413
TestJsonSerializeAs,4,413
BaseMapTest,4,413
TestExternalId,4,413
NumberSerializer,4,413
StdKeySerializers,4,413
TypeDeserializerBase,4,413
JsonNodeDeserializer,4,413
AnnotatedParameter,4,413
MapProperty,3,413
NewSchemaTest,3,413
JsonNode,3,413
MissingNode,3,413
JsonSerializer,3,413
AbstracTypeMapping1186Test,3,413
PropertyWriter,3,413
ReadValuesTest,3,413
StaticListSerializerBase,3,413
StdJdkSerializers,3,413
StringArraySerializer,3,413
TestCustomEnumKeyDeserializer,3,413
TestCustomKeyDeserializer,3,413
TestPolymorphicWithDefaultImpl,3,413
TestSimpleAtomicTypes,3,413
TypeParser,3,413
TypeRefinementForMap1215Test,3,413
UUIDDeserializer,3,413
TestConvertingSerializer357,3,413
OptionalHandlerFactory,3,413
VirtualBeanPropertyWriter,3,413
DateDeserializers,3,413
ExternalTypeHandler,3,413
ExternalTypeId999Test,3,413
CollectionDeserializer,3,413
FieldProperty,3,413
FormatFeaturesTest,3,413
FromStringDeserializer,3,413
CreatorProperties1122Test,3,413
EnumDeserializer,3,413
AnyGetter1124Test,3,413
DateSerializationTest,3,413
DateTimeSerializerBase,3,413
DelegatingExternalProperty1003Test,3,413
DefaultDeserializationContext,3,413
ClassStack,2,413
TestEnum,2,413
BooleanNode,2,413
BuilderBasedDeserializer,2,413
BuilderWithIgnored1214Test,2,413
TestConvertingSerializer,2,413
TestCollectionDeserialization,2,413
TestAnnotatedClass,2,413
StringSerializer,2,413
ByteArraySerializer,2,413
StdKeySerializer,2,413
ReadableObjectId,2,413
SerializationFeature,2,413
StdKeyDeserializer,2,413
CollectionSerializer,2,413
RecursiveType938Test,2,413
ContainerDeserializerBase,2,413
TestEnumKeyDeserializer,2,413
StdArraySerializers,2,413
ContextAttributes,2,413
ContextualizationTest,2,413
SimpleBeanPropertyDefinition,2,413
SequenceWriter,2,413
TestEnumDeserializer,2,413
TestEnumModule,2,413
TestEnumKeySerializer,2,413
TestEnumMixin,2,413
ValueNode,2,413
ValueInstantiator,2,413
UnwrappingBeanSerializer,2,413
UnwrappingBeanPropertyWriter,2,413
UnresolvedForwardReference,2,413
UnrecognizedPropertyException,2,413
AnnotationMap,2,413
TypeBindingsOld,2,413
ArrayNode,2,413
TestValueAnnotations,2,413
TestTypeBindings,2,413
TestSubtypes,2,413
TestSimpleTypes,2,413
AttributePropertyWriter,2,413
BaseSettings,2,413
TestPOJOPropertiesCollector,2,413
BasicClassIntrospector,2,413
TestObjectNode,2,413
TestObjectIdSerialization,2,413
Bean,2,413
TestMapSerialization,2,413
TestJsonSerialize2,2,413
TestJacksonAnnotationIntrospector,2,413
TestJSONP,2,413
TestJDKSerialization,2,413
BeanPropertyDefinition,2,413
BeanUtil,2,413
TestEnumSerializer,2,413
DefaultSerializerProvider,2,413
ReadValues1161Test,2,413
StdSubtypeResolver,2,413
MapDeserializer,2,413
FilteredBeanPropertyWriter,2,413
ObjectWriter,2,413
MappingJsonFactory,2,413
EmptyIterator,2,413
ObjectNode,2,413
EnumValues,2,413
InvalidFormatException,2,413
ModuleVersion,2,413
EnumResolver,2,413
JsonValueFormat,2,413
ObjectArrayDeserializer,2,413
JsonIncludeTest,2,413
Objecid1083Test,2,413
NullNode,2,413
JsonFormatTypes,2,413
NumberSerializers,2,413
NumberDeserializers,2,413
ExceptionSerializableTest1195,2,413
MethodProperty,2,413
ImplicitParamsForCreator806Test,2,413
AbstractDeserializer,2,413
PropertyNamingStrategy,2,413
MapperConfig,2,413
PolymorphicList036Test,2,413
IgnoredPropertyException,2,413
MapEntrySerializer,2,413
KeyEnum,2,413
DeprecatedTypeHandlingTest,2,413
TestObjectIdWithEquals,1,413
TestSimpleSerializationIgnore,1,413
TestStdDateFormat,1,413
JsonFormatVisitorWrapper,1,413
BeanDescriptionTest,1,413
JavaType76Test,1,413
AsWrapperTypeSerializer,1,413
BeanAsArraySerializer,1,413
TestPropertyConflicts,1,413
TestMixinInheritance,1,413
TestScalars,1,413
JsonValueSerializer,1,413
FileSerializer,1,413
TestNullHandling,1,413
JsonSerialize,1,413
TestObjectId,1,413
TestObjectId154,1,413
FailingSerializer,1,413
TestTypeResolution,1,413
TestObjectIdDeserialization,1,413
TestObjectMapperBeanSerializer,1,413
TestTypeModifiers,1,413
RawSerializer,1,413
TestUnknownProperty426,1,413
UUIDSerializer,1,413
AnyGetterTest,1,413
IntrospectorPairTest,1,413
TypeResolutionContext,1,413
TypeResolverTest,1,413
TypeSerializerWrapper,1,413
IntNode,1,413
UnknownSerializer,1,413
TypeIdResolverBase,1,413
IgnorePropsForSerTest,1,413
IgnorePropertyOnDeser1217Test,1,413
ISO8601UtilsTest,1,413
Generic1128Test,1,413
ViewsWithSchemaTest,1,413
AbstractTypeResolver,1,413
TypeNameIdResolver,1,413
TypeIdResolver,1,413
JSOGDeserialize622Test,1,413
TokenBufferSerializer,1,413
TestVersions,1,413
TestViewSerialization,1,413
TextNode,1,413
TestJsonNode,1,413
ToStringSerializer,1,413
ArraySerializerBase,1,413
TransientFieldTest,1,413
AnyGetterWriter,1,413
TransientTest,1,413
TypeAliasesTest,1,413
