ClassName,Changes,TotalCommits
MapperCopyTest,2,0
Issue274PropertyNameTest,2,2
NullConversionsSkipTest,1,6
NullConversionsGenericTest,1,6
CaseInsensitiveDeser273Test,3,19
CaseInsensitiveDeserTest,3,23
DeserErrorHandling236Test,4,41
XmlSerializerProvider,8,111
XmlTokenStreamTest,3,46
EmptyStringValueTest,3,47
PolymorphicIssue4Test,2,33
XmlStringDeserializer,1,17
XmlTokenStream,6,111
TypeAttributeOrder242Test,2,41
XmlMapper,5,111
ToXmlGenerator,4,111
XmlFactory,4,111
TestTypeAttributeOrder,2,59
FailingDelegatingCreator254Test,1,31
EnumIssue9Test,1,33
XmlTestBase,3,111
XmlReadContext,3,111
VersionInfoTest,3,111
StaxUtil,3,111
DTDSupportTest,1,41
ExceptionDeserializationTest,1,43
SimpleStringValuesTest,1,47
TestStringValues162,2,104
FromXmlParser,2,111
TestPolymorphic,2,111
MixedContentTreeRead226Test,1,73
JacksonXmlModule,1,111
XmlTextDeserializer,1,111
XmlParserTest,1,111
TestUnwrappedDeserIssue86,1,111
DefaultXmlPrettyPrinter,1,111
XmlGeneratorTest,1,111
XmlBeanSerializerBase,1,111
XmlBeanSerializer,1,111
XmlBeanDeserializerModifier,1,111
WrapperHandlingDeserializer,1,111
TypeUtil,1,111
XmlJaxbAnnotationIntrospector,1,111
