ClassName,Changes,TotalCommits
ListDeser191Test,3,17
ToXmlGenerator,5,53
FromXmlParser,4,53
PolymorphicList97Test,1,15
DeserializePolyList178Test,1,16
XmlTypeResolverBuilder,2,53
XmlBeanSerializer,1,53
XmlTokenStream,1,53
XmlTextTest,1,53
XmlSerializerProvider,1,53
XmlParserTest,1,53
XmlMapper,1,53
XmlFactory,1,53
XmlBeanSerializerBase,1,53
ListAsObjectTest,1,53
ListSerializationTest,1,53
UnwrappedListWithEmptyCData129Test,1,53
EmptyListDeserTest,1,53
TestUntypedListSerialization,1,53
TestStringValues162,1,53
TestStringValues,1,53
TestDeserialization,1,53
ListAnnotationSharingTest,1,53
UnwrappingXmlBeanSerializer,1,53
