ClassName,Changes,TotalCommits
Node,4,22
Connection,4,22
Element,4,22
Attribute,3,22
DocumentType,3,22
TextNode,3,22
HtmlParserTest,3,22
Entities,3,22
Attributes,3,22
XmlDeclaration,3,22
DataNode,3,22
Comment,3,22
DocumentTest,2,22
UrlConnectTest,2,22
EntitiesTest,2,22
SerializationException,2,22
HttpConnection,2,22
HttpConnectionTest,1,22
TokeniserState,1,22
CharacterReader,1,22
HtmlTreeBuilder,1,22
Document,1,22
Evaluator,1,22
DataUtil,1,22
DescendableLinkedList,1,22
ElementTest,1,22
Elements,1,22
