ClassName,Changes,TotalCommits
ImmediatePreviousSiblingSelector,1,0
ParserTest,1,0
PrevioustSiblingSelector,1,0
RootSelector,2,5
AndSelector,9,32
OrSelector,7,26
PrevSiblingSelector,5,21
PreviousSequentSiblingSelector,5,21
HasSelector,3,13
ElementSelector,6,32
NotSelector,6,32
ParentSelector,5,27
Parser,7,39
SelectorNGTest,4,23
ElementContainerSelector,3,18
ParserSelectorNG,2,12
ImmediateParentSelector,4,27
SelectMatch,4,32
Evaluator,4,39
Selector,4,39
AttrSelector,3,31
ListSelector,3,32
BasicSelector,3,32
TokenQueue,3,39
NextSiblingSelector,2,27
SequentSiblingSelector,2,27
IdSelector,2,32
ClassSelector,2,32
TagSelector,2,32
Elements,2,39
ElementsTest,1,39
Element,1,39
Collector,1,39
Node,1,39
