Version,Strategy,Accuracy,FDR
1,Total,0.3076923076923077,1
1,Mean,0.38461538461538464,1
1,Max,0.3076923076923077,1
1,Min,0.4230769230769231,1
2,Total,0.0,0
2,Mean,0.0,0
2,Max,0.0,0
2,Min,0.0,0
3,Total,0.0,0
3,Mean,0.2222222222222222,1
3,Max,0.2222222222222222,1
3,Min,0.2222222222222222,1
4,Total,0.0,0
4,Mean,0.0,0
4,Max,0.0,0
4,Min,0.0,0
5,Total,0.0,0
5,Mean,0.0,0
5,Max,0.0,0
5,Min,0.0,0
6,Total,0.2857142857142857,1
6,Mean,0.2857142857142857,1
6,Max,0.2857142857142857,1
6,Min,0.2857142857142857,1
7,Total,0.0,0
7,Mean,0.0,0
7,Max,0.0,0
7,Min,0.0,0
8,Total,0.0,0
8,Mean,0.0,0
8,Max,0.0,0
8,Min,0.0,0
9,Total,0.0,0
9,Mean,0.0,0
9,Max,0.0,0
9,Min,0.0,0
10,Total,0.0,0
10,Mean,0.0,0
10,Max,0.0,0
10,Min,0.0,0
11,Total,0.0,0
11,Mean,0.0,0
11,Max,0.0,0
11,Min,0.0,0
12,Total,0.5,1
12,Mean,0.5,1
12,Max,0.5,1
12,Min,0.5,1
13,Total,0.0,0
13,Mean,1.0,1
13,Max,1.0,1
13,Min,1.0,1
14,Total,0.0,0
14,Mean,1.0,1
14,Max,1.0,1
14,Min,1.0,1
15,Total,0.0,0
15,Mean,0.0,0
15,Max,0.0,0
15,Min,0.0,0
16,Total,1.0,1
16,Mean,0.0,0
16,Max,0.0,0
16,Min,0.0,0
17,Total,0.0,0
17,Mean,1.0,1
17,Max,1.0,1
17,Min,1.0,1
18,Total,0.0,0
18,Mean,0.0,0
18,Max,0.0,0
18,Min,0.0,0
19,Total,0.0,0
19,Mean,0.0,0
19,Max,0.0,0
19,Min,0.0,0
20,Total,0.0,0
20,Mean,0.0,0
20,Max,0.0,0
20,Min,0.0,0
21,Total,0.0,0
21,Mean,0.0,0
21,Max,0.0,0
21,Min,0.0,0
22,Total,0.0,0
22,Mean,1.0,1
22,Max,1.0,1
22,Min,1.0,1
23,Total,0.0,0
23,Mean,0.0,0
23,Max,0.0,0
23,Min,0.0,0
24,Total,0.5,1
24,Mean,0.5,1
24,Max,0.5,1
24,Min,0.5,1
25,Total,0.5,1
25,Mean,0.5,1
25,Max,0.5,1
25,Min,0.5,1
26,Total,0.5,1
26,Mean,0.5,1
26,Max,0.5,1
26,Min,0.5,1
27,Total,1.0,1
27,Mean,0.0,0
27,Max,0.0,0
27,Min,0.0,0
28,Total,0.0,0
28,Mean,1.0,1
28,Max,1.0,1
28,Min,1.0,1
29,Total,1.0,1
29,Mean,0.0,0
29,Max,0.0,0
29,Min,0.0,0
30,Total,0.0,0
30,Mean,0.0,0
30,Max,0.0,0
30,Min,0.0,0
31,Total,0.0,0
31,Mean,0.0,0
31,Max,0.0,0
31,Min,0.0,0
32,Total,1.0,1
32,Mean,0.0,0
32,Max,0.0,0
32,Min,0.0,0
33,Total,0.5,1
33,Mean,0.5,1
33,Max,0.5,1
33,Min,0.5,1
34,Total,0.0,0
34,Mean,0.5,1
34,Max,0.5,1
34,Min,0.5,1
35,Total,0.5,1
35,Mean,0.5,1
35,Max,0.5,1
35,Min,0.5,1
36,Total,0.0,0
36,Mean,0.5,1
36,Max,0.5,1
36,Min,0.5,1
37,Total,0.0,0
37,Mean,0.5,1
37,Max,0.5,1
37,Min,0.5,1
38,Total,0.5,1
38,Mean,0.5,1
38,Max,0.5,1
38,Min,0.5,1
