TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.apache.commons.cli.BugsTest.test11458,0.1259259259259259,0.07610366670342811,0.025925925925925925,0.6088293336274249,3.3518518518518516,1.7859856573182544,0.337037037037037,14.287885258546035
org.apache.commons.cli.BugsTest.test31148,0.1282051282051282,0.10002748306339404,0.06741573033707865,0.6001648983803642,3.3518518518518516,2.4064519427925464,1.651685393258427,14.438711656755277
org.apache.commons.cli.BugsTest.test11456,0.10084033613445378,0.0674117981431385,0.025925925925925925,0.539294385145108,2.7333333333333334,1.4924741006488031,0.337037037037037,11.939792805190425
org.apache.commons.cli.BugsTest.test12210,0.1259259259259259,0.07590076966459099,0.025925925925925925,0.5313053876521369,3.3518518518518516,1.7753625426778898,0.337037037037037,12.42753779874523
org.apache.commons.cli.BugsTest.test15046,0.1259259259259259,0.08427793922396258,0.033707865168539325,0.5056676353437755,3.3518518518518516,2.082593944777245,0.4756554307116105,12.49556366866347
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional,0.16666666666666666,0.10081564710778194,0.033707865168539325,0.5040782355389097,3.3518518518518516,1.7536496046608405,0.0,8.768248023304203
org.apache.commons.cli.BugsTest.test13935,0.1259259259259259,0.06959273097503671,0.025925925925925925,0.48714911682525697,3.3518518518518516,1.6205302595445168,0.337037037037037,11.343711816811618
org.apache.commons.cli.BugsTest.test11457,0.10084033613445378,0.06898620110021415,0.025925925925925925,0.4829034077014991,2.7333333333333334,1.5622904866705978,0.337037037037037,10.936033406694184
org.apache.commons.cli.bug.BugCLI18Test.testCLI18,0.15,0.1162037037037037,0.08888888888888889,0.4648148148148148,6.722222222222222,3.9393518518518524,2.7333333333333334,15.75740740740741
org.apache.commons.cli.BugsTest.test13425,0.1282051282051282,0.09251717118465462,0.06741573033707865,0.4625858559232731,2.7333333333333334,2.06694739006831,1.4552845528455285,10.334736950341549
org.apache.commons.cli.BugsTest.test15648,0.10084033613445378,0.0761629136292622,0.033707865168539325,0.4569774817755732,2.7333333333333334,1.7664993949428578,0.4756554307116105,10.598996369657147
org.apache.commons.cli.bug.BugCLI13Test.testCLI13,0.125,0.08948585609451601,0.06741573033707865,0.44742928047258007,2.7333333333333334,1.6095421373689391,0.0,8.047710686844695
org.apache.commons.cli.BugsTest.test14786,0.10084033613445378,0.07432545481368391,0.033707865168539325,0.44595272888210347,2.7333333333333334,1.6585117291491602,0.4756554307116105,9.951070374894961
org.apache.commons.cli.ApplicationTest.testLs,0.08888888888888889,0.0599510080756359,0.025925925925925925,0.4196570565294513,2.7333333333333334,1.323236970527298,0.337037037037037,9.262658793691086
org.apache.commons.cli.ApplicationTest.testAnt,0.08888888888888889,0.05837604337656881,0.025925925925925925,0.4086323036359817,2.7333333333333334,1.2306761141327003,0.337037037037037,8.614732798928902
org.apache.commons.cli.BugsTest.test11680,0.10084033613445378,0.06761127255729592,0.025925925925925925,0.4056676353437755,2.7333333333333334,1.580124808974776,0.337037037037037,9.480748853848656
org.apache.commons.cli.BugsTest.test13666,0.10084033613445378,0.09174124934526656,0.07723577235772358,0.36696499738106625,6.722222222222222,3.246617590125481,1.4552845528455285,12.986470360501924
org.apache.commons.cli.bug.BugCLI51Test.test,0.14285714285714285,0.08321740681291243,0.033707865168539325,0.3328696272516497,2.2074074074074073,1.0836870578443611,0.0,4.334748231377445
org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern,0.08888888888888889,0.050187265917602995,0.025925925925925925,0.30112359550561796,2.2074074074074073,0.9835691496740185,0.2851851851851852,5.901414898044111
org.apache.commons.cli.OptionTest.testClear,0.16666666666666666,0.14629629629629629,0.1259259259259259,0.29259259259259257,3.3518518518518516,1.6759259259259258,0.0,3.3518518518518516
org.apache.commons.cli.BugsTest.test21215,0.10084033613445378,0.09657640834111424,0.08888888888888889,0.2897292250233427,6.722222222222222,3.843728602552132,2.0756302521008405,11.531185807656396
org.apache.commons.cli.bug.BugCLI71Test.testBasic,0.16666666666666666,0.09642114024136494,0.033707865168539325,0.28926342072409483,2.2074074074074073,0.8943542793730059,0.0,2.683062838119018
org.apache.commons.cli.bug.BugCLI71Test.testMistakenArgument,0.16666666666666666,0.09642114024136494,0.033707865168539325,0.28926342072409483,2.2074074074074073,0.8943542793730059,0.0,2.683062838119018
org.apache.commons.cli.ValueTest.testShortOptionalArgNoValue,0.08888888888888889,0.04911360799001249,0.025925925925925925,0.24556803995006246,2.2074074074074073,1.2425052018310445,0.337037037037037,6.212526009155223
org.apache.commons.cli.ValueTest.testShortOptionalArgValue,0.08888888888888889,0.04911360799001249,0.025925925925925925,0.24556803995006246,2.2074074074074073,1.2425052018310445,0.337037037037037,6.212526009155223
org.apache.commons.cli.ValueTest.testLongOptionalArgValues,0.08888888888888889,0.04911360799001249,0.025925925925925925,0.24556803995006246,2.2074074074074073,1.2425052018310445,0.337037037037037,6.212526009155223
