Project,Version,Strategy,Budget,SelectedTestCases
Cli,1,Total,50,"[""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test11457"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.ApplicationTest.testAnt"", ""org.apache.commons.cli.BugsTest.test11680"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.BugsTest.test21215"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValues"", ""org.apache.commons.cli.ValueTest.testPropertyOptionFlags"", ""org.apache.commons.cli.ValueTest.testLongOptionalNArgValues"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValues"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgNoValue"", ""org.apache.commons.cli.ValueTest.testPropertyOptionSingularValue"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValue"", ""org.apache.commons.cli.ValueTest.testPropertyOptionMultipleValues"", ""org.apache.commons.cli.ValueTest.testShortOptionalNArgValues"", ""org.apache.commons.cli.ValueTest.testLongOptionalNoValue"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValue"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.OptionsTest.testHelpOptions"", ""org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseRequiredTest.testOptionAndRequiredOption"", ""org.apache.commons.cli.ParseTest.testSimpleLong""]"
Cli,1,Mean,50,"[""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.BugsTest.test21215"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test11457"", ""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test11680"", ""org.apache.commons.cli.OptionsTest.testHelpOptions"", ""org.apache.commons.cli.TestHelpFormatter.testPrintWrapped"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.ValuesTest.testExtraArgs"", ""org.apache.commons.cli.ValuesTest.testComplexValues"", ""org.apache.commons.cli.ValuesTest.testShortArgs"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.ValuesTest.testMultipleArgValues"", ""org.apache.commons.cli.ValuesTest.testTwoArgValues"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.ApplicationTest.testAnt"", ""org.apache.commons.cli.ValueTest.testLongNoArg"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.ValueTest.testShortWithArg"", ""org.apache.commons.cli.ValueTest.testLongWithArg"", ""org.apache.commons.cli.ValueTest.testPropertyOptionFlags"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValue""]"
Cli,1,Max,50,"[""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.TestHelpFormatter.testPrintWrapped"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.BugsTest.test21215"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test11457"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.BugsTest.test11680"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.OptionsTest.testHelpOptions"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.ApplicationTest.testAnt"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.ParseTest.testExtraOption"", ""org.apache.commons.cli.GnuParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testMultipleWithLong"", ""org.apache.commons.cli.GnuParseTest.testSingleDash"", ""org.apache.commons.cli.GnuParseTest.testExtraOption"", ""org.apache.commons.cli.GnuParseTest.testMultiple"", ""org.apache.commons.cli.GnuParseTest.testSimpleLong"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument"", ""org.apache.commons.cli.GnuParseTest.testSimpleShort"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOption"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionWithArgument"", ""org.apache.commons.cli.ValuesTest.testComplexValues"", ""org.apache.commons.cli.GnuParseTest.testStop"", ""org.apache.commons.cli.ValuesTest.testExtraArgs""]"
Cli,1,Min,50,"[""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.BugsTest.test21215"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.ValuesTest.testExtraArgs"", ""org.apache.commons.cli.ValuesTest.testComplexValues"", ""org.apache.commons.cli.ValuesTest.testShortArgs"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.ValuesTest.testTwoArgValues"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ValuesTest.testMultipleArgValues"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.ValueTest.testLongNoArg"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.ValueTest.testShortWithArg"", ""org.apache.commons.cli.ValueTest.testLongWithArg"", ""org.apache.commons.cli.OptionsTest.testHelpOptions"", ""org.apache.commons.cli.ParseTest.testStop"", ""org.apache.commons.cli.ParseTest.testComplexShort"", ""org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testSingleOption"", ""org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup"", ""org.apache.commons.cli.ParseRequiredTest.testOptionAndRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testSingleLongOption"", ""org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseTest.testMultiple"", ""org.apache.commons.cli.ParseTest.testSimpleLong"", ""org.apache.commons.cli.ParseTest.testMultipleWithLong"", ""org.apache.commons.cli.ParseTest.testExtraOption"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.TestHelpFormatter.testPrintWrapped"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup"", ""org.apache.commons.cli.ParseTest.testMissingArg"", ""org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup"", ""org.apache.commons.cli.OptionGroupTest.testValidLongOnlyOptions"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidOptions""]"
Cli,2,Total,50,"[""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.ValuesTest.testComplexValues"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValues"", ""org.apache.commons.cli.BugsTest.test11457"", ""org.apache.commons.cli.ParseTest.testStop"", ""org.apache.commons.cli.OptionGroupTest.testValidLongOnlyOptions"", ""org.apache.commons.cli.BugsTest.test11680"", ""org.apache.commons.cli.ValueTest.testShortWithArg"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValue"", ""org.apache.commons.cli.ValuesTest.testMultipleArgValues"", ""org.apache.commons.cli.ValueTest.testPropertyOptionMultipleValues"", ""org.apache.commons.cli.ValueTest.testPropertyOptionSingularValue"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.bug.BugCLI51Test.test"", ""org.apache.commons.cli.GnuParseTest.testMultiple"", ""org.apache.commons.cli.OptionBuilderTest.testIllegalOptions"", ""org.apache.commons.cli.GnuParseTest.testSimpleLong"", ""org.apache.commons.cli.ParseRequiredTest.testOptionAndRequiredOption"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgNoValue"", ""org.apache.commons.cli.ParseTest.testMultiple"", ""org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs"", ""org.apache.commons.cli.ValueTest.testPropertyOptionFlags"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionWithArgument"", ""org.apache.commons.cli.ApplicationTest.testAnt"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.GnuParseTest.testExtraOption"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValue"", ""org.apache.commons.cli.ValuesTest.testExtraArgs"", ""org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption"", ""org.apache.commons.cli.ParseTest.testSimpleLong"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.ValuesTest.testShortArgs"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.ValueTest.testLongNoArg"", ""org.apache.commons.cli.OptionGroupTest.testSingleLongOption"", ""org.apache.commons.cli.ParseTest.testMultipleWithLong"", ""org.apache.commons.cli.ParseTest.testExtraOption"", ""org.apache.commons.cli.ValueTest.testLongOptionalNoValue"", ""org.apache.commons.cli.TestHelpFormatter.testPrintWrapped""]"
Cli,2,Mean,50,"[""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidOptions"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.GnuParseTest.testSingleDash"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.GnuParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup"", ""org.apache.commons.cli.ParseTest.testMissingArg"", ""org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.ValueTest.testShortOptionalNArgValues"", ""org.apache.commons.cli.ValueTest.testLongWithArg"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.ValuesTest.testTwoArgValues"", ""org.apache.commons.cli.GnuParseTest.testStop"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.ValueTest.testLongOptionalNArgValues"", ""org.apache.commons.cli.GnuParseTest.testMissingArg"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionGroupTest.testSingleOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValues"", ""org.apache.commons.cli.ParseTest.testComplexShort"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.ParseTest.testSingleDash"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.ParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testMultipleWithLong""]"
Cli,2,Max,50,"[""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidOptions"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.GnuParseTest.testSingleDash"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.GnuParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup"", ""org.apache.commons.cli.ParseTest.testMissingArg"", ""org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.ValueTest.testShortOptionalNArgValues"", ""org.apache.commons.cli.ValueTest.testLongWithArg"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.ValuesTest.testTwoArgValues"", ""org.apache.commons.cli.GnuParseTest.testStop"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.ValueTest.testLongOptionalNArgValues"", ""org.apache.commons.cli.GnuParseTest.testMissingArg"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionGroupTest.testSingleOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValues"", ""org.apache.commons.cli.ParseTest.testComplexShort"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.ParseTest.testSingleDash"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.ParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testMultipleWithLong""]"
Cli,2,Min,50,"[""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidOptions"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.GnuParseTest.testSingleDash"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.GnuParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup"", ""org.apache.commons.cli.ParseTest.testMissingArg"", ""org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup"", ""org.apache.commons.cli.BuildTest.testLong"", ""org.apache.commons.cli.ValueTest.testShortOptionalNArgValues"", ""org.apache.commons.cli.ValueTest.testLongWithArg"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.BugsTest.test14786"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidLongOptions"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.ValuesTest.testTwoArgValues"", ""org.apache.commons.cli.GnuParseTest.testStop"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.ValueTest.testLongOptionalNArgValues"", ""org.apache.commons.cli.GnuParseTest.testMissingArg"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionGroupTest.testSingleOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValues"", ""org.apache.commons.cli.ParseTest.testComplexShort"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.ParseTest.testSingleDash"", ""org.apache.commons.cli.ApplicationTest.testLs"", ""org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.TestHelpFormatter.testFindWrapPos"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.ParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testMultipleWithLong""]"
Cli,3,Total,50,"[""org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional"", ""org.apache.commons.cli.OptionTest.testClear"", ""org.apache.commons.cli.bug.BugCLI71Test.testMistakenArgument"", ""org.apache.commons.cli.bug.BugCLI71Test.testBasic"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.bug.BugCLI71Test.testLackOfError"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgNoValue"", ""org.apache.commons.cli.ValuesTest.testCharSeparator"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValues"", ""org.apache.commons.cli.BugsTest.test11457"", ""org.apache.commons.cli.ParseTest.testStop"", ""org.apache.commons.cli.OptionGroupTest.testValidLongOnlyOptions"", ""org.apache.commons.cli.BugsTest.test11680"", ""org.apache.commons.cli.ValuesTest.testMultipleArgValues"", ""org.apache.commons.cli.ValueTest.testShortWithArg"", ""org.apache.commons.cli.ValueTest.testLongOptionalArgValue"", ""org.apache.commons.cli.ValueTest.testPropertyOptionMultipleValues"", ""org.apache.commons.cli.ValuesTest.testComplexValues"", ""org.apache.commons.cli.ValueTest.testPropertyOptionSingularValue"", ""org.apache.commons.cli.bug.BugCLI51Test.test"", ""org.apache.commons.cli.GnuParseTest.testMultiple"", ""org.apache.commons.cli.ParseTest.testSimpleShort"", ""org.apache.commons.cli.ValueTest.testPropertyOptionFlags"", ""org.apache.commons.cli.ValueTest.testLongNoArg"", ""org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs"", ""org.apache.commons.cli.ValuesTest.testShortArgs"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionWithArgument"", ""org.apache.commons.cli.GnuParseTest.testExtraOption"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValue"", ""org.apache.commons.cli.ValuesTest.testExtraArgs"", ""org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption"", ""org.apache.commons.cli.ParseTest.testSimpleLong""]"
Cli,3,Mean,50,"[""org.apache.commons.cli.bug.BugCLI71Test.testMistakenArgument"", ""org.apache.commons.cli.bug.BugCLI71Test.testBasic"", ""org.apache.commons.cli.bug.BugCLI71Test.testLackOfError"", ""org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional"", ""org.apache.commons.cli.OptionTest.testClear"", ""org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern"", ""org.apache.commons.cli.BugsTest.test13935"", ""org.apache.commons.cli.BugsTest.test12210"", ""org.apache.commons.cli.BuildTest.testDuplicateSimple"", ""org.apache.commons.cli.bug.BugCLI18Test.testCLI18"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt"", ""org.apache.commons.cli.OptionBuilderTest.testOptionArgNumbers"", ""org.apache.commons.cli.OptionBuilderTest.testBaseOptionStringOpt"", ""org.apache.commons.cli.BugsTest.test13425"", ""org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars"", ""org.apache.commons.cli.OptionBuilderTest.testCompleteOption"", ""org.apache.commons.cli.BuildTest.testDuplicateLong"", ""org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions"", ""org.apache.commons.cli.BugsTest.test11458"", ""org.apache.commons.cli.BugsTest.test31148"", ""org.apache.commons.cli.BugsTest.test15046"", ""org.apache.commons.cli.BuildTest.testSimple"", ""org.apache.commons.cli.bug.BugCLI13Test.testCLI13"", ""org.apache.commons.cli.GnuParseTest.testDoubleDash"", ""org.apache.commons.cli.GnuParseTest.testSimpleShort"", ""org.apache.commons.cli.ParseTest.testMissingArg"", ""org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOption"", ""org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup"", ""org.apache.commons.cli.ArgumentIsOptionTest.testOptionAndOptionWithArgument"", ""org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromGroup"", ""org.apache.commons.cli.BugsTest.test15648"", ""org.apache.commons.cli.ValueTest.testShortNoArg"", ""org.apache.commons.cli.GnuParseTest.testSingleDash"", ""org.apache.commons.cli.BugsTest.test11456"", ""org.apache.commons.cli.OptionGroupTest.testTwoValidOptions"", ""org.apache.commons.cli.ValuesTest.testShortArgsWithValue"", ""org.apache.commons.cli.GnuParseTest.testStop"", ""org.apache.commons.cli.TestHelpFormatter.testPrintOptions"", ""org.apache.commons.cli.ValueTest.testLongOptionalNArgValues"", ""org.apache.commons.cli.GnuParseTest.testMissingArg"", ""org.apache.commons.cli.OptionGroupTest.testSingleOption"", ""org.apache.commons.cli.ValueTest.testShortOptionalArgValues"", ""org.apache.commons.cli.ParseTest.testComplexShort"", ""org.apache.commons.cli.BugsTest.test13666"", ""org.apache.commons.cli.ValueTest.testPropertyOverrideValues"", ""org.apache.commons.cli.ParseTest.testSingleDash"", ""org.apache.commons.cli.ApplicationTest.testLs""]"
