ClassName,Changes,TotalCommits
CSVParser,38,143
CSVFormat,33,143
Lexer,17,143
CSVParserTest,17,143
CSVPrinterTest,13,143
CSVRecord,12,143
CSVLexerTest,9,143
CSVPrinter,9,143
CSVLexer,8,143
ExtendedBufferedReader,8,143
CSVFormatTest,7,143
CSVFileParserTest,7,143
PerformanceTest,5,143
CSVRecordTest,5,143
CSVRecordBooleanTest,4,143
TokenMatchers,3,143
FercGovTest,3,143
Utils,3,143
ExtendedBufferedReaderTest,3,143
Assertions,3,143
CSVLexer1306667,3,143
CSVLexer1306663,3,143
CSVLexer1,3,143
CSVFormatBuilderTest,3,143
package-info,3,143
CSVRecordLongTest,2,143
Constants,2,143
CSVRecordIntTest,2,143
AssertionsTest,2,143
CSVLexer3,2,143
LexerTest,2,143
Token,2,143
