TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness,MaxLinesRatio,AvgLinesRatio,MinLinesRatio,SumLinesRatio
org.jsoup.parser.XmlTreeBuilderTest.testSimpleXmlParse,1.0,0.6666666666666666,0.5,2.0,20.5,8.5,1.0,25.5
org.jsoup.parser.XmlTreeBuilderTest.testParseDeclarationAttributes,1.0,0.6666666666666666,0.5,2.0,26.5,16.0,1.0,48.0
org.jsoup.parser.XmlTreeBuilderTest.testCommentAndDocType,1.0,0.6666666666666666,0.5,2.0,20.5,8.5,1.0,25.5
org.jsoup.parser.XmlTreeBuilderTest.testPopToClose,1.0,0.6666666666666666,0.5,2.0,20.5,8.5,1.0,25.5
org.jsoup.parser.XmlTreeBuilderTest.testSupplyParserToDataStream,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.xmlParseDefaultsToHtmlOutputSyntax,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.handlesXmlDeclarationAsDeclaration,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.nodes.DocumentTest.testMetaCharsetUpdateXmlNoCharset,0.5,0.5,0.5,1.5,26.5,10.5,1.0,31.5
org.jsoup.parser.XmlTreeBuilderTest.testSupplyParserToConnection,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.testDoesNotForceSelfClosingKnownTags,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.testSupplyParserToJsoupClass,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.testCreatesValidProlog,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
org.jsoup.parser.XmlTreeBuilderTest.testDoesHandleEOFInTag,1.0,0.75,0.5,1.5,20.5,10.75,1.0,21.5
