TestCase,MaxChangeProneness,AvgChangeProneness,MinChangeProneness,SumChangeProneness
org.apache.commons.csv.CSVPrinterTest.testParseCustomNullValues,0.27030625832223704,0.15980163677239662,0.07385524372230429,0.6392065470895865
org.apache.commons.csv.LexerTest.testIgnoreEmptyLines,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testNextToken6,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testEscapedControlCharacter,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testBackslashWithoutEscaping,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testBackslashWithEscaping,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testEscapedControlCharacter2,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testNextToken4,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testCommentsAndEmptyLines,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testSurroundingSpacesAreDeleted,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testSurroundingTabsAreDeleted,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.LexerTest.testComments,0.27030625832223704,0.1226516999760588,0.011976047904191617,0.613258499880294
org.apache.commons.csv.CSVFileParserTest.testCSVFile,0.27030625832223704,0.1441549805007403,0.04326923076923077,0.5766199220029612
org.apache.commons.csv.CSVRecordTest.testToMapWithShortRecord,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testProvidedHeader,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testHeader,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testSkipAutoHeader,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testBOM,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testGetRecords,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testIterator,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testGetLine,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testHeaderComment,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testHeaderMissing,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testSkipSetHeader,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testForEach,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testMappedButNotSetAsOutlook2007ContactExport,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVRecordTest.testToMapWithNoHeader,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testExcelHeaderCountLessThanData,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testGetOneLineOneParser,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testGetHeaderMap,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testProvidedHeaderAuto,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testGetRecordWithMultiLineValues,0.27030625832223704,0.17778356374457682,0.07385524372230429,0.5333506912337305
org.apache.commons.csv.CSVParserTest.testDefaultFormat,0.27030625832223704,0.15714694666763127,0.011945392491467578,0.4714408400028938
org.apache.commons.csv.CSVParserTest.testBackslashEscaping2,0.27030625832223704,0.15714694666763127,0.011945392491467578,0.4714408400028938
org.apache.commons.csv.CSVParserTest.testBackslashEscaping,0.27030625832223704,0.15714694666763127,0.011945392491467578,0.4714408400028938
org.apache.commons.csv.CSVParserTest.testHeadersMissing,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVParserTest.testInvalidFormat,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVParserTest.testClose,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVParserTest.testDuplicateHeaders,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVParserTest.testHeadersMissingException,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVParserTest.testHeaderMissingWithNull,0.27030625832223704,0.22974772375571312,0.1891891891891892,0.45949544751142624
org.apache.commons.csv.CSVRecordTest.testRemoveAndAddColumns,0.27030625832223704,0.15000578596679906,0.07385524372230429,0.45001735790039715
org.apache.commons.csv.CSVPrinterTest.testPlainEscaped,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testPlainQuoted,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testSingleLineComment,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testDelimiterPlain,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testHeader,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testPrintCustomNullValues,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testSingleQuoteQuoted,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testPrint,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testQuoteNonNumeric,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testDelimeterQuoted,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testDelimiterEscaped,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testMultiLineComment,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testEOLQuoted,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testEOLPlain,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testPlainPlain,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testEOLEscaped,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testInvalidFormat,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testDelimeterQuoteNONE,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVPrinterTest.testQuoteAll,0.27030625832223704,0.18808105708904643,0.10585585585585586,0.37616211417809287
org.apache.commons.csv.CSVFormatTest.testEqualsIgnoreEmptyLines,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsNullString,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsQuoteChar,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsDelimiter,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsSkipHeaderRecord,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsCommentStart,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsQuotePolicy,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
org.apache.commons.csv.CSVFormatTest.testEqualsHeader,0.27030625832223704,0.17776298268974702,0.085219707057257,0.35552596537949405
