ClassName,Changes,TotalCommits
MockBytecodeGenerator,5,67
AcrossJVMSerializationFeature,5,67
ReturnsElementsOf,3,67
CGLIBHackerTest,3,67
Answers,3,67
InvocationMatcher,3,67
ByteBuddyMockMakerTest,3,67
Timeout,3,67
ThreadsRunAllTestsHalfManualTest,2,67
InvocationNotifierHandler,2,67
TimeoutTest,2,67
InvocationMarker,2,67
MockitoJUnitRunner,2,67
CachingMockBytecodeGenerator,2,67
MocksSerializationForAnnotationTest,2,67
CapturingArgumentsTest,2,67
SpyInjectionTest,2,67
SpyAnnotationTest,2,67
SpyAnnotationInitializedInBaseClassTest,2,67
ClassImposterizer,2,67
ClassCacheVersusClassReloadingTest,2,67
DetectingMisusedMatchersTest,2,67
FieldInitializer,2,67
EqualityTest,2,67
Equality,2,67
ReturnsSmartNullsTest,2,67
Frame,2,67
Discrepancy,2,67
DetectingFinalMethodsTest,2,67
JUnit45AndHigherRunnerImpl,2,67
Pluralizer,2,67
DefaultMockingDetails,2,67
DeepStubbingTest,2,67
ConsoleSpammingMockitoJUnitRunnerTest,2,67
Only,2,67
NoJUnitDependenciesTest,2,67
JUnit44RunnerTest,2,67
InterceptedInvocation,2,67
JUnit45RunnerTest,2,67
MockingDetailsTest,2,67
MockInjectionUsingSetterOrPropertyTest,2,67
LocationImpl,2,67
MockMethodInterceptor,2,67
AcrossClassLoaderSerializationTest,2,67
MockUtilTest,2,67
VerboseLoggingOfInvocationsOnMockTest,2,67
MockSettingsImplTest,2,67
Mockito,2,67
JUnitTool,2,67
DeserializeMockFromFile,1,66
SerializeMockToFile,1,66
RemoveFirstLine,1,67
MockHandler,1,67
Plugins,1,67
MethodsImpl,1,67
ReturnsArgumentAtTest,1,67
PluginSwitch,1,67
PluginRegistry,1,67
ParentClassNotPublicTest,1,67
ParentTestMockInjectionTest,1,67
MockCreationValidatorTest,1,67
MockInjectionUsingConstructorIssue421Test,1,67
PackageProtected,1,67
OverloadingPuzzleTest,1,67
ReturnsDeepStubs,1,67
MockFeatures,1,67
Primitives,1,67
PluralizerTest,1,67
Mock,1,67
PrintSettings,1,67
PrintingInvocationsDetectsUnusedStubTest,1,67
MockCreationValidator,1,67
OnlyVerificationTest,1,67
Returns,1,67
MockCandidateFilter,1,67
PrintingInvocationsWhenEverythingOkTest,1,67
MockAwareVerificationMode,1,67
PrintingInvocationsWhenStubNotUsedTest,1,67
RealMethod,1,67
MockAnnotationProcessor,1,67
MockAccessTest,1,67
ResetTest,1,67
Opcodes,1,67
OngoingInjecter,1,67
OnlyTest,1,67
MockingDetails,1,67
MultipleInOrdersTest,1,67
MultiANewArrayInsnNode,1,67
ModellingVerboseMockitoTest,1,67
MockUtil,1,67
MockitoNamingPolicy,1,67
MockitoMethod,1,67
MockitoLogger,1,67
MultithreadedStubbingHalfManualTest,1,67
MockingProgressListener,1,67
MockingStartedListener,1,67
MockitoConfiguration,1,67
MockitoConfigurationException,1,67
MockitoDebuggerImpl,1,67
MockitoDebugger,1,67
ReturnsEmptyValues,1,67
MyMockMaker,1,67
OngoingStubbingImpl,1,67
NoMoreInteractionsTest,1,67
OngoingStubbing,1,67
MockitoCore,1,67
ObjectMethodsGuruTest,1,67
ObjectMethodsGuru,1,67
ObjectBox,1,67
NotifiedMethodInvocationReport,1,67
MockMaker,1,67
NPEWithCertainMatchersTest,1,67
NewMockito,1,67
NewMatchersTest,1,67
MockNameImpl,1,67
MockNameImplTest,1,67
MockSettingsImpl,1,67
NameBasedCandidateFilter,1,67
ASMifiable,1,67
RunnerProvider,1,67
ReturnsEmptyValuesTest,1,67
VerboseMockInvocationLogger,1,67
VarInsnNode,1,67
Value,1,67
TypeInsnNode,1,67
TypeBasedCandidateFilter,1,67
Type,1,67
TryCatchBlockNode,1,67
Traceable,1,67
TraceSignatureVisitor,1,67
TraceMethodVisitor,1,67
TraceFieldVisitor,1,67
TraceClassVisitor,1,67
TraceAnnotationVisitor,1,67
TraceAbstractVisitor,1,67
Timer,1,67
ThrowsException,1,67
ThreadSafeMockingProgressTest,1,67
TestMethodsFinderTest,1,67
TestMethodsFinder,1,67
TableSwitchInsnNode,1,67
VarargMatcher,1,67
VerboseMockInvocationLoggerTest,1,67
ReturnsGenericDeepStubsTest,1,67
VerboseMockitoJUnitRunner,1,67
WrongSetOfAnnotationsTest,1,67
WhiteboxTest,1,67
Whitebox,1,67
WarningsPrinterImplTest,1,67
WarningsPrinterImpl,1,67
WarningsFinderTest,1,67
WarningsFinder,1,67
WarningsCollector,1,67
VoidMethodStubbableImpl,1,67
VoidMethodStubbable,1,67
VerificationOverTimeImpl,1,67
VerificationInOrderWithCallsTest,1,67
VerificationInOrderMode,1,67
VerificationDataInOrderImpl,1,67
VerificationDataInOrder,1,67
VerificationDataImplTest,1,67
VerificationDataImpl,1,67
VerificationData,1,67
VerboseMockitoRunnerTest,1,67
SuperTypesLastSorterTest,1,67
Subroutine,1,67
StubbingWithDelegateTest,1,67
StubbingWithCustomAnswerTest,1,67
ShouldNotDeadlockAnswerExecutionTest,1,67
SerializableNoOp,1,67
SerializableMockitoMethodProxyTest,1,67
SerializableMockitoMethodProxy,1,67
SerializableMethodTest,1,67
SerializableMethod,1,67
SequenceNumber,1,67
ScenarioPrinterTest,1,67
ScenarioPrinter,1,67
RunnersValidateFrameworkUsageTest,1,67
RunnerProviderTest,1,67
MethodVisitor,1,67
RunnerImpl,1,67
RunnerFactoryTest,1,67
RunnerFactory,1,67
ReturnsSmartNulls,1,67
ReturnsMoreEmptyValuesTest,1,67
ReturnsMocksTest,1,67
ReturnsMocks,1,67
SignatureReader,1,67
SignatureVisitor,1,67
SignatureWriter,1,67
SourceInterpreter,1,67
StubbingSpiesDoesNotYieldNPETest,1,67
StubberImpl,1,67
Stubber,1,67
StubbedInvocationMatcher,1,67
StubInfoImpl,1,67
SpyStubbingMisuseTest,1,67
Spy,1,67
SourceValue,1,67
SmartPrinterTest,1,67
SimpleClassGenerator,1,67
SmartPrinter,1,67
SmartNullPointerException,1,67
SmartMock,1,67
SmallSet,1,67
SimpleVerifier,1,67
SimplePerRealmReloadingClassLoader,1,67
SimpleMockitoLoggerTest,1,67
SimpleMockitoLogger,1,67
MethodWriter,1,67
LocationImplTest,1,67
MethodNode,1,67
ClassVisitor,1,67
ClassPathLoader,1,67
ClassNode,1,67
ClassImposterizerTest,1,67
ClassAdapter,1,67
CheckSignatureAdapter,1,67
CheckMethodAdapter,1,67
CheckFieldAdapter,1,67
CheckClassAdapter,1,67
CheckAnnotationAdapter,1,67
CglibMockMaker,1,67
CapturingMatcherTest,1,67
CapturingMatcher,1,67
CapturesArguments,1,67
CapturesArgumensFromInvocation,1,67
Captor,1,67
CallsRealMethods,1,67
CallingRealMethodTest,1,67
CachingMockBytecodeGeneratorTest,1,67
CGLIBHacker,1,67
ClassReader,1,67
ClassWriter,1,67
MethodInvocationReport,1,67
CleaningUpPotentialStubbingTest,1,67
DeprecatedOngoingStubbing,1,67
DelegatingMockitoMethodProxy,1,67
DefaultStackTraceCleaner,1,67
DefaultRegisteredInvocations,1,67
DefaultMockitoConfiguration,1,67
DefaultInjectionEngine,1,67
DefaultAnnotationEngine,1,67
DeepStubsSerializableTest,1,67
CustomizedAnnotationForSmartMockTest,1,67
CustomMatcherDoesYieldCCETest,1,67
ContainsExtraTypeInformation,1,67
ConsoleSpammingMockitoJUnitRunner,1,67
ConsoleMockitoLogger,1,67
ConsecutiveStubbing,1,67
ConfigurationAccess,1,67
ConditionalStackTraceFilterTest,1,67
ConcurrentModificationExceptionOnMultiThreadedVerificationTest,1,67
CollectCreatedMocks,1,67
ClonesArguments,1,67
ByteVector,1,67
ByteBuddyMockMaker,1,67
ByteBuddyCrossClassLoaderSerializationSupport,1,67
BeanPropertySetterTest,1,67
AnyVararg,1,67
AnswersValidatorTest,1,67
AnswersValidator,1,67
AnswerReturnValuesAdapter,1,67
Answer,1,67
AnnotationWriter,1,67
AnnotationVisitor,1,67
AnnotationNode,1,67
AnnotationEngine,1,67
AnalyzerException,1,67
Analyzer,1,67
After,1,67
AccessibilityChanger,1,67
AbstractVisitor,1,67
AbstractInsnNode,1,67
ASMifierMethodVisitor,1,67
ASMifierFieldVisitor,1,67
ASMifierClassVisitor,1,67
ASMifierAnnotationVisitor,1,67
AnyXMatchersAcceptNullsTest,1,67
ArgumentCaptor,1,67
ArgumentCaptorTest,1,67
AtLeastXNumberOfInvocationsCheckerTest,1,67
BeanPropertySetter,1,67
BasicVerifier,1,67
BasicValue,1,67
BasicInterpreter,1,67
BaseStubbing,1,67
BDDMockitoTest,1,67
BDDMockito,1,67
Attribute,1,67
AtLeastTest,1,67
ArgumentMatcherStorage,1,67
AtLeastMarksAllInvocationsVerified,1,67
AtLeastDiscrepancy,1,67
Assertor,1,67
ArrayUtils,1,67
ArgumentsComparatorTest,1,67
ArgumentsComparator,1,67
ArgumentMatchingToolTest,1,67
ArgumentMatchingTool,1,67
DoesNothing,1,67
DummyClassForTests,1,67
DummyParentClassForTests,1,67
InjectionByTypeShouldFirstLookForExactTypeThenAncestorTest,1,67
LabelNode,1,67
Label,1,67
JumpInsnNode,1,67
JUnitFailureHackerTest,1,67
JUnitFailureHacker,1,67
JUnit44RunnerImpl,1,67
Item,1,67
Issue353InjectionMightNotHappenInCertainConfigurationTest,1,67
InvocationNotifierHandlerTest,1,67
InvocationMarkerTest,1,67
InvocationListenerCallbackTest,1,67
InvocationListener,1,67
InvocationContainerImpl,1,67
InvocationContainer,1,67
Interpreter,1,67
