version, time
106, 0.005333900451660156
105, 0.0056154727935791016
104, 0.005537271499633789
103, 0.005480766296386719
102, 0.005600452423095703
101, 0.0054967403411865234
100, 0.0055272579193115234
98, 0.00550389289855957
97, 0.005171298980712891
96, 0.005265474319458008
95, 0.0053975582122802734
94, 0.0051920413970947266
93, 0.005326747894287109
92, 0.005476713180541992
99, 0.005204439163208008
91, 0.005312681198120117
90, 0.005198001861572266
89, 0.0052700042724609375
88, 0.005231142044067383
87, 0.005195140838623047
86, 0.005196332931518555
85, 0.005304574966430664
84, 0.005381107330322266
83, 0.005295515060424805
82, 0.005190372467041016
81, 0.005206584930419922
80, 0.005059242248535156
79, 0.005273103713989258
78, 0.005138874053955078
77, 0.005120754241943359
76, 0.00567936897277832
75, 0.005072832107543945
74, 0.005472898483276367
73, 0.005067586898803711
72, 0.005326032638549805
71, 0.00516819953918457
70, 0.005249738693237305
69, 0.0051572322845458984
68, 0.0053098201751708984
67, 0.005259275436401367
66, 0.0051839351654052734
65, 0.005278110504150391
64, 0.005199432373046875
63, 0.0053522586822509766
62, 0.0051422119140625
61, 0.005239963531494141
60, 0.004993915557861328
59, 0.00504755973815918
58, 0.005223274230957031
57, 0.005218505859375
56, 0.005143642425537109
55, 0.005169868469238281
54, 0.00506591796875
53, 0.005204200744628906
52, 0.0051348209381103516
51, 0.005057811737060547
50, 0.005376577377319336
49, 0.005072593688964844
48, 0.005227565765380859
47, 0.005221843719482422
46, 0.005090951919555664
45, 0.00633549690246582
44, 0.005003213882446289
43, 0.005229473114013672
42, 0.005215167999267578
41, 0.0072479248046875
40, 0.005222320556640625
39, 0.0051610469818115234
38, 0.005591630935668945
37, 0.005080699920654297
36, 0.0050716400146484375
35, 0.005077362060546875
34, 0.004954099655151367
33, 0.005086660385131836
32, 0.0051157474517822266
31, 0.005836963653564453
30, 0.005084514617919922
29, 0.0051538944244384766
28, 0.0052950382232666016
27, 0.005244255065917969
26, 0.005144834518432617
25, 0.005032777786254883
24, 0.0052089691162109375
23, 0.0050716400146484375
22, 0.005089521408081055
21, 0.005158185958862305
20, 0.0050389766693115234
19, 0.0050029754638671875
18, 0.0050661563873291016
17, 0.005064725875854492
16, 0.00721430778503418
15, 0.00501561164855957
14, 0.00504302978515625
13, 0.005030632019042969
12, 0.005198955535888672
11, 0.00507807731628418
10, 0.0050008296966552734
9, 0.00499725341796875
8, 0.005022525787353516
7, 0.0050220489501953125
6, 0.00516819953918457
5, 0.005011320114135742
4, 0.005109071731567383
3, 0.005028486251831055
2, 0.0050830841064453125
1, 0.01375889778137207
