ClassName,Changes,TotalCommits
ExpressionPath,4,16
DOMNodePointer,2,16
EvalContext,2,16
ValueUtils,2,16
DynamicPointer,2,16
JDOMAttributeIterator,2,16
InitialContext,2,16
Path,2,16
PropertyIterator,2,16
JXPath11CompatibleTypeConverter,1,13
MapDynamicPropertyHandler,1,16
LocationPath,1,16
KeywordVariables,1,16
LangAttributePointer,1,16
NodePointer,1,16
JXPathTestSuite,1,16
JXPathException,1,16
JXPathContextReferenceImpl,1,16
JXPathContextFactoryConfigurationError,1,16
JXPathContext,1,16
NamespaceResolver,1,16
AbstractFactory,1,16
NullPointer,1,16
ServletRequestAndContext,1,16
VariablePointer,1,16
UnionContext,1,16
TreeCompiler,1,16
TestFunctions,1,16
TestBean,1,16
SimplePathInterpreter,1,16
ReverseComparator,1,16
NullPropertyPointer,1,16
QName,1,16
PropertyPointer,1,16
PropertyOwnerPointer,1,16
PredicateContext,1,16
PrecedingOrFollowingContext,1,16
Parser,1,16
JXPathBasicBeanInfo,1,16
JDOMAttributePointer,1,16
JDOMPointerFactory,1,16
DOMAttributeIterator,1,16
BasicTypeConverter,1,16
BeanAttributeIterator,1,16
BeanPointer,1,16
ChildContext,1,16
CollectionPointer,1,16
CollectionPointerFactory,1,16
Compiler,1,16
Constant,1,16
ContainerModelTest,1,16
ContainerPointer,1,16
ContainerPointerFactory,1,16
CoreFunction,1,16
CoreOperation,1,16
CoreOperationCompare,1,16
DOMAttributePointer,1,16
JDOMNodePointer,1,16
DOMNodeIterator,1,16
DOMPointerFactory,1,16
DynaBeanPointer,1,16
DynaBeanPointerFactory,1,16
DynaBeanPropertyPointer,1,16
DynamicPropertiesModelTest,1,16
DynamicPropertyPointer,1,16
Expression,1,16
ExtensionFunction,1,16
ExtensionFunctionTest,1,16
FunctionLibrary,1,16
InfoSetUtil,1,16
BadlyImplementedFactoryTest,1,16
JDOMNamespacePointer,1,16
XMLDocumentContainer,1,16
