ClassName,Changes,TotalCommits
BugCLI126Test,2,17
Option,38,366
Parser,34,330
BugCLI159Test,1,11
HelpFormatter,32,366
BugCLI123Test,1,12
GroupImpl,20,257
CommandLine,28,366
BugCLI122Test,4,55
BugsTest,24,334
BugCLI158Test,1,14
ArgumentImpl,18,257
Options,25,366
BugCLI144Test,1,15
DateValidatorTest,16,257
OptionBuilder,20,342
WriteableCommandLineImpl,14,257
BugCLI12Test,6,112
BugCLI18Test,6,116
DateValidator,13,257
HelpFormatterTest,13,257
PosixParser,18,363
FileValidatorTest,12,257
ResourceHelper,12,257
GnuParser,16,362
BugCLI145Test,1,23
Switch,11,257
ArgumentTest,11,257
EnumValidator,11,257
BugLoopingOptionLookAlikeTest,8,192
ResourceConstants,6,151
DocumentationTest,10,257
OptionImpl,10,257
DefaultingCommandLineTest,10,257
CommandLineTestCase,10,257
WriteableCommandLine,10,257
GroupTest,10,257
ArgumentBuilder,10,257
PatternOptionBuilder,14,366
BugCLI80Test,4,110
OptionGroup,13,366
DefaultOption,9,257
ParentImpl,9,257
NumberValidator,9,257
SwitchBuilder,9,257
ResourceHelperTest,5,145
ArgumentBuilderTest,5,148
TypeHandler,12,366
ParserTest,6,185
WriteableCommandLineTestCase,8,257
SwitchTest,8,257
FileValidator,8,257
UrlValidator,8,257
PropertyOptionTest,8,257
PropertyOption,8,257
DefaultOptionBuilder,8,257
ClassValidator,8,257
PropertiesCommandLineTest,8,257
Command,8,257
CpTest,8,257
PrecedenceTest,8,257
OptionException,8,257
ApplicationTest,11,362
ValuesTest,11,366
NestedGroupTest,6,203
Bug32533Test,6,203
CommandLineParser,10,363
Util,8,292
JDependTest,7,257
ParentTest,7,257
UrlValidatorTest,7,257
NumberValidatorTest,7,257
EnumValidatorTest,7,257
CommandTest,7,257
PropertiesCommandLine,7,257
SourceDestArgument,7,257
DisplaySetting,7,257
DefaultingCommandLine,7,257
DefaultOptionTest,7,257
PreferencesCommandLineTest,7,257
PreferencesCommandLine,7,257
CommandBuilder,7,257
ClassValidatorTest,7,257
Comparators,7,257
AlreadySelectedException,9,366
ValueTest,9,366
BasicParser,8,330
PatternBuilder,6,257
Validator,6,257
GroupBuilder,6,257
CommandLineImpl,6,257
Argument,6,257
LsTest,6,257
Bug28005Test,6,257
CLITestCase,6,257
ComparatorsTest,6,257
DefaultOptionBuilderTest,6,257
TimeZoneTestSuite,4,178
ParseException,8,366
UnrecognizedOptionException,8,366
TestHelpFormatter,8,366
MissingArgumentException,8,366
PatternOptionBuilderTest,8,366
ParseTest,8,366
ParseRequiredTest,8,366
MissingOptionException,8,366
OptionGroupTest,8,366
CommandLineDefaultsTest,5,233
OptionsTest,6,291
OptionValidator,6,292
Parent,5,257
HelpLineImpl,5,257
InvalidArgumentException,5,257
Bug27575Test,5,257
HelpLine,5,257
Group,5,257
WriteableCommandLineImplTest,5,257
GroupTestCase,5,257
ProtectedClass,5,257
Bug15046Test,4,257
OptionTestCase,4,257
Bug13935Test,4,257
Bug13886Test,4,257
ParentTestCase,4,257
ArgumentTestCase,4,257
Bug15648Test,4,257
AntTest,4,257
CvsTest,4,257
OptionBuilderTest,5,342
CommandLineParserFactory,5,355
GnuParseTest,5,355
ArgumentIsOptionTest,3,215
BuildTest,5,366
HelpFormatterExamples,4,366
AbstractParserControl,2,191
Token,2,191
CLArgsParser,2,191
CLOption,2,191
CLOptionDescriptor,2,191
CLUtil,2,191
ClutilTestCase,2,191
ParserControl,2,191
LongOptionWithShort,2,215
CLI2Converter,2,257
CLI2ConverterTest,2,257
