ClassName,Changes,TotalCommits
BugCLI162Test,9,32
HelpFormatter,46,431
Parser,42,395
Option,44,431
PosixParserTest,10,106
GnuParserTest,7,82
BugsTest,30,399
CommandLine,31,431
HelpFormatterTest,21,322
Options,28,431
PosixParser,27,428
OptionBuilder,21,407
GnuParser,21,427
ParserTestCase,2,41
ApplicationTest,20,427
TypeHandler,20,431
PatternOptionBuilder,20,431
PatternOptionBuilderTest,17,431
DateValidatorTest,12,322
OptionGroup,16,431
OptionsTest,13,356
OptionTest,6,167
GroupImpl,11,322
ValuesTest,14,431
ArgumentImpl,10,322
CommandLineParser,13,428
OptionGroupTest,13,431
ValueTest,13,431
ParseRequiredTest,13,431
Util,10,357
Switch,9,322
DateValidator,9,322
EnumValidator,9,322
FileValidatorTest,9,322
ArgumentTest,9,322
ParseTest,12,431
AlreadySelectedException,12,431
BugCLI18Test,5,181
UtilTest,4,150
MissingOptionException,11,431
MissingArgumentException,11,431
UnrecognizedOptionException,11,431
BugCLI148Test,3,118
OptionValidator,9,357
ResourceHelper,8,322
GnuParseTest,10,420
ParseException,10,431
TestHelpFormatter,10,431
BasicParser,9,395
DefaultOption,7,322
DocumentationTest,7,322
NumberValidator,7,322
OptionImpl,7,322
SwitchBuilder,7,322
ArgumentIsOptionTest,6,280
BasicParserTest,2,97
OptionBuilderTest,8,407
ParentImpl,6,322
ArgumentBuilder,6,322
DefaultingCommandLineTest,6,322
GroupTest,6,322
CommandLineTestCase,6,322
ClassValidator,6,322
UrlValidator,6,322
SwitchTest,6,322
DefaultOptionBuilder,6,322
Command,6,322
PrecedenceTest,6,322
BugCLI71Test,3,167
BugCLI51Test,3,168
BugCLI138Test,2,119
BuildTest,7,431
UrlValidatorTest,5,322
ParentTest,5,322
WriteableCommandLineImpl,5,322
NumberValidatorTest,5,322
SourceDestArgument,5,322
CLI2Converter,5,322
CLI2ConverterTest,5,322
CommandTest,5,322
PropertyOption,5,322
PropertiesCommandLineTest,5,322
EnumValidatorTest,5,322
FileValidator,5,322
CommandBuilder,5,322
LongOptionWithShort,4,280
HelpFormatterExamples,6,431
ResourceConstants,3,216
CommandLineTest,1,74
BugCLI133Test,2,150
PropertyOptionTest,4,322
OptionException,4,322
PreferencesCommandLineTest,4,322
WriteableCommandLineTestCase,4,322
CpTest,4,322
JDependTest,4,322
DefaultOptionBuilderTest,4,322
ClassValidatorTest,4,322
DefaultOptionTest,4,322
CommandLineParserFactory,5,420
BugCLI13Test,2,169
BugLoopingOptionLookAlikeTest,3,257
NestedGroupTest,3,268
Bug32533Test,3,268
ResourceHelperTest,2,210
ArgumentBuilderTest,2,213
Comparators,3,322
ComparatorsTest,3,322
PatternBuilder,3,322
CLITestCase,3,322
CommandLineImpl,3,322
Bug28005Test,3,322
ProtectedClass,3,322
DisplaySetting,3,322
Validator,3,322
GroupBuilder,3,322
GroupTestCase,3,322
Argument,3,322
WriteableCommandLine,3,322
WriteableCommandLineImplTest,3,322
InvalidArgumentException,3,322
TimeZoneTestSuite,2,243
ParserTest,2,250
Token,2,256
CLArgsParser,2,256
CLOption,2,256
AbstractParserControl,2,256
CLOptionDescriptor,2,256
ClutilTestCase,2,256
ParserControl,2,256
CLUtil,2,256
CommandLineDefaultsTest,2,298
Bug13886Test,2,322
HelpLineImpl,2,322
AntTest,2,322
OptionTestCase,2,322
HelpLine,2,322
Parent,2,322
Group,2,322
ArgumentTestCase,2,322
Bug15648Test,2,322
Bug13935Test,2,322
Bug15046Test,2,322
Bug27575Test,2,322
ParentTestCase,2,322
DefaultingCommandLine,2,322
CvsTest,2,322
PreferencesCommandLine,2,322
LsTest,2,322
PropertiesCommandLine,2,322
